#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.606;5.606;364298;6549105;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.433;19;1;
True;Cpd 2: 6.086;6.086;192729;3290747;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.449;21;2;
True;Cpd 3: 6.665;6.665;413281;7058981;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.466;20;3;
True;Cpd 4: 7.349;7.349;226732;3494687;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.363;21;4;
True;Cpd 5: 8.124;8.124;496316;7722187;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.354;26;5;
True;Cpd 6: 8.755;8.755;85671;3471158;55;D:\g\temp\140C_1ml-min_6C-min_2.D;55;0.227;61;6;
True;Cpd 7: 8.972;8.972;265229;3841653;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.297;31;7;
True;Cpd 8: 9.648;9.648;97547;3699829;55;D:\g\temp\140C_1ml-min_6C-min_2.D;55;0.235;66;8;
True;Cpd 9: 9.876;9.876;888746;12399613;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.272;34;9;
True;Cpd 10: 10.455;10.455;81050;3931931;55;D:\g\temp\140C_1ml-min_6C-min_2.D;55;0.268;80;10;
True;Cpd 11: 10.808;10.808;303462;4060974;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.247;33;11;
True;Cpd 12: 11.404;11.404;96182;4163543;55;D:\g\temp\140C_1ml-min_6C-min_2.D;55;0.272;81;12;
True;Cpd 13: 11.762;11.762;647362;9135947;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.247;37;13;
True;Cpd 14: 12.102;12.102;89849;4176309;55;D:\g\temp\140C_1ml-min_6C-min_2.D;55;0.177;90;14;
True;Cpd 15: 12.280;12.28;185458;8934439;55;D:\g\temp\140C_1ml-min_6C-min_2.D;55;0.247;91;15;
True;Cpd 16: 12.669;12.669;113202;3704313;67;D:\g\temp\140C_1ml-min_6C-min_2.D;67;0.276;51;16;
True;Cpd 17: 12.714;12.714;624188;9324707;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.256;33;17;
True;Cpd 18: 13.073;13.073;108356;3802275;67;D:\g\temp\140C_1ml-min_6C-min_2.D;67;0.256;73;18;
True;Cpd 19: 13.641;13.641;99613;3385885;79;D:\g\temp\140C_1ml-min_6C-min_2.D;79;0.268;53;19;
True;Cpd 20: 13.659;13.659;661601;10381556;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.247;38;20;
True;Cpd 21: 13.995;13.995;118610;3218317;79;D:\g\temp\140C_1ml-min_6C-min_2.D;79;0.19;61;21;
True;Cpd 22: 14.163;14.163;102623;4478271;55;D:\g\temp\140C_1ml-min_6C-min_2.D;55;0.243;89;22;
True;Cpd 23: 14.584;14.584;315082;4806825;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.256;37;23;
True;Cpd 24: 14.943;14.943;111028;4012148;67;D:\g\temp\140C_1ml-min_6C-min_2.D;67;0.243;70;24;
True;Cpd 25: 15.501;15.501;618545;12326030;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.243;50;25;
True;Cpd 26: 15.834;15.834;123010;3189139;79;D:\g\temp\140C_1ml-min_6C-min_2.D;79;0.243;42;26;
True;Cpd 27: 15.903;15.903;93046;3737867;79;D:\g\temp\140C_1ml-min_6C-min_2.D;79;0.317;66;27;
True;Cpd 28: 15.983;15.983;108634;4649933;55;D:\g\temp\140C_1ml-min_6C-min_2.D;55;0.239;82;28;
True;Cpd 29: 16.378;16.378;278512;4845583;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.247;41;29;
True;Cpd 30: 16.729;16.729;105576;3959559;67;D:\g\temp\140C_1ml-min_6C-min_2.D;67;0.264;66;30;
True;Cpd 31: 16.819;16.819;97077;3355107;79;D:\g\temp\140C_1ml-min_6C-min_2.D;79;0.256;64;31;
True;Cpd 32: 17.254;17.254;519122;10087047;74;D:\g\temp\140C_1ml-min_6C-min_2.D;74;0.272;42;32;
True;Cpd 33: 17.711;17.711;97848;4808599;55;D:\g\temp\140C_1ml-min_6C-min_2.D;55;0.272;99;33;
True;Cpd 34: 18.105;18.105;47965;227223;149;D:\g\temp\140C_1ml-min_6C-min_2.D;149;0.21;9;34;
True;Cpd 35: 18.982;18.982;72202;2860254;79;D:\g\temp\140C_1ml-min_6C-min_2.D;79;0.289;79;35;

