#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.851;5.851;28577;660935;51;D:\g\temp\80C_1ml-min_3C-min_2.D;51;1.443;3;1;
True;Cpd 2: 6.512;6.512;21393;229300;71;D:\g\temp\80C_1ml-min_3C-min_2.D;71;0.511;5;2;
True;Cpd 3: 7.242;7.242;154028;2359717;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.495;12;3;
True;Cpd 4: 10.602;10.602;208350;3560963;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.482;17;4;
True;Cpd 5: 15.411;15.411;250028;4168574;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.449;19;5;
True;Cpd 6: 18.080;18.08;125259;2201064;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.433;24;6;
True;Cpd 7: 20.776;20.776;261745;4633834;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.387;20;7;
True;Cpd 8: 23.446;23.446;132675;2449712;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.404;24;8;
True;Cpd 9: 26.045;26.045;285401;5416734;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.4;26;9;
True;Cpd 10: 27.687;27.687;42604;1820843;55;D:\g\temp\80C_1ml-min_3C-min_2.D;55;0.276;50;10;
True;Cpd 11: 28.548;28.548;143605;2737905;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.396;30;11;
True;Cpd 12: 30.155;30.155;47768;2004095;55;D:\g\temp\80C_1ml-min_3C-min_2.D;55;0.293;52;12;
True;Cpd 13: 30.964;30.964;453630;9543619;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.429;30;13;
True;Cpd 14: 32.205;32.205;37864;1675213;55;D:\g\temp\80C_1ml-min_3C-min_2.D;55;0.301;47;14;
True;Cpd 15: 32.210;32.21;37864;1762787;55;D:\g\temp\80C_1ml-min_3C-min_2.D;55;0.35;46;15;
True;Cpd 16: 33.268;33.268;149761;2790297;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.379;28;16;
True;Cpd 17: 34.486;34.486;43978;2428092;55;D:\g\temp\80C_1ml-min_3C-min_2.D;55;0.346;55;17;
True;Cpd 18: 35.490;35.49;328192;3755422;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.185;14;18;
True;Cpd 19: 35.495;35.495;328192;7122173;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.404;29;19;
True;Cpd 20: 36.163;36.163;41041;2533501;55;D:\g\temp\80C_1ml-min_3C-min_2.D;55;0.309;62;20;
True;Cpd 21: 36.489;36.489;88346;6380930;55;D:\g\temp\80C_1ml-min_3C-min_2.D;55;0.383;71;21;
True;Cpd 22: 37.390;37.39;51510;2385701;67;D:\g\temp\80C_1ml-min_3C-min_2.D;67;0.26;56;22;
True;Cpd 23: 37.619;37.619;311874;7504123;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.392;35;23;
True;Cpd 24: 38.134;38.134;46504;2031591;81;D:\g\temp\80C_1ml-min_3C-min_2.D;81;0.338;45;24;
True;Cpd 25: 39.277;39.277;41042;2036847;79;D:\g\temp\80C_1ml-min_3C-min_2.D;79;0.313;54;25;
True;Cpd 26: 39.671;39.671;336233;8500540;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.408;36;26;
True;Cpd 27: 40.048;40.048;50857;2150209;79;D:\g\temp\80C_1ml-min_3C-min_2.D;79;0.284;52;27;
True;Cpd 28: 40.595;40.595;51160;2589051;55;D:\g\temp\80C_1ml-min_3C-min_2.D;55;0.396;57;28;
True;Cpd 29: 41.623;41.623;158350;3607730;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.387;26;29;
True;Cpd 30: 42.154;42.154;51810;2725138;67;D:\g\temp\80C_1ml-min_3C-min_2.D;67;0.375;57;30;
True;Cpd 31: 43.215;43.215;41240;2226256;79;D:\g\temp\80C_1ml-min_3C-min_2.D;79;0.309;53;31;
True;Cpd 32: 43.534;43.534;327519;9107494;74;D:\g\temp\80C_1ml-min_3C-min_2.D;74;0.433;32;32;
