#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.886;5.886;5050;140138;59;D:\g\temp\110C_1ml-min_6C-min_3.D;59;0.688;6;1;
True;Cpd 2: 6.103;6.103;348880;5251436;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.507;16;2;
True;Cpd 3: 7.654;7.654;457653;6501595;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.441;20;3;
True;Cpd 4: 8.634;8.634;258424;3438217;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.363;22;4;
True;Cpd 5: 9.707;9.707;595401;7459394;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.305;23;5;
True;Cpd 6: 10.838;10.838;312549;3746473;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.256;23;6;
True;Cpd 7: 11.994;11.994;673592;8227882;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.268;28;7;
True;Cpd 8: 12.811;12.811;106132;3683687;55;D:\g\temp\110C_1ml-min_6C-min_3.D;55;0.264;61;8;
True;Cpd 9: 13.147;13.147;337281;4079217;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.247;29;9;
True;Cpd 10: 13.967;13.967;117715;4004243;55;D:\g\temp\110C_1ml-min_6C-min_3.D;55;0.264;75;10;
True;Cpd 11: 14.291;14.291;1027901;13285246;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.251;33;11;
True;Cpd 12: 14.948;14.948;91987;4178023;55;D:\g\temp\110C_1ml-min_6C-min_3.D;55;0.268;84;12;
True;Cpd 13: 15.398;15.398;332421;4372709;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.251;33;13;
True;Cpd 14: 16.048;16.048;101570;4324108;55;D:\g\temp\110C_1ml-min_6C-min_3.D;55;0.231;87;14;
True;Cpd 15: 16.482;16.482;696997;9842586;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.247;37;15;
True;Cpd 16: 16.842;16.842;94607;4455302;55;D:\g\temp\110C_1ml-min_6C-min_3.D;55;0.202;91;16;
True;Cpd 17: 17.028;17.028;194875;9632817;55;D:\g\temp\110C_1ml-min_6C-min_3.D;55;0.264;94;17;
True;Cpd 18: 17.453;17.453;116600;4358785;67;D:\g\temp\110C_1ml-min_6C-min_3.D;67;0.26;58;18;
True;Cpd 19: 17.523;17.523;659968;9920310;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.251;36;19;
True;Cpd 20: 17.871;17.871;107369;3915903;67;D:\g\temp\110C_1ml-min_6C-min_3.D;67;0.26;72;20;
True;Cpd 21: 18.466;18.466;88631;3340617;79;D:\g\temp\110C_1ml-min_6C-min_3.D;79;0.214;50;21;
True;Cpd 22: 18.533;18.533;708426;11150222;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.256;36;22;
True;Cpd 23: 18.846;18.846;111327;3228969;79;D:\g\temp\110C_1ml-min_6C-min_3.D;79;0.214;57;23;
True;Cpd 24: 19.041;19.041;106151;4847688;55;D:\g\temp\110C_1ml-min_6C-min_3.D;55;0.239;89;24;
True;Cpd 25: 19.495;19.495;339772;5386778;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.247;38;25;
True;Cpd 26: 19.847;19.847;112561;4313464;67;D:\g\temp\110C_1ml-min_6C-min_3.D;67;0.272;74;26;
True;Cpd 27: 20.408;20.408;96125;3518182;79;D:\g\temp\110C_1ml-min_6C-min_3.D;79;0.21;48;27;
True;Cpd 28: 20.445;20.445;665522;11453925;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.26;36;28;
True;Cpd 29: 20.762;20.762;119361;3484166;79;D:\g\temp\110C_1ml-min_6C-min_3.D;79;0.19;40;29;
True;Cpd 30: 20.826;20.826;105071;3134799;79;D:\g\temp\110C_1ml-min_6C-min_3.D;79;0.223;46;30;
True;Cpd 31: 20.924;20.924;116352;5294297;55;D:\g\temp\110C_1ml-min_6C-min_3.D;55;0.272;85;31;
True;Cpd 32: 21.336;21.336;315385;5543750;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.26;39;32;
True;Cpd 33: 21.685;21.685;111992;4570342;67;D:\g\temp\110C_1ml-min_6C-min_3.D;67;0.268;61;33;
True;Cpd 34: 21.759;21.759;95270;3004925;79;D:\g\temp\110C_1ml-min_6C-min_3.D;79;0.256;49;34;
True;Cpd 35: 22.226;22.226;596138;11546585;74;D:\g\temp\110C_1ml-min_6C-min_3.D;74;0.276;42;35;
True;Cpd 36: 22.680;22.68;110998;5473007;55;D:\g\temp\110C_1ml-min_6C-min_3.D;55;0.268;101;36;
True;Cpd 37: 23.053;23.053;47638;247811;149;D:\g\temp\110C_1ml-min_6C-min_3.D;149;0.251;10;37;
True;Cpd 38: 23.953;23.953;67752;2828786;79;D:\g\temp\110C_1ml-min_6C-min_3.D;79;0.289;69;38;

