#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.653;5.653;17814;624154;86;D:\g\temp\100C_1ml-min_3C-min_3.D;86;1.694;3;1;
True;Cpd 2: 5.810;5.81;166532;2660754;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.54;12;2;
True;Cpd 3: 5.920;5.92;12687;191811;91;D:\g\temp\100C_1ml-min_3C-min_3.D;91;0.375;9;3;
True;Cpd 4: 7.642;7.642;224029;3861826;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.573;14;4;
True;Cpd 5: 10.785;10.785;263339;4822168;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.515;20;5;
True;Cpd 6: 12.804;12.804;137516;2390206;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.507;20;6;
True;Cpd 7: 15.019;15.019;292985;4845563;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.466;17;7;
True;Cpd 8: 17.350;17.35;148050;2692090;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.4;24;8;
True;Cpd 9: 19.725;19.725;310575;5766689;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.392;24;9;
True;Cpd 10: 21.291;21.291;43528;2210010;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.371;49;10;
True;Cpd 11: 22.077;22.077;149248;2736067;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.412;23;11;
True;Cpd 12: 22.085;22.085;103909;1499873;87;D:\g\temp\100C_1ml-min_3C-min_3.D;87;0.412;25;12;
True;Cpd 13: 23.645;23.645;49604;2458673;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.289;59;13;
True;Cpd 14: 24.410;24.41;483198;9719177;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.416;25;14;
True;Cpd 15: 25.640;25.64;40893;2725649;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.317;66;15;
True;Cpd 16: 26.656;26.656;154352;3214038;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.42;27;16;
True;Cpd 17: 27.859;27.859;46221;2469864;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.342;53;17;
True;Cpd 18: 28.853;28.853;331041;7483770;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.429;32;18;
True;Cpd 19: 29.522;29.522;42193;2603385;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.26;59;19;
True;Cpd 20: 29.845;29.845;89641;6251393;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.4;72;20;
True;Cpd 21: 30.739;30.739;48989;2450534;67;D:\g\temp\100C_1ml-min_3C-min_3.D;67;0.354;53;21;
True;Cpd 22: 30.956;30.956;319170;7618230;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.416;35;22;
True;Cpd 23: 31.478;31.478;48301;2510666;67;D:\g\temp\100C_1ml-min_3C-min_3.D;67;0.305;45;23;
True;Cpd 24: 32.612;32.612;38890;2287437;79;D:\g\temp\100C_1ml-min_3C-min_3.D;79;0.293;62;24;
True;Cpd 25: 32.993;32.993;339645;8680315;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.458;35;25;
True;Cpd 26: 33.378;33.378;50527;2390863;79;D:\g\temp\100C_1ml-min_3C-min_3.D;79;0.387;55;26;
True;Cpd 27: 33.918;33.918;49704;3317787;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.458;71;27;
True;Cpd 28: 34.936;34.936;161242;3940984;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.008;30;28;
True;Cpd 29: 35.474;35.474;49080;2534317;67;D:\g\temp\100C_1ml-min_3C-min_3.D;67;0.379;43;29;
True;Cpd 30: 36.535;36.535;39045;2204937;79;D:\g\temp\100C_1ml-min_3C-min_3.D;79;0.334;53;30;
True;Cpd 31: 36.848;36.848;337181;9529086;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.462;35;31;
True;Cpd 32: 37.277;37.277;74647;2799523;79;D:\g\temp\100C_1ml-min_3C-min_3.D;79;0.416;28;32;
True;Cpd 33: 37.309;37.309;39862;1153607;91;D:\g\temp\100C_1ml-min_3C-min_3.D;91;0.367;33;33;
True;Cpd 34: 37.715;37.715;51442;2165106;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.016;51;34;
True;Cpd 35: 37.725;37.725;51442;3227537;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.437;62;35;
True;Cpd 36: 37.736;37.736;12550;482418;56;D:\g\temp\100C_1ml-min_3C-min_3.D;56;0.016;28;36;
True;Cpd 37: 38.653;38.653;148321;4416428;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.425;35;37;
True;Cpd 38: 39.121;39.121;17951;635466;105;D:\g\temp\100C_1ml-min_3C-min_3.D;105;0.437;12;38;
True;Cpd 39: 39.135;39.135;33374;1334673;91;D:\g\temp\100C_1ml-min_3C-min_3.D;91;0.437;37;39;
True;Cpd 40: 39.181;39.181;60887;1836065;67;D:\g\temp\100C_1ml-min_3C-min_3.D;67;0.363;21;40;
True;Cpd 41: 39.192;39.192;60887;3622856;67;D:\g\temp\100C_1ml-min_3C-min_3.D;67;0.445;48;41;
True;Cpd 42: 40.441;40.441;287259;9477098;74;D:\g\temp\100C_1ml-min_3C-min_3.D;74;0.474;36;42;
True;Cpd 43: 41.267;41.267;50315;3909657;55;D:\g\temp\100C_1ml-min_3C-min_3.D;55;0.458;76;43;
True;Cpd 44: 43.500;43.5;30296;1797112;79;D:\g\temp\100C_1ml-min_3C-min_3.D;79;0.458;56;44;

