#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 4.882;4.882;23995;292313;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.391;12;1;
True;Cpd 2: 4.881;4.881;23995;533498;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.391;19;2;
True;Cpd 3: 5.605;5.605;85720;2207101;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.391;31;3;
True;Cpd 4: 6.165;6.165;47900;1230763;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.32;27;4;
True;Cpd 5: 6.887;6.887;99637;2780850;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.351;25;5;
True;Cpd 6: 7.820;7.82;49774;1500170;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.311;25;6;
True;Cpd 7: 9.002;9.002;105918;2830295;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.338;26;7;
True;Cpd 8: 10.025;10.025;20449;1181806;55;D:\g\temp\150C_1ml-min_2C-min_1.D;55;0.298;45;8;
True;Cpd 9: 10.429;10.429;50673;1367784;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.289;29;9;
True;Cpd 10: 11.638;11.638;23903;1316895;55;D:\g\temp\150C_1ml-min_2C-min_1.D;55;0.32;49;10;
True;Cpd 11: 12.129;12.129;163771;4818151;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.36;30;11;
True;Cpd 12: 13.244;13.244;19417;1400817;55;D:\g\temp\150C_1ml-min_2C-min_1.D;55;0.355;58;12;
True;Cpd 13: 14.038;14.038;13987;680499;55;D:\g\temp\150C_1ml-min_2C-min_1.D;55;0.044;24;13;
True;Cpd 14: 15.294;15.294;20808;1304130;55;D:\g\temp\150C_1ml-min_2C-min_1.D;55;0.311;51;14;
True;Cpd 15: 16.191;16.191;115800;3276756;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.324;35;15;
True;Cpd 16: 16.945;16.945;18325;1343770;55;D:\g\temp\150C_1ml-min_2C-min_1.D;55;0.293;54;16;
True;Cpd 17: 17.320;17.32;27220;2613786;41;D:\g\temp\150C_1ml-min_2C-min_1.D;41;0.391;64;17;
True;Cpd 18: 18.293;18.293;22347;1010634;67;D:\g\temp\150C_1ml-min_2C-min_1.D;67;0.324;41;18;
True;Cpd 19: 19.176;19.176;21872;1321851;67;D:\g\temp\150C_1ml-min_2C-min_1.D;67;0.315;51;19;
True;Cpd 20: 20.533;20.533;19452;1034269;79;D:\g\temp\150C_1ml-min_2C-min_1.D;79;0.293;41;20;
True;Cpd 21: 20.896;20.896;88047;2785179;87;D:\g\temp\150C_1ml-min_2C-min_1.D;87;0.444;36;21;
True;Cpd 22: 21.445;21.445;22784;1045209;79;D:\g\temp\150C_1ml-min_2C-min_1.D;79;0.355;43;22;
True;Cpd 23: 22.088;22.088;14842;1154967;69;D:\g\temp\150C_1ml-min_2C-min_1.D;69;0.32;45;23;
True;Cpd 24: 23.368;23.368;54611;1540450;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.431;26;24;
True;Cpd 25: 24.083;24.083;19823;1240836;67;D:\g\temp\150C_1ml-min_2C-min_1.D;67;0.293;46;25;
True;Cpd 26: 25.469;25.469;17820;1052104;79;D:\g\temp\150C_1ml-min_2C-min_1.D;79;0.324;43;26;
True;Cpd 27: 25.905;25.905;101457;3746837;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.395;35;27;
True;Cpd 28: 26.443;26.443;30714;1208072;79;D:\g\temp\150C_1ml-min_2C-min_1.D;79;0.324;28;28;
True;Cpd 29: 26.462;26.462;19977;989895;67;D:\g\temp\150C_1ml-min_2C-min_1.D;67;0.333;27;29;
True;Cpd 30: 26.496;26.496;18064;474687;91;D:\g\temp\150C_1ml-min_2C-min_1.D;91;0.404;22;30;
True;Cpd 31: 27.083;27.083;19810;1050723;55;D:\g\temp\150C_1ml-min_2C-min_1.D;55;0.386;45;31;
True;Cpd 32: 28.382;28.382;49112;1807582;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.431;36;32;
True;Cpd 33: 28.949;28.949;17761;1047997;79;D:\g\temp\150C_1ml-min_2C-min_1.D;79;0.502;35;33;
True;Cpd 34: 29.089;29.089;20656;1452399;67;D:\g\temp\150C_1ml-min_2C-min_1.D;67;0.573;39;34;
True;Cpd 35: 30.913;30.913;89995;3781821;74;D:\g\temp\150C_1ml-min_2C-min_1.D;74;0.471;39;35;
True;Cpd 36: 32.063;32.063;19788;1412272;55;D:\g\temp\150C_1ml-min_2C-min_1.D;55;0.484;52;36;
True;Cpd 37: 35.078;35.078;14970;559129;79;D:\g\temp\150C_1ml-min_2C-min_1.D;79;0.022;28;37;

