#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.280;5.28;29612;691201;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.315;20;1;
True;Cpd 2: 6.447;6.447;103196;2936699;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.395;27;2;
True;Cpd 3: 7.392;7.392;54767;976774;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.546;16;3;
True;Cpd 4: 8.653;8.653;110763;2529869;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.529;15;4;
True;Cpd 5: 10.337;10.337;54312;1809912;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.395;19;5;
True;Cpd 6: 12.520;12.52;76938;2354759;87;D:\g\temp\140C_1ml-min_1C-min_1.D;87;0.498;19;6;
True;Cpd 7: 14.326;14.326;20424;1443753;55;D:\g\temp\140C_1ml-min_1C-min_1.D;55;0.44;42;7;
True;Cpd 8: 15.209;15.209;9139;343935;75;D:\g\temp\140C_1ml-min_1C-min_1.D;75;0.382;14;8;
True;Cpd 9: 15.231;15.231;51210;1669226;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.409;22;9;
True;Cpd 10: 17.412;17.412;21744;1559123;55;D:\g\temp\140C_1ml-min_1C-min_1.D;55;0.413;40;10;
True;Cpd 11: 18.513;18.513;43496;2590502;43;D:\g\temp\140C_1ml-min_1C-min_1.D;43;0.626;30;11;
True;Cpd 12: 18.527;18.527;117413;2381352;87;D:\g\temp\140C_1ml-min_1C-min_1.D;87;0.626;18;12;
True;Cpd 13: 18.530;18.53;155077;4077700;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.617;14;13;
True;Cpd 14: 20.525;20.525;11630;925156;69;D:\g\temp\140C_1ml-min_1C-min_1.D;69;0.351;28;14;
True;Cpd 15: 20.526;20.526;16447;1116783;55;D:\g\temp\140C_1ml-min_1C-min_1.D;55;0.413;30;15;
True;Cpd 16: 22.307;22.307;46109;1109764;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.484;21;16;
True;Cpd 17: 24.555;24.555;11202;860508;41;D:\g\temp\140C_1ml-min_1C-min_1.D;41;0.4;33;17;
True;Cpd 18: 24.568;24.568;17938;1015463;55;D:\g\temp\140C_1ml-min_1C-min_1.D;55;0.311;28;18;
True;Cpd 19: 26.598;26.598;92984;2863736;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.515;25;19;
True;Cpd 20: 26.607;26.607;71712;2013134;87;D:\g\temp\140C_1ml-min_1C-min_1.D;87;0.564;18;20;
True;Cpd 21: 27.963;27.963;15699;1677340;55;D:\g\temp\140C_1ml-min_1C-min_1.D;55;0.409;49;21;
True;Cpd 22: 28.623;28.623;31983;2881625;55;D:\g\temp\140C_1ml-min_1C-min_1.D;55;0.555;41;22;
True;Cpd 23: 28.640;28.64;21906;738256;41;D:\g\temp\140C_1ml-min_1C-min_1.D;41;0.515;29;23;
True;Cpd 24: 30.620;30.62;17902;1375404;67;D:\g\temp\140C_1ml-min_1C-min_1.D;67;0.431;35;24;
True;Cpd 25: 32.152;32.152;16803;1281486;67;D:\g\temp\140C_1ml-min_1C-min_1.D;67;0.515;29;25;
True;Cpd 26: 32.169;32.169;15065;808652;81;D:\g\temp\140C_1ml-min_1C-min_1.D;81;0.426;27;26;
True;Cpd 27: 34.707;34.707;15486;802970;79;D:\g\temp\140C_1ml-min_1C-min_1.D;79;0.458;25;27;
True;Cpd 28: 34.731;34.731;15486;964979;79;D:\g\temp\140C_1ml-min_1C-min_1.D;79;0.458;31;28;
True;Cpd 29: 36.074;36.074;59885;2528195;87;D:\g\temp\140C_1ml-min_1C-min_1.D;87;0.804;25;29;
True;Cpd 30: 36.083;36.083;78068;3330432;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.564;31;30;
True;Cpd 31: 36.571;36.571;18088;1067892;79;D:\g\temp\140C_1ml-min_1C-min_1.D;79;0.422;27;31;
True;Cpd 32: 38.161;38.161;5832;263286;87;D:\g\temp\140C_1ml-min_1C-min_1.D;87;0.271;11;32;
True;Cpd 33: 38.200;38.2;14508;1265034;55;D:\g\temp\140C_1ml-min_1C-min_1.D;55;0.444;31;33;
True;Cpd 34: 41.045;41.045;34786;1319443;74;D:\g\temp\140C_1ml-min_1C-min_1.D;74;0.644;20;34;
