#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.266;6.266;20652;708344;86;D:\g\temp\70C_1ml-min_2C-min_1.D;86;1.595;5;1;
True;Cpd 2: 9.008;9.008;149164;2928507;91;D:\g\temp\70C_1ml-min_2C-min_1.D;91;0.594;15;2;
True;Cpd 3: 14.597;14.597;30673;506900;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.276;12;3;
True;Cpd 4: 22.366;22.366;123641;2664043;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.449;23;4;
True;Cpd 5: 26.556;26.556;68793;1347562;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.235;17;5;
True;Cpd 6: 30.742;30.742;153360;2974760;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.536;15;6;
True;Cpd 7: 30.758;30.758;22117;999662;171;D:\g\temp\70C_1ml-min_2C-min_1.D;171;0.256;24;7;
True;Cpd 8: 34.825;34.825;79122;1520169;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.42;18;8;
True;Cpd 9: 34.839;34.839;79122;1589151;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.181;17;9;
True;Cpd 10: 38.780;38.78;164490;4034809;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.453;26;10;
True;Cpd 11: 41.158;41.158;30263;1649266;55;D:\g\temp\70C_1ml-min_2C-min_1.D;55;0.404;49;11;
True;Cpd 12: 42.564;42.564;77467;1895334;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.383;28;12;
True;Cpd 13: 44.898;44.898;31853;1626498;55;D:\g\temp\70C_1ml-min_2C-min_1.D;55;0.301;57;13;
True;Cpd 14: 46.232;46.232;228211;5923384;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.54;26;14;
True;Cpd 15: 47.990;47.99;15530;713247;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.346;29;15;
True;Cpd 16: 47.997;47.997;23772;1607442;55;D:\g\temp\70C_1ml-min_2C-min_1.D;55;0.355;54;16;
True;Cpd 17: 49.687;49.687;70542;1977170;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.334;33;17;
True;Cpd 18: 51.422;51.422;17517;1207791;69;D:\g\temp\70C_1ml-min_2C-min_1.D;69;0.322;43;18;
True;Cpd 19: 51.424;51.424;26548;813148;55;D:\g\temp\70C_1ml-min_2C-min_1.D;55;0.28;34;19;
True;Cpd 20: 53.060;53.06;144001;3946743;74;D:\g\temp\70C_1ml-min_2C-min_1.D;74;0.478;24;20;
True;Cpd 21: 53.995;53.995;23438;1640134;55;D:\g\temp\70C_1ml-min_2C-min_1.D;55;0.33;49;21;
True;Cpd 22: 54.451;54.451;47741;3387235;55;D:\g\temp\70C_1ml-min_2C-min_1.D;55;0.466;66;22;
True;Cpd 23: 55.817;55.817;26912;1342679;67;D:\g\temp\70C_1ml-min_2C-min_1.D;67;0.33;42;23;
True;Cpd 24: 56.846;56.846;24212;1477656;67;D:\g\temp\70C_1ml-min_2C-min_1.D;67;0.404;48;24;
