#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.010;5.01;336869;5087840;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.284;16;1;
True;Cpd 2: 5.291;5.291;185108;2919274;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.293;23;2;
True;Cpd 3: 5.631;5.631;400163;6681494;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.309;23;3;
True;Cpd 4: 6.030;6.03;218031;3511037;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.379;23;4;
True;Cpd 5: 6.489;6.489;488533;7804642;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.367;27;5;
True;Cpd 6: 6.888;6.888;82252;3044910;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.268;53;6;
True;Cpd 7: 6.996;6.996;275709;4141785;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.346;28;7;
True;Cpd 8: 7.432;7.432;101492;3691484;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.26;67;8;
True;Cpd 9: 7.548;7.548;923043;13476896;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.289;34;9;
True;Cpd 10: 7.929;7.929;85180;3851432;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.214;77;10;
True;Cpd 11: 8.123;8.123;330265;4244499;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.276;30;11;
True;Cpd 12: 8.521;8.521;106586;4353922;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.206;84;12;
True;Cpd 13: 8.720;8.72;743511;9616309;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.231;37;13;
True;Cpd 14: 8.949;8.949;103700;4311293;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.136;85;14;
True;Cpd 15: 9.072;9.072;215168;9558976;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.218;95;15;
True;Cpd 16: 9.316;9.316;220672;5779624;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.231;57;16;
True;Cpd 17: 9.323;9.323;766898;10776578;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.231;45;17;
True;Cpd 18: 9.595;9.595;127698;3899658;67;D:\g\temp\150C_1ml-min_9C-min_4.D;67;0.218;72;18;
True;Cpd 19: 9.927;9.927;823054;10777084;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.21;36;19;
True;Cpd 20: 9.973;9.973;110469;3299112;79;D:\g\temp\150C_1ml-min_9C-min_4.D;79;0.243;53;20;
True;Cpd 21: 10.203;10.203;141081;3342703;79;D:\g\temp\150C_1ml-min_9C-min_4.D;79;0.218;57;21;
True;Cpd 22: 10.274;10.274;132532;4882733;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.214;84;22;
True;Cpd 23: 10.523;10.523;398758;5064118;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.185;39;23;
True;Cpd 24: 10.795;10.795;133946;4104723;67;D:\g\temp\150C_1ml-min_9C-min_4.D;67;0.227;73;24;
True;Cpd 25: 11.117;11.117;802048;11003466;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.214;40;25;
True;Cpd 26: 11.170;11.17;112065;3534214;79;D:\g\temp\150C_1ml-min_9C-min_4.D;79;0.206;56;26;
True;Cpd 27: 11.393;11.393;140712;2933580;79;D:\g\temp\150C_1ml-min_9C-min_4.D;79;0.206;46;27;
True;Cpd 28: 11.456;11.456;170874;9283618;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.272;131;28;
True;Cpd 29: 11.704;11.704;340829;5030833;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.206;41;29;
True;Cpd 30: 11.988;11.988;120920;3960139;67;D:\g\temp\150C_1ml-min_9C-min_4.D;67;0.177;69;30;
True;Cpd 31: 12.104;12.104;95750;3028323;79;D:\g\temp\150C_1ml-min_9C-min_4.D;79;0.227;70;31;
True;Cpd 32: 12.322;12.322;600928;10323816;74;D:\g\temp\150C_1ml-min_9C-min_4.D;74;0.235;41;32;
True;Cpd 33: 12.688;12.688;101371;4873267;55;D:\g\temp\150C_1ml-min_9C-min_4.D;55;0.251;99;33;
True;Cpd 34: 13.196;13.196;49036;238590;149;D:\g\temp\150C_1ml-min_9C-min_4.D;149;0.33;8;34;
True;Cpd 35: 13.802;13.802;57376;2275417;79;D:\g\temp\150C_1ml-min_9C-min_4.D;79;0.289;71;35;

