#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.001;6.001;268116;4661729;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.449;15;1;
True;Cpd 2: 7.745;7.745;283576;4545523;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.528;14;2;
True;Cpd 3: 9.005;9.005;139204;2566676;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.466;21;3;
True;Cpd 4: 10.518;10.518;288299;4944659;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.47;19;4;
True;Cpd 5: 12.259;12.259;141768;2574404;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.433;24;5;
True;Cpd 6: 14.158;14.158;299327;5479790;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.425;23;6;
True;Cpd 7: 15.528;15.528;46201;1960895;55;D:\g\temp\120C_1ml-min_3C-min_2.D;55;0.387;46;7;
True;Cpd 8: 16.173;16.173;146911;2457209;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.375;28;8;
True;Cpd 9: 17.603;17.603;50198;1776534;55;D:\g\temp\120C_1ml-min_3C-min_2.D;55;0.371;38;9;
True;Cpd 10: 18.256;18.256;466653;9659392;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.392;34;10;
True;Cpd 11: 19.412;19.412;41017;2610338;55;D:\g\temp\120C_1ml-min_3C-min_2.D;55;0.371;69;11;
True;Cpd 12: 20.332;20.332;150763;2936417;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.379;31;12;
True;Cpd 13: 21.503;21.503;46834;2483057;55;D:\g\temp\120C_1ml-min_3C-min_2.D;55;0.383;55;13;
True;Cpd 14: 22.410;22.41;323550;7040606;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.379;32;14;
True;Cpd 15: 23.067;23.067;43135;2475916;55;D:\g\temp\120C_1ml-min_3C-min_2.D;55;0.305;64;15;
True;Cpd 16: 23.388;23.388;66863;3817576;69;D:\g\temp\120C_1ml-min_3C-min_2.D;69;0.4;60;16;
True;Cpd 17: 23.392;23.392;87763;4885739;55;D:\g\temp\120C_1ml-min_3C-min_2.D;55;0.383;64;17;
True;Cpd 18: 24.248;24.248;51765;2072916;67;D:\g\temp\120C_1ml-min_3C-min_2.D;67;0.334;56;18;
True;Cpd 19: 24.437;24.437;50454;1065493;57;D:\g\temp\120C_1ml-min_3C-min_2.D;57;0.322;26;19;
True;Cpd 20: 24.441;24.441;315173;6822647;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.375;31;20;
True;Cpd 21: 24.978;24.978;49855;2145303;67;D:\g\temp\120C_1ml-min_3C-min_2.D;67;0.35;52;21;
True;Cpd 22: 26.098;26.098;42923;2120983;79;D:\g\temp\120C_1ml-min_3C-min_2.D;79;0.297;49;22;
True;Cpd 23: 26.431;26.431;330802;7672322;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.379;33;23;
True;Cpd 24: 26.836;26.836;52385;2252141;79;D:\g\temp\120C_1ml-min_3C-min_2.D;79;0.346;50;24;
True;Cpd 25: 27.351;27.351;51092;3120841;55;D:\g\temp\120C_1ml-min_3C-min_2.D;55;0.371;69;25;
True;Cpd 26: 28.347;28.347;158302;3461399;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.396;29;26;
True;Cpd 27: 28.886;28.886;51828;2159749;67;D:\g\temp\120C_1ml-min_3C-min_2.D;67;0.35;41;27;
True;Cpd 28: 28.889;28.889;51828;2032675;67;D:\g\temp\120C_1ml-min_3C-min_2.D;67;0.35;48;28;
True;Cpd 29: 29.943;29.943;41840;2149972;79;D:\g\temp\120C_1ml-min_3C-min_2.D;79;0.276;45;29;
True;Cpd 30: 30.235;30.235;321370;8835355;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.392;37;30;
True;Cpd 31: 30.677;30.677;76908;2509989;79;D:\g\temp\120C_1ml-min_3C-min_2.D;79;0.458;27;31;
True;Cpd 32: 30.698;30.698;76908;2554690;79;D:\g\temp\120C_1ml-min_3C-min_2.D;79;0.462;27;32;
True;Cpd 33: 30.707;30.707;40090;1421339;91;D:\g\temp\120C_1ml-min_3C-min_2.D;91;0.363;34;33;
True;Cpd 34: 31.107;31.107;53516;3241259;55;D:\g\temp\120C_1ml-min_3C-min_2.D;55;0.396;76;34;
True;Cpd 35: 32.031;32.031;145255;3763178;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.396;36;35;
True;Cpd 36: 32.528;32.528;50977;1477705;79;D:\g\temp\120C_1ml-min_3C-min_2.D;79;0.276;20;36;
True;Cpd 37: 32.541;32.541;50977;1046551;79;D:\g\temp\120C_1ml-min_3C-min_2.D;79;0.4;24;37;
True;Cpd 38: 32.562;32.562;67457;2881906;67;D:\g\temp\120C_1ml-min_3C-min_2.D;67;0.437;38;38;
True;Cpd 39: 33.808;33.808;284421;8974159;74;D:\g\temp\120C_1ml-min_3C-min_2.D;74;0.4;40;39;
True;Cpd 40: 34.638;34.638;51875;3529269;55;D:\g\temp\120C_1ml-min_3C-min_2.D;55;0.495;81;40;
True;Cpd 41: 34.645;34.645;34362;1534131;97;D:\g\temp\120C_1ml-min_3C-min_2.D;97;0.412;51;41;
True;Cpd 42: 36.861;36.861;35574;1925583;79;D:\g\temp\120C_1ml-min_3C-min_2.D;79;0.425;62;42;

