#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.424;5.424;298845;4036546;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.408;15;1;
True;Cpd 2: 6.412;6.412;378451;5011169;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.359;20;2;
True;Cpd 3: 7.052;7.052;210173;2526609;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.35;20;3;
True;Cpd 4: 7.768;7.768;477128;5562185;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.309;23;4;
True;Cpd 5: 8.543;8.543;262875;2851780;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.26;26;5;
True;Cpd 6: 9.353;9.353;580184;5955333;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.235;27;6;
True;Cpd 7: 9.954;9.954;96145;2866419;55;D:\g\temp\120C_1ml-min_8C-min_2.D;55;0.202;70;7;
True;Cpd 8: 10.173;10.173;298267;3013551;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.227;31;8;
True;Cpd 9: 10.784;10.784;108213;2942529;55;D:\g\temp\120C_1ml-min_8C-min_2.D;55;0.185;75;9;
True;Cpd 10: 10.996;10.996;954765;9695075;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.202;34;10;
True;Cpd 11: 11.496;11.496;85355;3049592;55;D:\g\temp\120C_1ml-min_8C-min_2.D;55;0.206;83;11;
True;Cpd 12: 11.804;11.804;315039;3228038;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.202;35;12;
True;Cpd 13: 12.300;12.3;96872;3265355;55;D:\g\temp\120C_1ml-min_8C-min_2.D;55;0.206;87;13;
True;Cpd 14: 12.599;12.599;660403;7242550;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.19;37;14;
True;Cpd 15: 12.876;12.876;90325;3337547;55;D:\g\temp\120C_1ml-min_8C-min_2.D;55;0.148;93;15;
True;Cpd 16: 13.020;13.02;184557;7125555;55;D:\g\temp\120C_1ml-min_8C-min_2.D;55;0.206;95;16;
True;Cpd 17: 13.330;13.33;111886;2917601;67;D:\g\temp\120C_1ml-min_8C-min_2.D;67;0.218;51;17;
True;Cpd 18: 13.368;13.368;637843;7673088;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.206;36;18;
True;Cpd 19: 13.657;13.657;106713;2990397;67;D:\g\temp\120C_1ml-min_8C-min_2.D;67;0.177;72;19;
True;Cpd 20: 14.114;14.114;690448;10605248;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.198;61;20;
True;Cpd 21: 14.389;14.389;116101;2502384;79;D:\g\temp\120C_1ml-min_8C-min_2.D;79;0.136;59;21;
True;Cpd 22: 14.511;14.511;102996;3728391;55;D:\g\temp\120C_1ml-min_8C-min_2.D;55;0.214;97;22;
True;Cpd 23: 14.832;14.832;319978;3996394;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.206;39;23;
True;Cpd 24: 15.120;15.12;109586;3210517;67;D:\g\temp\120C_1ml-min_8C-min_2.D;67;0.194;69;24;
True;Cpd 25: 15.537;15.537;656339;9262982;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.214;41;25;
True;Cpd 26: 15.812;15.812;118448;2604246;79;D:\g\temp\120C_1ml-min_8C-min_2.D;79;0.227;49;26;
True;Cpd 27: 15.870;15.87;100065;2918775;79;D:\g\temp\120C_1ml-min_8C-min_2.D;79;0.26;50;27;
True;Cpd 28: 15.910;15.91;118322;4353459;55;D:\g\temp\120C_1ml-min_8C-min_2.D;55;0.223;71;28;
True;Cpd 29: 16.203;16.203;297999;4154461;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.206;41;29;
True;Cpd 30: 16.489;16.489;107393;3468014;81;D:\g\temp\120C_1ml-min_8C-min_2.D;81;0.223;69;30;
True;Cpd 31: 16.581;16.581;90360;2605166;79;D:\g\temp\120C_1ml-min_8C-min_2.D;79;0.223;67;31;
True;Cpd 32: 16.882;16.882;545464;8820604;74;D:\g\temp\120C_1ml-min_8C-min_2.D;74;0.218;42;32;
True;Cpd 33: 17.262;17.262;95133;4223317;55;D:\g\temp\120C_1ml-min_8C-min_2.D;55;0.247;101;33;
True;Cpd 34: 17.708;17.708;38620;177316;149;D:\g\temp\120C_1ml-min_8C-min_2.D;149;0.243;7;34;
True;Cpd 35: 18.410;18.41;56338;2037257;79;D:\g\temp\120C_1ml-min_8C-min_2.D;79;0.28;69;35;

