#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.147;5.147;7197;102926;86;D:\g\temp\140C_1ml-min_6C-min_1.D;86;0.964;8;1;
True;Cpd 2: 5.613;5.613;103760;2395765;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.386;29;2;
True;Cpd 3: 6.094;6.094;62126;1362170;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.364;28;3;
True;Cpd 4: 6.680;6.68;143591;3178404;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.342;29;4;
True;Cpd 5: 7.368;7.368;82072;1606317;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.324;28;5;
True;Cpd 6: 8.146;8.146;184823;3724497;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.329;36;6;
True;Cpd 7: 8.780;8.78;37585;1607983;55;D:\g\temp\140C_1ml-min_6C-min_1.D;55;0.218;66;7;
True;Cpd 8: 8.994;8.994;98349;1800303;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.267;37;8;
True;Cpd 9: 9.671;9.671;45755;1636879;55;D:\g\temp\140C_1ml-min_6C-min_1.D;55;0.213;63;9;
True;Cpd 10: 9.905;9.905;334673;6117258;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.267;42;10;
True;Cpd 11: 10.485;10.485;39047;1709252;55;D:\g\temp\140C_1ml-min_6C-min_1.D;55;0.235;71;11;
True;Cpd 12: 10.839;10.839;117720;1950069;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.249;39;12;
True;Cpd 13: 11.434;11.434;47018;1913028;55;D:\g\temp\140C_1ml-min_6C-min_1.D;55;0.2;80;13;
True;Cpd 14: 11.797;11.797;250072;4395744;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.235;42;14;
True;Cpd 15: 12.136;12.136;43366;2018415;55;D:\g\temp\140C_1ml-min_6C-min_1.D;55;0.178;95;15;
True;Cpd 16: 12.314;12.314;92202;4174616;55;D:\g\temp\140C_1ml-min_6C-min_1.D;55;0.235;95;16;
True;Cpd 17: 12.701;12.701;52660;1862316;67;D:\g\temp\140C_1ml-min_6C-min_1.D;67;0.2;77;17;
True;Cpd 18: 13.104;13.104;51312;1713389;67;D:\g\temp\140C_1ml-min_6C-min_1.D;67;0.187;73;18;
True;Cpd 19: 13.674;13.674;49572;1383786;79;D:\g\temp\140C_1ml-min_6C-min_1.D;79;0.213;45;19;
True;Cpd 20: 13.699;13.699;262305;5033268;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.222;44;20;
True;Cpd 21: 14.028;14.028;57574;1536351;79;D:\g\temp\140C_1ml-min_6C-min_1.D;79;0.178;62;21;
True;Cpd 22: 14.198;14.198;51313;2094326;55;D:\g\temp\140C_1ml-min_6C-min_1.D;55;0.231;96;22;
True;Cpd 23: 14.624;14.624;127120;2326078;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.231;49;23;
True;Cpd 24: 14.978;14.978;50669;1864926;67;D:\g\temp\140C_1ml-min_6C-min_1.D;67;0.204;80;24;
True;Cpd 25: 15.532;15.532;49131;1653909;79;D:\g\temp\140C_1ml-min_6C-min_1.D;79;0.164;62;25;
True;Cpd 26: 15.545;15.545;244008;5230418;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.24;43;26;
True;Cpd 27: 15.869;15.869;55965;1625077;79;D:\g\temp\140C_1ml-min_6C-min_1.D;79;0.182;49;27;
True;Cpd 28: 15.937;15.937;46132;1575570;79;D:\g\temp\140C_1ml-min_6C-min_1.D;79;0.267;58;28;
True;Cpd 29: 16.022;16.022;52392;2129761;55;D:\g\temp\140C_1ml-min_6C-min_1.D;55;0.071;85;29;
True;Cpd 30: 16.422;16.422;117651;2379974;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.235;52;30;
True;Cpd 31: 16.768;16.768;50262;1902108;67;D:\g\temp\140C_1ml-min_6C-min_1.D;67;0.227;73;31;
True;Cpd 32: 16.850;16.85;45086;1205464;79;D:\g\temp\140C_1ml-min_6C-min_1.D;79;0.182;54;32;
True;Cpd 33: 17.303;17.303;218154;4932983;74;D:\g\temp\140C_1ml-min_6C-min_1.D;74;0.244;51;33;
True;Cpd 34: 17.753;17.753;50320;2343394;55;D:\g\temp\140C_1ml-min_6C-min_1.D;55;0.089;109;34;
True;Cpd 35: 19.016;19.016;37287;1350313;79;D:\g\temp\140C_1ml-min_6C-min_1.D;79;0.227;73;35;

