#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.359;6.359;72468;1200055;83;D:\g\temp\60C_1ml-min_1C-min_3.D;83;0.952;5;1;
True;Cpd 2: 7.054;7.054;49915;962116;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;0.379;8;2;
True;Cpd 3: 7.889;7.889;24693;445862;91;D:\g\temp\60C_1ml-min_1C-min_3.D;91;0.458;9;3;
True;Cpd 4: 10.004;10.004;11548;166047;71;D:\g\temp\60C_1ml-min_1C-min_3.D;71;0.577;3;4;
True;Cpd 5: 12.136;12.136;24638;736079;91;D:\g\temp\60C_1ml-min_1C-min_3.D;91;0.771;12;5;
True;Cpd 6: 12.356;12.356;79617;1938094;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;0.804;11;6;
True;Cpd 7: 23.339;23.339;84016;3056666;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;0.969;16;7;
True;Cpd 8: 38.999;38.999;87146;3215326;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;1.072;11;8;
True;Cpd 9: 47.438;47.438;24434;925085;87;D:\g\temp\60C_1ml-min_1C-min_3.D;87;0.676;16;9;
True;Cpd 10: 47.472;47.472;40922;1476003;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;0.697;15;10;
True;Cpd 11: 55.829;55.829;14909;893042;55;D:\g\temp\60C_1ml-min_1C-min_3.D;55;0.907;12;11;
True;Cpd 12: 55.845;55.845;91497;2984921;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;0.721;11;12;
True;Cpd 13: 64.040;64.04;43903;1579901;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;0.709;15;13;
True;Cpd 14: 71.921;71.921;16853;897801;199;D:\g\temp\60C_1ml-min_1C-min_3.D;199;0.973;12;14;
True;Cpd 15: 71.949;71.949;100715;3995122;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;1.068;19;15;
True;Cpd 16: 76.471;76.471;14364;1350423;55;D:\g\temp\60C_1ml-min_1C-min_3.D;55;0.206;28;16;
True;Cpd 17: 79.526;79.526;47127;1467992;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;0.668;12;17;
True;Cpd 18: 83.916;83.916;15790;1333321;55;D:\g\temp\60C_1ml-min_1C-min_3.D;55;0.734;30;18;
True;Cpd 19: 86.819;86.819;168888;7094120;74;D:\g\temp\60C_1ml-min_1C-min_3.D;74;1.026;18;19;
True;Cpd 20: 86.855;86.855;6144;339342;241;D:\g\temp\60C_1ml-min_1C-min_3.D;241;0.618;11;20;
True;Cpd 21: 90.095;90.095;7501;889518;96;D:\g\temp\60C_1ml-min_1C-min_3.D;96;0.453;24;21;
True;Cpd 22: 90.114;90.114;12987;870727;55;D:\g\temp\60C_1ml-min_1C-min_3.D;55;0.68;18;22;
True;Cpd 23: 93.744;93.744;36863;1243617;87;D:\g\temp\60C_1ml-min_1C-min_3.D;87;0.75;14;23;
True;Cpd 24: 96.940;96.94;10399;1107610;69;D:\g\temp\60C_1ml-min_1C-min_3.D;69;0.507;29;24;
True;Cpd 25: 96.958;96.958;14655;968969;55;D:\g\temp\60C_1ml-min_1C-min_3.D;55;0.627;19;25;
True;Cpd 26: 100.454;100.454;26732;1615299;143;D:\g\temp\60C_1ml-min_1C-min_3.D;143;0.973;18;26;
True;Cpd 27: 100.466;100.466;25475;1096887;75;D:\g\temp\60C_1ml-min_1C-min_3.D;75;0.783;19;27;
True;Cpd 28: 102.191;102.191;13508;1457143;55;D:\g\temp\60C_1ml-min_1C-min_3.D;55;0.61;28;28;
True;Cpd 29: 102.971;102.971;20056;2325601;83;D:\g\temp\60C_1ml-min_1C-min_3.D;83;0.952;26;29;
