#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.540;6.54;163515;1829814;91;D:\g\temp\70C_1ml-min_10C-min_1.D;91;0.326;16;1;
True;Cpd 2: 8.095;8.095;52961;442609;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.214;16;2;
True;Cpd 3: 9.908;9.908;248714;2008657;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.194;25;3;
True;Cpd 4: 10.802;10.802;155782;1207973;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.186;26;4;
True;Cpd 5: 11.668;11.668;353467;2851035;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.177;27;5;
True;Cpd 6: 12.494;12.494;185436;1586906;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.177;32;6;
True;Cpd 7: 13.287;13.287;413611;3566978;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.173;33;7;
True;Cpd 8: 13.830;13.83;75406;1679961;55;D:\g\temp\70C_1ml-min_10C-min_1.D;55;0.148;74;8;
True;Cpd 9: 14.040;14.04;205639;1843088;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.169;36;9;
True;Cpd 10: 14.569;14.569;87766;1805405;55;D:\g\temp\70C_1ml-min_10C-min_1.D;55;0.161;75;10;
True;Cpd 11: 14.767;14.767;630910;5972728;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.177;37;11;
True;Cpd 12: 15.185;15.185;69551;1851484;55;D:\g\temp\70C_1ml-min_10C-min_1.D;55;0.177;83;12;
True;Cpd 13: 15.449;15.449;205708;1986924;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.169;36;13;
True;Cpd 14: 15.861;15.861;80156;2011525;55;D:\g\temp\70C_1ml-min_10C-min_1.D;55;0.161;88;14;
True;Cpd 15: 16.116;16.116;420867;4350425;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.173;37;15;
True;Cpd 16: 16.338;16.338;69889;2090742;55;D:\g\temp\70C_1ml-min_10C-min_1.D;55;0.128;96;16;
True;Cpd 17: 16.459;16.459;143664;4263853;55;D:\g\temp\70C_1ml-min_10C-min_1.D;55;0.161;96;17;
True;Cpd 18: 16.707;16.707;83128;1889025;67;D:\g\temp\70C_1ml-min_10C-min_1.D;67;0.14;78;18;
True;Cpd 19: 16.979;16.979;77277;1788419;67;D:\g\temp\70C_1ml-min_10C-min_1.D;67;0.169;71;19;
True;Cpd 20: 17.350;17.35;415864;6128179;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.169;66;20;
True;Cpd 21: 17.576;17.576;82438;1521652;79;D:\g\temp\70C_1ml-min_10C-min_1.D;79;0.12;61;21;
True;Cpd 22: 17.669;17.669;75440;2156262;55;D:\g\temp\70C_1ml-min_10C-min_1.D;55;0.173;100;22;
True;Cpd 23: 17.925;17.925;184485;2155165;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.169;43;23;
True;Cpd 24: 18.165;18.165;74900;1826138;67;D:\g\temp\70C_1ml-min_10C-min_1.D;67;0.169;75;24;
True;Cpd 25: 18.504;18.504;337975;4646300;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.181;39;25;
True;Cpd 26: 18.524;18.524;62293;1603957;79;D:\g\temp\70C_1ml-min_10C-min_1.D;79;0.173;51;26;
True;Cpd 27: 18.746;18.746;74417;1414064;79;D:\g\temp\70C_1ml-min_10C-min_1.D;79;0.198;47;27;
True;Cpd 28: 18.803;18.803;60820;1461590;79;D:\g\temp\70C_1ml-min_10C-min_1.D;79;0.202;49;28;
True;Cpd 29: 18.822;18.822;78051;2283113;55;D:\g\temp\70C_1ml-min_10C-min_1.D;55;0.173;79;29;
True;Cpd 30: 19.073;19.073;139673;2061028;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.173;47;30;
True;Cpd 31: 19.336;19.336;55845;1644314;67;D:\g\temp\70C_1ml-min_10C-min_1.D;67;0.169;72;31;
True;Cpd 32: 19.433;19.433;50244;1277791;79;D:\g\temp\70C_1ml-min_10C-min_1.D;79;0.181;64;32;
True;Cpd 33: 19.673;19.673;247752;4129370;74;D:\g\temp\70C_1ml-min_10C-min_1.D;74;0.227;48;33;
True;Cpd 34: 20.019;20.019;53456;1919969;55;D:\g\temp\70C_1ml-min_10C-min_1.D;55;0.202;103;34;
True;Cpd 35: 21.097;21.097;31514;1008091;79;D:\g\temp\70C_1ml-min_10C-min_1.D;79;0.239;64;35;

