#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.567;6.567;32329;408300;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.326;17;1;
True;Cpd 2: 8.283;8.283;158590;1886806;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.301;25;2;
True;Cpd 3: 9.290;9.29;102631;1135421;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.214;26;3;
True;Cpd 4: 10.344;10.344;244898;2644589;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.202;29;4;
True;Cpd 5: 11.411;11.411;137305;1459317;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.206;30;5;
True;Cpd 6: 12.473;12.473;307662;3293999;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.21;33;6;
True;Cpd 7: 13.207;13.207;57749;1534207;55;D:\g\temp\100C_1ml-min_7C-min_1.D;55;0.185;70;7;
True;Cpd 8: 13.509;13.509;154089;1663500;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.198;33;8;
True;Cpd 9: 14.235;14.235;65591;1555829;55;D:\g\temp\100C_1ml-min_7C-min_1.D;55;0.185;64;9;
True;Cpd 10: 14.523;14.523;474648;5599775;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.21;37;10;
True;Cpd 11: 15.099;15.099;52100;1722308;55;D:\g\temp\100C_1ml-min_7C-min_1.D;55;0.198;77;11;
True;Cpd 12: 15.489;15.489;158625;1856434;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.206;35;12;
True;Cpd 13: 16.057;16.057;60840;1853694;55;D:\g\temp\100C_1ml-min_7C-min_1.D;55;0.19;80;13;
True;Cpd 14: 16.435;16.435;323452;4076987;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.198;37;14;
True;Cpd 15: 16.746;16.746;54893;1900605;55;D:\g\temp\100C_1ml-min_7C-min_1.D;55;0.161;88;15;
True;Cpd 16: 16.910;16.91;110927;3968581;55;D:\g\temp\100C_1ml-min_7C-min_1.D;55;0.21;90;16;
True;Cpd 17: 17.271;17.271;64767;1798485;67;D:\g\temp\100C_1ml-min_7C-min_1.D;67;0.177;75;17;
True;Cpd 18: 17.639;17.639;60309;1731849;67;D:\g\temp\100C_1ml-min_7C-min_1.D;67;0.173;73;18;
True;Cpd 19: 18.157;18.157;54291;1531007;79;D:\g\temp\100C_1ml-min_7C-min_1.D;79;0.206;51;19;
True;Cpd 20: 18.204;18.204;319749;4617216;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.218;39;20;
True;Cpd 21: 18.481;18.481;67690;1467981;79;D:\g\temp\100C_1ml-min_7C-min_1.D;79;0.169;61;21;
True;Cpd 22: 18.649;18.649;60583;2026636;55;D:\g\temp\100C_1ml-min_7C-min_1.D;55;0.181;92;22;
True;Cpd 23: 19.030;19.03;156271;2197252;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.186;39;23;
True;Cpd 24: 19.341;19.341;59971;1818197;67;D:\g\temp\100C_1ml-min_7C-min_1.D;67;0.19;76;24;
True;Cpd 25: 19.830;19.83;57471;1775161;79;D:\g\temp\100C_1ml-min_7C-min_1.D;79;0.19;60;25;
True;Cpd 26: 19.849;19.849;300772;4778610;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.218;35;26;
True;Cpd 27: 20.129;20.129;68057;1497524;79;D:\g\temp\100C_1ml-min_7C-min_1.D;79;0.206;41;27;
True;Cpd 28: 20.192;20.192;52446;1540339;79;D:\g\temp\100C_1ml-min_7C-min_1.D;79;0.256;58;28;
True;Cpd 29: 20.262;20.262;62888;2114550;55;D:\g\temp\100C_1ml-min_7C-min_1.D;55;0.21;85;29;
True;Cpd 30: 20.612;20.612;143578;2335036;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.202;48;30;
True;Cpd 31: 20.917;20.917;59877;1913014;67;D:\g\temp\100C_1ml-min_7C-min_1.D;67;0.206;71;31;
True;Cpd 32: 20.998;20.998;50377;1353288;79;D:\g\temp\100C_1ml-min_7C-min_1.D;79;0.153;59;32;
True;Cpd 33: 21.378;21.378;264068;4847156;74;D:\g\temp\100C_1ml-min_7C-min_1.D;74;0.227;49;33;
True;Cpd 34: 21.775;21.775;60015;2166174;55;D:\g\temp\100C_1ml-min_7C-min_1.D;55;0.206;96;34;
True;Cpd 35: 22.968;22.968;37549;1204926;79;D:\g\temp\100C_1ml-min_7C-min_1.D;79;0.21;66;35;

