#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.846;6.846;41616;464781;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.21;17;1;
True;Cpd 2: 8.484;8.484;218211;2084584;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.21;25;2;
True;Cpd 3: 9.370;9.37;138238;1228507;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.198;23;3;
True;Cpd 4: 10.262;10.262;323671;2855201;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.181;27;4;
True;Cpd 5: 11.138;11.138;170211;1521337;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.169;32;5;
True;Cpd 6: 11.995;11.995;352733;3217734;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.177;31;6;
True;Cpd 7: 12.587;12.587;67462;1579197;55;D:\g\temp\90C_1ml-min_9C-min_1.D;55;0.157;75;7;
True;Cpd 8: 12.820;12.82;169739;1644651;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.161;36;8;
True;Cpd 9: 13.400;13.4;72877;1617193;55;D:\g\temp\90C_1ml-min_9C-min_1.D;55;0.144;77;9;
True;Cpd 10: 13.618;13.618;526751;5269145;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.185;37;10;
True;Cpd 11: 14.078;14.078;58867;1641658;55;D:\g\temp\90C_1ml-min_9C-min_1.D;55;0.169;80;11;
True;Cpd 12: 14.373;14.373;177304;1774899;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.173;36;12;
True;Cpd 13: 14.827;14.827;67223;1812139;55;D:\g\temp\90C_1ml-min_9C-min_1.D;55;0.157;88;13;
True;Cpd 14: 15.112;15.112;362560;3979611;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.19;38;14;
True;Cpd 15: 15.359;15.359;61242;1873041;55;D:\g\temp\90C_1ml-min_9C-min_1.D;55;0.128;93;15;
True;Cpd 16: 15.491;15.491;123386;3883766;55;D:\g\temp\90C_1ml-min_9C-min_1.D;55;0.177;95;16;
True;Cpd 17: 15.767;15.767;72541;1766318;67;D:\g\temp\90C_1ml-min_9C-min_1.D;67;0.157;75;17;
True;Cpd 18: 16.066;16.066;69215;1693985;67;D:\g\temp\90C_1ml-min_9C-min_1.D;67;0.177;73;18;
True;Cpd 19: 16.487;16.487;376283;4759651;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.181;43;19;
True;Cpd 20: 16.727;16.727;75771;1432402;79;D:\g\temp\90C_1ml-min_9C-min_1.D;79;0.128;60;20;
True;Cpd 21: 16.837;16.837;72245;2113649;55;D:\g\temp\90C_1ml-min_9C-min_1.D;55;0.165;100;21;
True;Cpd 22: 17.126;17.126;187356;2268972;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.173;41;22;
True;Cpd 23: 17.385;17.385;71972;1820987;67;D:\g\temp\90C_1ml-min_9C-min_1.D;67;0.177;73;23;
True;Cpd 24: 17.762;17.762;373912;6124163;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.186;57;24;
True;Cpd 25: 18.005;18.005;77734;1484953;79;D:\g\temp\90C_1ml-min_9C-min_1.D;79;0.198;49;25;
True;Cpd 26: 18.064;18.064;59804;1521961;79;D:\g\temp\90C_1ml-min_9C-min_1.D;79;0.218;50;26;
True;Cpd 27: 18.095;18.095;76662;2409372;55;D:\g\temp\90C_1ml-min_9C-min_1.D;55;0.185;82;27;
True;Cpd 28: 18.369;18.369;169201;2433506;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.181;46;28;
True;Cpd 29: 18.638;18.638;66536;1967869;67;D:\g\temp\90C_1ml-min_9C-min_1.D;67;0.198;76;29;
True;Cpd 30: 18.730;18.73;52008;1366605;79;D:\g\temp\90C_1ml-min_9C-min_1.D;79;0.194;65;30;
True;Cpd 31: 19.011;19.011;291867;5143644;74;D:\g\temp\90C_1ml-min_9C-min_1.D;74;0.198;49;31;
True;Cpd 32: 19.371;19.371;62100;2457122;55;D:\g\temp\90C_1ml-min_9C-min_1.D;55;0.19;109;32;
True;Cpd 33: 20.473;20.473;38072;1300625;79;D:\g\temp\90C_1ml-min_9C-min_1.D;79;0.231;73;33;

