#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.627;5.627;54220;915191;51;D:\g\temp\90C_1ml-min_1C-min_2.D;51;1.002;6;1;
True;Cpd 2: 6.218;6.218;20104;237889;71;D:\g\temp\90C_1ml-min_1C-min_2.D;71;0.412;5;2;
True;Cpd 3: 6.928;6.928;144239;2624996;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.594;13;3;
True;Cpd 4: 10.753;10.753;157993;3904749;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.713;16;4;
True;Cpd 5: 18.324;18.324;149933;2280162;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.866;9;5;
True;Cpd 6: 18.341;18.341;81642;2338271;87;D:\g\temp\90C_1ml-min_1C-min_2.D;87;0.8;19;6;
True;Cpd 7: 23.670;23.67;68311;2134765;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.915;20;7;
True;Cpd 8: 29.833;29.833;132450;4302182;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.837;16;8;
True;Cpd 9: 29.833;29.833;83825;2506669;87;D:\g\temp\90C_1ml-min_1C-min_2.D;87;0.837;17;9;
True;Cpd 10: 36.506;36.506;61878;1851499;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.598;12;10;
True;Cpd 11: 43.447;43.447;128484;4079625;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.804;11;11;
True;Cpd 12: 47.653;47.653;17963;1356763;55;D:\g\temp\90C_1ml-min_1C-min_2.D;55;0.746;31;12;
True;Cpd 13: 50.443;50.443;11336;718037;55;D:\g\temp\90C_1ml-min_1C-min_2.D;55;0.635;17;13;
True;Cpd 14: 54.634;54.634;20067;1061802;55;D:\g\temp\90C_1ml-min_1C-min_2.D;55;0.35;21;14;
True;Cpd 15: 54.647;54.647;20067;1436127;55;D:\g\temp\90C_1ml-min_1C-min_2.D;55;0.635;26;15;
True;Cpd 16: 57.351;57.351;41529;1987116;143;D:\g\temp\90C_1ml-min_1C-min_2.D;143;0.915;26;16;
True;Cpd 17: 57.368;57.368;191721;6955783;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.903;14;17;
True;Cpd 18: 60.578;60.578;15364;1483859;55;D:\g\temp\90C_1ml-min_1C-min_2.D;55;0.829;33;18;
True;Cpd 19: 64.082;64.082;60046;2424763;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.73;24;19;
True;Cpd 20: 67.243;67.243;17859;1132499;55;D:\g\temp\90C_1ml-min_1C-min_2.D;55;0.664;24;20;
True;Cpd 21: 67.261;67.261;9676;493048;83;D:\g\temp\90C_1ml-min_1C-min_2.D;83;0.614;16;21;
True;Cpd 22: 70.674;70.674;135984;5762996;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.956;18;22;
True;Cpd 23: 70.688;70.688;135984;3795352;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.833;14;23;
True;Cpd 24: 72.399;72.399;12664;1530078;69;D:\g\temp\90C_1ml-min_1C-min_2.D;69;0.528;32;24;
True;Cpd 25: 73.178;73.178;36577;3427488;55;D:\g\temp\90C_1ml-min_1C-min_2.D;55;0.894;36;25;
True;Cpd 26: 73.196;73.196;23959;2520596;83;D:\g\temp\90C_1ml-min_1C-min_2.D;83;0.886;33;26;
True;Cpd 27: 75.986;75.986;19731;1944192;67;D:\g\temp\90C_1ml-min_1C-min_2.D;67;0.622;35;27;
True;Cpd 28: 76.991;76.991;127897;5783176;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;0.775;25;28;
True;Cpd 29: 77.007;77.007;23560;1622309;312;D:\g\temp\90C_1ml-min_1C-min_2.D;312;0.857;22;29;
True;Cpd 30: 77.766;77.766;17714;1425185;81;D:\g\temp\90C_1ml-min_1C-min_2.D;81;0.837;25;30;
True;Cpd 31: 80.883;80.883;15268;1239240;79;D:\g\temp\90C_1ml-min_1C-min_2.D;79;0.552;31;31;
True;Cpd 32: 83.111;83.111;21799;698039;283;D:\g\temp\90C_1ml-min_1C-min_2.D;283;0.919;13;32;
True;Cpd 33: 83.121;83.121;139166;6163336;74;D:\g\temp\90C_1ml-min_1C-min_2.D;74;1.006;23;33;
True;Cpd 34: 83.134;83.134;29876;2451019;326;D:\g\temp\90C_1ml-min_1C-min_2.D;326;0.857;27;34;
True;Cpd 35: 83.141;83.141;37525;1913535;55;D:\g\temp\90C_1ml-min_1C-min_2.D;55;0.853;22;35;
