#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.048;6.048;25176;313488;71;D:\g\temp\90C_1ml-min_2C-min_2.D;71;0.507;7;1;
True;Cpd 2: 6.639;6.639;165365;2777838;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.548;13;2;
True;Cpd 3: 9.684;9.684;207969;4120814;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.602;16;3;
True;Cpd 4: 14.903;14.903;235630;4314170;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.536;13;4;
True;Cpd 5: 18.176;18.176;18549;944595;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.375;26;5;
True;Cpd 6: 18.196;18.196;113740;2024791;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.462;15;6;
True;Cpd 7: 21.744;21.744;239933;5314703;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.556;20;7;
True;Cpd 8: 25.405;25.405;114911;1361875;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.256;8;8;
True;Cpd 9: 25.414;25.414;74719;1488898;87;D:\g\temp\90C_1ml-min_2C-min_2.D;87;0.276;22;9;
True;Cpd 10: 29.103;29.103;162879;3799977;87;D:\g\temp\90C_1ml-min_2C-min_2.D;87;0.54;24;10;
True;Cpd 11: 31.423;31.423;34725;2221811;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.441;51;11;
True;Cpd 12: 32.733;32.733;113828;2710233;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.515;24;12;
True;Cpd 13: 35.019;35.019;39720;2348726;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.355;55;13;
True;Cpd 14: 36.282;36.282;359781;9615230;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.544;25;14;
True;Cpd 15: 38.043;38.043;30872;1773600;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.433;45;15;
True;Cpd 16: 38.055;38.055;22951;1813051;69;D:\g\temp\90C_1ml-min_2C-min_2.D;69;0.425;51;16;
True;Cpd 17: 39.692;39.692;114790;3057598;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.515;28;17;
True;Cpd 18: 41.426;41.426;34397;1880147;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.359;46;18;
True;Cpd 19: 41.424;41.424;25009;2001561;69;D:\g\temp\90C_1ml-min_2C-min_2.D;69;0.404;53;19;
True;Cpd 20: 43.015;43.015;252279;6767783;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.544;22;20;
True;Cpd 21: 43.965;43.965;31653;2430607;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.367;51;21;
True;Cpd 22: 43.964;43.964;31653;2336408;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.359;45;22;
True;Cpd 23: 44.416;44.416;66761;5487407;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.561;59;23;
True;Cpd 24: 45.785;45.785;40225;2338032;67;D:\g\temp\90C_1ml-min_2C-min_2.D;67;0.404;46;24;
True;Cpd 25: 46.186;46.186;241204;6255226;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.544;23;25;
True;Cpd 26: 46.815;46.815;37675;2556365;67;D:\g\temp\90C_1ml-min_2C-min_2.D;67;0.412;55;26;
True;Cpd 27: 48.475;48.475;25491;1862323;67;D:\g\temp\90C_1ml-min_2C-min_2.D;67;0.338;49;27;
True;Cpd 28: 49.260;49.26;258634;6811868;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.548;23;28;
True;Cpd 29: 49.260;49.26;52032;2158673;326;D:\g\temp\90C_1ml-min_2C-min_2.D;326;0.449;25;29;
True;Cpd 30: 49.620;49.62;39295;2197743;79;D:\g\temp\90C_1ml-min_2C-min_2.D;79;0.42;44;30;
True;Cpd 31: 50.559;50.559;37347;2414671;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.462;51;31;
True;Cpd 32: 52.187;52.187;121222;3606349;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.569;25;32;
True;Cpd 33: 52.835;52.835;29298;1129248;95;D:\g\temp\90C_1ml-min_2C-min_2.D;95;0.499;38;33;
True;Cpd 34: 52.848;52.848;39230;2682653;67;D:\g\temp\90C_1ml-min_2C-min_2.D;67;0.499;49;34;
True;Cpd 35: 54.371;54.371;30884;2496393;79;D:\g\temp\90C_1ml-min_2C-min_2.D;79;0.408;56;35;
True;Cpd 36: 55.067;55.067;252793;8758882;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.606;30;36;
True;Cpd 37: 55.478;55.478;75724;4323824;79;D:\g\temp\90C_1ml-min_2C-min_2.D;79;0.507;44;37;
True;Cpd 38: 56.293;56.293;41445;2916181;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.569;58;38;
True;Cpd 39: 56.303;56.303;18003;584610;96;D:\g\temp\90C_1ml-min_2C-min_2.D;96;0.354;21;39;
True;Cpd 40: 57.772;57.772;112755;3696922;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.033;21;40;
True;Cpd 41: 57.791;57.791;6999;388802;85;D:\g\temp\90C_1ml-min_2C-min_2.D;85;0.033;15;41;
True;Cpd 42: 58.178;58.178;30361;2177242;79;D:\g\temp\90C_1ml-min_2C-min_2.D;79;0.655;47;42;
True;Cpd 43: 58.440;58.44;38561;2759315;81;D:\g\temp\90C_1ml-min_2C-min_2.D;81;0.491;47;43;
True;Cpd 44: 60.459;60.459;21076;751558;129;D:\g\temp\90C_1ml-min_2C-min_2.D;129;0.008;18;44;
True;Cpd 45: 60.473;60.473;225284;8371205;74;D:\g\temp\90C_1ml-min_2C-min_2.D;74;0.552;29;45;
True;Cpd 46: 60.985;60.985;16973;168113;149;D:\g\temp\90C_1ml-min_2C-min_2.D;149;0.462;2;46;
True;Cpd 47: 61.634;61.634;33982;2158213;69;D:\g\temp\90C_1ml-min_2C-min_2.D;69;0.655;43;47;
True;Cpd 48: 61.639;61.639;41006;3127505;55;D:\g\temp\90C_1ml-min_2C-min_2.D;55;0.585;50;48;
