#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.016;6.016;24095;232773;91;D:\g\temp\80C_1ml-min_10C-min_3.D;91;0.181;13;1;
True;Cpd 2: 7.319;7.319;643630;5851365;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.264;16;2;
True;Cpd 3: 8.984;8.984;909628;7076600;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.227;19;3;
True;Cpd 4: 9.840;9.84;492951;3816089;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.198;23;4;
True;Cpd 5: 10.680;10.68;1026650;8136242;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.206;23;5;
True;Cpd 6: 11.493;11.493;536757;4273483;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.198;25;6;
True;Cpd 7: 12.277;12.277;1090741;9083580;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.185;27;7;
True;Cpd 8: 12.817;12.817;171212;4473219;55;D:\g\temp\80C_1ml-min_10C-min_3.D;55;0.194;74;8;
True;Cpd 9: 13.024;13.024;546527;4654456;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.177;29;9;
True;Cpd 10: 13.554;13.554;188355;4636920;55;D:\g\temp\80C_1ml-min_10C-min_3.D;55;0.177;78;10;
True;Cpd 11: 13.747;13.747;1626259;15085906;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.19;35;11;
True;Cpd 12: 14.166;14.166;151202;4809519;55;D:\g\temp\80C_1ml-min_10C-min_3.D;55;0.177;85;12;
True;Cpd 13: 14.427;14.427;556594;5183162;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.177;35;13;
True;Cpd 14: 14.840;14.84;171091;5199591;55;D:\g\temp\80C_1ml-min_10C-min_3.D;55;0.198;90;14;
True;Cpd 15: 15.091;15.091;1149428;11526272;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.181;36;15;
True;Cpd 16: 15.315;15.315;153628;5440777;55;D:\g\temp\80C_1ml-min_10C-min_3.D;55;0.128;95;16;
True;Cpd 17: 15.437;15.437;315556;11452892;55;D:\g\temp\80C_1ml-min_10C-min_3.D;55;0.198;95;17;
True;Cpd 18: 15.685;15.685;198600;4593503;67;D:\g\temp\80C_1ml-min_10C-min_3.D;67;0.202;52;18;
True;Cpd 19: 15.717;15.717;1106110;12214069;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.19;36;19;
True;Cpd 20: 15.958;15.958;186482;4728065;67;D:\g\temp\80C_1ml-min_10C-min_3.D;67;0.177;73;20;
True;Cpd 21: 16.325;16.325;1186511;16563070;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.181;60;21;
True;Cpd 22: 16.555;16.555;190735;3926910;79;D:\g\temp\80C_1ml-min_10C-min_3.D;79;0.115;61;22;
True;Cpd 23: 16.646;16.646;184375;6134781;55;D:\g\temp\80C_1ml-min_10C-min_3.D;55;0.194;97;23;
True;Cpd 24: 16.898;16.898;573701;6347621;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.185;38;24;
True;Cpd 25: 17.141;17.141;189639;5123639;67;D:\g\temp\80C_1ml-min_10C-min_3.D;67;0.19;74;25;
True;Cpd 26: 17.476;17.476;1049118;14065224;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.202;38;26;
True;Cpd 27: 17.500;17.5;150256;4167090;79;D:\g\temp\80C_1ml-min_10C-min_3.D;79;0.218;49;27;
True;Cpd 28: 17.720;17.72;184265;3857685;79;D:\g\temp\80C_1ml-min_10C-min_3.D;79;0.185;52;28;
True;Cpd 29: 17.779;17.779;166070;4749460;79;D:\g\temp\80C_1ml-min_10C-min_3.D;79;0.247;50;29;
True;Cpd 30: 17.794;17.794;200587;6706888;55;D:\g\temp\80C_1ml-min_10C-min_3.D;55;0.206;82;30;
True;Cpd 31: 18.040;18.04;453519;6248601;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.19;39;31;
True;Cpd 32: 18.307;18.307;156747;5167209;67;D:\g\temp\80C_1ml-min_10C-min_3.D;67;0.181;71;32;
True;Cpd 33: 18.410;18.41;126140;3648883;79;D:\g\temp\80C_1ml-min_10C-min_3.D;79;0.21;65;33;
True;Cpd 34: 18.640;18.64;775830;12961033;74;D:\g\temp\80C_1ml-min_10C-min_3.D;74;0.218;42;34;
True;Cpd 35: 18.984;18.984;139893;6372326;55;D:\g\temp\80C_1ml-min_10C-min_3.D;55;0.239;100;35;
True;Cpd 36: 19.474;19.474;57610;267460;149;D:\g\temp\80C_1ml-min_10C-min_3.D;149;0.231;7;36;
True;Cpd 37: 20.065;20.065;78405;3031054;79;D:\g\temp\80C_1ml-min_10C-min_3.D;79;0.293;74;37;

