#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.607;5.607;2085;53402;41;D:\g\temp\130C_1ml-min_3C-min_1.D;41;0.666;8;1;
True;Cpd 2: 6.767;6.767;89173;2188762;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.364;30;2;
True;Cpd 3: 7.706;7.706;50922;1201138;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.315;24;3;
True;Cpd 4: 8.867;8.867;115114;2616010;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.324;28;4;
True;Cpd 5: 10.267;10.267;61246;1459257;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.293;29;5;
True;Cpd 6: 11.859;11.859;139095;2872742;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.409;29;6;
True;Cpd 7: 13.072;13.072;25500;1213714;55;D:\g\temp\130C_1ml-min_3C-min_1.D;55;0.253;48;7;
True;Cpd 8: 13.613;13.613;69012;1111203;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.235;29;8;
True;Cpd 9: 14.918;14.918;31762;1238323;55;D:\g\temp\130C_1ml-min_3C-min_1.D;55;0.267;50;9;
True;Cpd 10: 15.491;15.491;223457;3910241;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.351;34;10;
True;Cpd 11: 16.580;16.58;24232;1066905;55;D:\g\temp\130C_1ml-min_3C-min_1.D;55;0.253;51;11;
True;Cpd 12: 17.411;17.411;72834;1471387;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.267;25;12;
True;Cpd 13: 17.413;17.413;56076;794758;87;D:\g\temp\130C_1ml-min_3C-min_1.D;87;0.267;24;13;
True;Cpd 14: 18.531;18.531;28647;1343545;55;D:\g\temp\130C_1ml-min_3C-min_1.D;55;0.28;56;14;
True;Cpd 15: 19.379;19.379;156039;4020968;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.298;44;15;
True;Cpd 16: 20.015;20.015;26536;1373438;55;D:\g\temp\130C_1ml-min_3C-min_1.D;55;0.244;63;16;
True;Cpd 17: 20.331;20.331;51876;3471357;55;D:\g\temp\130C_1ml-min_3C-min_1.D;55;0.302;88;17;
True;Cpd 18: 21.148;21.148;30772;1339695;67;D:\g\temp\130C_1ml-min_3C-min_1.D;67;0.284;55;18;
True;Cpd 19: 21.867;21.867;28430;1184764;67;D:\g\temp\130C_1ml-min_3C-min_1.D;67;0.284;50;19;
True;Cpd 20: 22.956;22.956;24690;932522;79;D:\g\temp\130C_1ml-min_3C-min_1.D;79;0.235;46;20;
True;Cpd 21: 23.264;23.264;156487;3365255;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.155;32;21;
True;Cpd 22: 23.266;23.266;156487;3560979;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.346;32;22;
True;Cpd 23: 23.680;23.68;30460;1209052;79;D:\g\temp\130C_1ml-min_3C-min_1.D;79;0.262;57;23;
True;Cpd 24: 24.184;24.184;28139;922691;55;D:\g\temp\130C_1ml-min_3C-min_1.D;55;0.275;43;24;
True;Cpd 25: 25.146;25.146;79358;2133726;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.28;41;25;
True;Cpd 26: 25.686;25.686;29120;1377234;67;D:\g\temp\130C_1ml-min_3C-min_1.D;67;0.306;52;26;
True;Cpd 27: 26.726;26.726;25682;1236186;79;D:\g\temp\130C_1ml-min_3C-min_1.D;79;0.249;50;27;
True;Cpd 28: 27.017;27.017;150299;4319660;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.364;42;28;
True;Cpd 29: 27.434;27.434;23988;986576;67;D:\g\temp\130C_1ml-min_3C-min_1.D;67;0.338;31;29;
True;Cpd 30: 27.489;27.489;22521;801784;91;D:\g\temp\130C_1ml-min_3C-min_1.D;91;0.306;34;30;
True;Cpd 31: 27.884;27.884;30541;1906577;55;D:\g\temp\130C_1ml-min_3C-min_1.D;55;0.338;75;31;
True;Cpd 32: 28.784;28.784;22621;731711;75;D:\g\temp\130C_1ml-min_3C-min_1.D;75;0.013;29;32;
True;Cpd 33: 28.792;28.792;74163;2231536;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.342;41;33;
True;Cpd 34: 29.288;29.288;29697;995159;79;D:\g\temp\130C_1ml-min_3C-min_1.D;79;0.355;37;34;
True;Cpd 35: 29.321;29.321;36912;1730538;67;D:\g\temp\130C_1ml-min_3C-min_1.D;67;0.324;40;35;
True;Cpd 36: 30.570;30.57;137473;4480814;74;D:\g\temp\130C_1ml-min_3C-min_1.D;74;0.378;42;36;
True;Cpd 37: 31.394;31.394;31495;2139475;55;D:\g\temp\130C_1ml-min_3C-min_1.D;55;0.32;76;37;
True;Cpd 38: 33.591;33.591;23280;986759;79;D:\g\temp\130C_1ml-min_3C-min_1.D;79;0.386;46;38;

