#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.439;6.439;119051;1613325;91;D:\g\temp\80C_1ml-min_7C-min_1.D;91;0.396;16;1;
True;Cpd 2: 8.203;8.203;34832;384269;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.181;16;2;
True;Cpd 3: 10.531;10.531;171486;1568333;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.218;20;3;
True;Cpd 4: 11.744;11.744;107385;1073174;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.223;26;4;
True;Cpd 5: 12.944;12.944;243030;2501577;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.21;28;5;
True;Cpd 6: 14.108;14.108;125405;1320016;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.177;31;6;
True;Cpd 7: 15.231;15.231;264312;2902221;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.198;32;7;
True;Cpd 8: 15.986;15.986;49460;1316102;55;D:\g\temp\80C_1ml-min_7C-min_1.D;55;0.19;66;8;
True;Cpd 9: 16.304;16.304;133452;1465094;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.202;35;9;
True;Cpd 10: 17.044;17.044;54937;1377562;55;D:\g\temp\80C_1ml-min_7C-min_1.D;55;0.202;67;10;
True;Cpd 11: 17.342;17.342;398171;4741642;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.214;37;11;
True;Cpd 12: 17.923;17.923;44266;1425097;55;D:\g\temp\80C_1ml-min_7C-min_1.D;55;0.202;72;12;
True;Cpd 13: 18.324;18.324;129852;1576725;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.19;37;13;
True;Cpd 14: 18.892;18.892;49592;1479933;55;D:\g\temp\80C_1ml-min_7C-min_1.D;55;0.185;74;14;
True;Cpd 15: 19.277;19.277;267125;3483654;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.206;38;15;
True;Cpd 16: 19.588;19.588;45986;1547757;55;D:\g\temp\80C_1ml-min_7C-min_1.D;55;0.153;86;16;
True;Cpd 17: 19.753;19.753;89749;3330065;55;D:\g\temp\80C_1ml-min_7C-min_1.D;55;0.206;92;17;
True;Cpd 18: 20.117;20.117;51853;1473423;67;D:\g\temp\80C_1ml-min_7C-min_1.D;67;0.177;71;18;
True;Cpd 19: 20.486;20.486;46538;1414915;67;D:\g\temp\80C_1ml-min_7C-min_1.D;67;0.181;73;19;
True;Cpd 20: 21.006;21.006;41734;1185448;79;D:\g\temp\80C_1ml-min_7C-min_1.D;79;0.21;46;20;
True;Cpd 21: 21.054;21.054;272674;4066019;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.218;42;21;
True;Cpd 22: 21.330;21.33;52273;1027596;79;D:\g\temp\80C_1ml-min_7C-min_1.D;79;0.173;53;22;
True;Cpd 23: 21.496;21.496;51314;1687412;55;D:\g\temp\80C_1ml-min_7C-min_1.D;55;0.181;83;23;
True;Cpd 24: 21.881;21.881;134571;1918810;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.185;40;24;
True;Cpd 25: 22.192;22.192;49867;1508604;67;D:\g\temp\80C_1ml-min_7C-min_1.D;67;0.19;72;25;
True;Cpd 26: 22.681;22.681;46429;1420172;79;D:\g\temp\80C_1ml-min_7C-min_1.D;79;0.198;54;26;
True;Cpd 27: 22.698;22.698;265684;4397014;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.223;39;27;
True;Cpd 28: 22.982;22.982;54832;1320896;79;D:\g\temp\80C_1ml-min_7C-min_1.D;79;0.264;40;28;
True;Cpd 29: 23.041;23.041;42242;1184906;79;D:\g\temp\80C_1ml-min_7C-min_1.D;79;0.247;52;29;
True;Cpd 30: 23.116;23.116;53436;1779031;55;D:\g\temp\80C_1ml-min_7C-min_1.D;55;0.087;77;30;
True;Cpd 31: 23.464;23.464;121643;2047522;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.202;48;31;
True;Cpd 32: 23.770;23.77;50297;1630395;67;D:\g\temp\80C_1ml-min_7C-min_1.D;67;0.214;69;32;
True;Cpd 33: 23.850;23.85;39841;846279;79;D:\g\temp\80C_1ml-min_7C-min_1.D;79;0.173;47;33;
True;Cpd 34: 24.228;24.228;236790;4356141;74;D:\g\temp\80C_1ml-min_7C-min_1.D;74;0.223;47;34;
True;Cpd 35: 24.629;24.629;50721;2036741;55;D:\g\temp\80C_1ml-min_7C-min_1.D;55;0.21;106;35;
True;Cpd 36: 25.817;25.817;27597;964497;79;D:\g\temp\80C_1ml-min_7C-min_1.D;79;0.218;61;36;

