#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.257;6.257;5492;292258;84;D:\g\temp\80C_1ml-min_4C-min_1.D;84;1.117;2;1;
True;Cpd 2: 7.064;7.064;115095;1391599;91;D:\g\temp\80C_1ml-min_4C-min_1.D;91;0.264;7;2;
True;Cpd 3: 9.762;9.762;29055;390829;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.227;16;3;
True;Cpd 4: 13.568;13.568;137967;1781122;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.289;21;4;
True;Cpd 5: 15.626;15.626;80465;1015167;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.264;22;5;
True;Cpd 6: 17.689;17.689;185257;2476995;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.313;22;6;
True;Cpd 7: 19.707;19.707;97196;1260356;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.268;21;7;
True;Cpd 8: 21.670;21.67;212504;3296650;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.297;31;8;
True;Cpd 9: 22.928;22.928;38099;1297419;55;D:\g\temp\80C_1ml-min_4C-min_1.D;55;0.247;56;9;
True;Cpd 10: 23.552;23.552;100417;1635335;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.28;34;10;
True;Cpd 11: 23.558;23.558;10451;115453;256;D:\g\temp\80C_1ml-min_4C-min_1.D;256;0.12;12;11;
True;Cpd 12: 24.789;24.789;41717;1273380;55;D:\g\temp\80C_1ml-min_4C-min_1.D;55;0.223;65;12;
True;Cpd 13: 25.372;25.372;305373;5328005;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.293;36;13;
True;Cpd 14: 26.329;26.329;32815;1466946;55;D:\g\temp\80C_1ml-min_4C-min_1.D;55;0.247;72;14;
True;Cpd 15: 27.096;27.096;96912;1598087;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.289;29;15;
True;Cpd 16: 28.038;28.038;35838;1539887;55;D:\g\temp\80C_1ml-min_4C-min_1.D;55;0.165;68;16;
True;Cpd 17: 28.772;28.772;202988;3768528;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.297;35;17;
True;Cpd 18: 29.287;29.287;32828;1488603;55;D:\g\temp\80C_1ml-min_4C-min_1.D;55;0.21;63;18;
True;Cpd 19: 29.547;29.547;66900;3390747;55;D:\g\temp\80C_1ml-min_4C-min_1.D;55;0.289;83;19;
True;Cpd 20: 30.213;30.213;35927;1373846;67;D:\g\temp\80C_1ml-min_4C-min_1.D;67;0.251;57;20;
True;Cpd 21: 30.796;30.796;32136;1085267;81;D:\g\temp\80C_1ml-min_4C-min_1.D;81;0.243;53;21;
True;Cpd 22: 31.668;31.668;31111;1191551;79;D:\g\temp\80C_1ml-min_4C-min_1.D;79;0.251;59;22;
True;Cpd 23: 31.903;31.903;191127;4051963;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.268;42;23;
True;Cpd 24: 32.243;32.243;21783;949878;67;D:\g\temp\80C_1ml-min_4C-min_1.D;67;0.239;48;24;
True;Cpd 25: 32.616;32.616;35396;1702987;55;D:\g\temp\80C_1ml-min_4C-min_1.D;55;0.268;80;25;
True;Cpd 26: 33.357;33.357;96351;1946168;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.264;38;26;
True;Cpd 27: 33.805;33.805;35258;1440164;67;D:\g\temp\80C_1ml-min_4C-min_1.D;67;0.264;60;27;
True;Cpd 28: 34.618;34.618;29567;1043049;79;D:\g\temp\80C_1ml-min_4C-min_1.D;79;0.185;51;28;
True;Cpd 29: 34.801;34.801;183625;4209379;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.293;43;29;
True;Cpd 30: 35.161;35.161;39426;1636266;79;D:\g\temp\80C_1ml-min_4C-min_1.D;79;0.309;35;30;
True;Cpd 31: 35.218;35.218;25429;946280;91;D:\g\temp\80C_1ml-min_4C-min_1.D;91;0.28;44;31;
True;Cpd 32: 35.474;35.474;39397;1525772;55;D:\g\temp\80C_1ml-min_4C-min_1.D;55;0.247;74;32;
True;Cpd 33: 36.146;36.146;86211;1731425;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.317;34;33;
True;Cpd 34: 36.153;36.153;71397;1131526;87;D:\g\temp\80C_1ml-min_4C-min_1.D;87;0.251;32;34;
True;Cpd 35: 36.596;36.596;48907;2582281;67;D:\g\temp\80C_1ml-min_4C-min_1.D;67;0.276;78;35;
True;Cpd 36: 37.494;37.494;162156;4427997;74;D:\g\temp\80C_1ml-min_4C-min_1.D;74;0.35;45;36;
True;Cpd 37: 38.137;38.137;36837;1913521;55;D:\g\temp\80C_1ml-min_4C-min_1.D;55;0.322;80;37;
True;Cpd 38: 39.881;39.881;22511;779369;79;D:\g\temp\80C_1ml-min_4C-min_1.D;79;0.354;47;38;

