#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.604;5.604;5910;73015;103;D:\g\temp\110C_1ml-min_2C-min_1.D;103;0.058;7;1;
True;Cpd 2: 6.994;6.994;26416;453613;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.33;13;2;
True;Cpd 3: 9.902;9.902;103617;2208949;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.536;23;3;
True;Cpd 4: 11.997;11.997;59301;1211694;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.334;21;4;
True;Cpd 5: 14.504;14.504;131148;2897843;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.462;26;5;
True;Cpd 6: 17.335;17.335;45651;631113;87;D:\g\temp\110C_1ml-min_2C-min_1.D;87;0.181;13;6;
True;Cpd 7: 20.417;20.417;141215;2806886;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.058;20;7;
True;Cpd 8: 20.425;20.425;26036;1005245;199;D:\g\temp\110C_1ml-min_2C-min_1.D;199;0.383;24;8;
True;Cpd 9: 22.488;22.488;27032;1372690;55;D:\g\temp\110C_1ml-min_2C-min_1.D;55;0.371;50;9;
True;Cpd 10: 23.603;23.603;67968;698369;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.012;11;10;
True;Cpd 11: 23.620;23.62;67968;1474228;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.449;22;11;
True;Cpd 12: 25.748;25.748;27387;1403519;55;D:\g\temp\110C_1ml-min_2C-min_1.D;55;0.284;53;12;
True;Cpd 13: 26.884;26.884;203971;5207911;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.433;28;13;
True;Cpd 14: 28.571;28.571;21128;1428137;55;D:\g\temp\110C_1ml-min_2C-min_1.D;55;0.322;52;14;
True;Cpd 15: 30.092;30.092;16231;459490;143;D:\g\temp\110C_1ml-min_2C-min_1.D;143;0.367;19;15;
True;Cpd 16: 30.104;30.104;66063;1677281;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.379;33;16;
True;Cpd 17: 31.794;31.794;24438;1479857;55;D:\g\temp\110C_1ml-min_2C-min_1.D;55;0.346;53;17;
True;Cpd 18: 33.307;33.307;132362;3230838;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.503;20;18;
True;Cpd 19: 33.308;33.308;132362;2809265;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.503;20;19;
True;Cpd 20: 34.242;34.242;13895;973305;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.301;41;20;
True;Cpd 21: 34.239;34.239;21446;1197133;55;D:\g\temp\110C_1ml-min_2C-min_1.D;55;0.305;42;21;
True;Cpd 22: 34.688;34.688;31512;1789852;69;D:\g\temp\110C_1ml-min_2C-min_1.D;69;0.507;44;22;
True;Cpd 23: 34.700;34.7;43472;2441897;55;D:\g\temp\110C_1ml-min_2C-min_1.D;55;0.449;50;23;
True;Cpd 24: 36.015;36.015;25722;1300744;67;D:\g\temp\110C_1ml-min_2C-min_1.D;67;0.33;47;24;
True;Cpd 25: 37.043;37.043;24467;1221862;67;D:\g\temp\110C_1ml-min_2C-min_1.D;67;0.33;45;25;
True;Cpd 26: 38.668;38.668;17121;988716;67;D:\g\temp\110C_1ml-min_2C-min_1.D;67;0.317;45;26;
True;Cpd 27: 39.438;39.438;127451;3670449;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.462;30;27;
True;Cpd 28: 39.795;39.795;26077;1120348;79;D:\g\temp\110C_1ml-min_2C-min_1.D;79;0.371;39;28;
True;Cpd 29: 40.720;40.72;24001;1238882;55;D:\g\temp\110C_1ml-min_2C-min_1.D;55;0.379;46;29;
True;Cpd 30: 42.337;42.337;65494;1662819;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.445;24;30;
True;Cpd 31: 42.339;42.339;21872;727486;340;D:\g\temp\110C_1ml-min_2C-min_1.D;340;0.412;26;31;
True;Cpd 32: 42.983;42.983;24661;1377230;67;D:\g\temp\110C_1ml-min_2C-min_1.D;67;0.445;41;32;
True;Cpd 33: 44.500;44.5;21727;1255100;79;D:\g\temp\110C_1ml-min_2C-min_1.D;79;0.313;44;33;
True;Cpd 34: 45.205;45.205;120248;4322056;74;D:\g\temp\110C_1ml-min_2C-min_1.D;74;0.495;33;34;
