#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.614;5.614;29802;295981;86;D:\g\temp\90C_1ml-min_4C-min_2.D;86;0.462;2;1;
True;Cpd 2: 5.764;5.764;29270;372097;71;D:\g\temp\90C_1ml-min_4C-min_2.D;71;0.396;6;2;
True;Cpd 3: 6.226;6.226;206659;3061472;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.453;12;3;
True;Cpd 4: 8.374;8.374;293767;4487147;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.47;16;4;
True;Cpd 5: 11.599;11.599;373688;5160823;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.396;18;5;
True;Cpd 6: 13.455;13.455;199216;2759578;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.346;22;6;
True;Cpd 7: 15.382;15.382;408383;5850308;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.338;22;7;
True;Cpd 8: 17.312;17.312;204478;2983996;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.33;23;8;
True;Cpd 9: 19.215;19.215;423964;6439044;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.334;25;9;
True;Cpd 10: 20.464;20.464;65648;2731510;55;D:\g\temp\90C_1ml-min_4C-min_2.D;55;0.322;60;10;
True;Cpd 11: 21.065;21.065;200030;3176319;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.301;28;11;
True;Cpd 12: 22.293;22.293;70065;2944157;55;D:\g\temp\90C_1ml-min_4C-min_2.D;55;0.293;68;12;
True;Cpd 13: 22.861;22.861;634828;10817428;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.355;35;13;
True;Cpd 14: 23.822;23.822;55451;3037681;55;D:\g\temp\90C_1ml-min_4C-min_2.D;55;0.326;70;14;
True;Cpd 15: 24.575;24.575;203428;3073884;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.309;26;15;
True;Cpd 16: 25.519;25.519;61896;3252297;55;D:\g\temp\90C_1ml-min_4C-min_2.D;55;0.322;74;16;
True;Cpd 17: 26.240;26.24;439080;7528556;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.317;33;17;
True;Cpd 18: 26.760;26.76;59822;3248720;55;D:\g\temp\90C_1ml-min_4C-min_2.D;55;0.26;78;18;
True;Cpd 19: 27.017;27.017;121908;7493087;55;D:\g\temp\90C_1ml-min_4C-min_2.D;55;0.317;86;19;
True;Cpd 20: 27.678;27.678;69050;3024552;67;D:\g\temp\90C_1ml-min_4C-min_2.D;67;0.346;62;20;
True;Cpd 21: 27.824;27.824;421522;7473487;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.322;37;21;
True;Cpd 22: 28.266;28.266;67884;3153123;67;D:\g\temp\90C_1ml-min_4C-min_2.D;67;0.309;65;22;
True;Cpd 23: 29.140;29.14;57778;2284327;79;D:\g\temp\90C_1ml-min_4C-min_2.D;79;0.247;57;23;
True;Cpd 24: 29.355;29.355;446608;8856709;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.338;37;24;
True;Cpd 25: 29.379;29.379;13096;174342;95;D:\g\temp\90C_1ml-min_4C-min_2.D;95;0.054;14;25;
True;Cpd 26: 29.713;29.713;70587;2458435;79;D:\g\temp\90C_1ml-min_4C-min_2.D;79;0.28;51;26;
True;Cpd 27: 30.081;30.081;68586;3722100;55;D:\g\temp\90C_1ml-min_4C-min_2.D;55;0.322;82;27;
True;Cpd 28: 30.815;30.815;216258;3762360;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.334;28;28;
True;Cpd 29: 30.821;30.821;53378;1937415;143;D:\g\temp\90C_1ml-min_4C-min_2.D;143;0.28;42;29;
True;Cpd 30: 31.269;31.269;71182;3258348;67;D:\g\temp\90C_1ml-min_4C-min_2.D;67;0.334;59;30;
True;Cpd 31: 32.086;32.086;57210;2833931;79;D:\g\temp\90C_1ml-min_4C-min_2.D;79;0.334;61;31;
True;Cpd 32: 32.251;32.251;428411;9309987;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.313;40;32;
True;Cpd 33: 32.628;32.628;81360;3056848;79;D:\g\temp\90C_1ml-min_4C-min_2.D;79;0.301;34;33;
True;Cpd 34: 32.681;32.681;50507;2405232;91;D:\g\temp\90C_1ml-min_4C-min_2.D;91;0.379;49;34;
True;Cpd 35: 32.933;32.933;72457;4176253;55;D:\g\temp\90C_1ml-min_4C-min_2.D;55;0.322;86;35;
True;Cpd 36: 33.601;33.601;199117;4584955;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.334;37;36;
True;Cpd 37: 33.616;33.616;15022;258882;369;D:\g\temp\90C_1ml-min_4C-min_2.D;369;0.037;18;37;
True;Cpd 38: 34.057;34.057;102505;5677261;67;D:\g\temp\90C_1ml-min_4C-min_2.D;67;0.354;65;38;
True;Cpd 39: 34.939;34.939;387781;10049739;74;D:\g\temp\90C_1ml-min_4C-min_2.D;74;0.342;40;39;
True;Cpd 40: 35.590;35.59;72616;4583181;55;D:\g\temp\90C_1ml-min_4C-min_2.D;55;0.359;93;40;
True;Cpd 41: 35.604;35.604;46525;827200;97;D:\g\temp\90C_1ml-min_4C-min_2.D;97;0.017;25;41;
True;Cpd 42: 35.800;35.8;30813;192740;149;D:\g\temp\90C_1ml-min_4C-min_2.D;149;0.35;6;42;
True;Cpd 43: 37.346;37.346;48902;2204035;79;D:\g\temp\90C_1ml-min_4C-min_2.D;79;0.342;60;43;

