#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.986;5.986;118862;2202093;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.315;26;1;
True;Cpd 2: 6.554;6.554;72529;1314771;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.24;29;2;
True;Cpd 3: 7.218;7.218;180162;3152651;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.28;31;3;
True;Cpd 4: 7.965;7.965;100016;1715067;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.235;32;4;
True;Cpd 5: 8.777;8.777;239167;3911504;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.209;39;5;
True;Cpd 6: 9.402;9.402;49275;1746400;55;D:\g\temp\130C_1ml-min_7C-min_1.D;55;0.195;74;6;
True;Cpd 7: 9.628;9.628;132795;1972235;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.222;41;7;
True;Cpd 8: 10.278;10.278;60770;1888074;55;D:\g\temp\130C_1ml-min_7C-min_1.D;55;0.195;75;8;
True;Cpd 9: 10.506;10.506;442362;6486770;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.227;43;9;
True;Cpd 10: 11.045;11.045;50803;1946543;55;D:\g\temp\130C_1ml-min_7C-min_1.D;55;0.191;83;10;
True;Cpd 11: 11.381;11.381;148743;2150901;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.209;43;11;
True;Cpd 12: 11.925;11.925;59455;2051129;55;D:\g\temp\130C_1ml-min_7C-min_1.D;55;0.191;82;12;
True;Cpd 13: 12.260;12.26;312826;4734593;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.209;45;13;
True;Cpd 14: 12.563;12.563;54785;2187683;55;D:\g\temp\130C_1ml-min_7C-min_1.D;55;0.16;102;14;
True;Cpd 15: 12.725;12.725;112039;4538729;55;D:\g\temp\130C_1ml-min_7C-min_1.D;55;0.2;103;15;
True;Cpd 16: 13.068;13.068;64054;1999975;67;D:\g\temp\130C_1ml-min_7C-min_1.D;67;0.191;76;16;
True;Cpd 17: 13.432;13.432;62298;1900046;67;D:\g\temp\130C_1ml-min_7C-min_1.D;67;0.191;78;17;
True;Cpd 18: 13.937;13.937;57361;1508767;79;D:\g\temp\130C_1ml-min_7C-min_1.D;79;0.2;53;18;
True;Cpd 19: 13.958;13.958;302136;5144852;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.209;44;19;
True;Cpd 20: 14.251;14.251;67845;1590519;79;D:\g\temp\130C_1ml-min_7C-min_1.D;79;0.155;63;20;
True;Cpd 21: 14.398;14.398;59376;2220391;55;D:\g\temp\130C_1ml-min_7C-min_1.D;55;0.2;106;21;
True;Cpd 22: 14.768;14.768;143109;2284037;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.191;48;22;
True;Cpd 23: 15.081;15.081;58366;1902893;67;D:\g\temp\130C_1ml-min_7C-min_1.D;67;0.209;79;23;
True;Cpd 24: 15.572;15.572;265687;6362841;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.209;69;24;
True;Cpd 25: 15.863;15.863;65993;1602429;79;D:\g\temp\130C_1ml-min_7C-min_1.D;79;0.244;50;25;
True;Cpd 26: 15.926;15.926;51821;1667787;79;D:\g\temp\130C_1ml-min_7C-min_1.D;79;0.244;56;26;
True;Cpd 27: 15.987;15.987;57936;2240026;55;D:\g\temp\130C_1ml-min_7C-min_1.D;55;0.249;85;27;
True;Cpd 28: 16.329;16.329;118637;2035850;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.204;47;28;
True;Cpd 29: 16.639;16.639;52915;1824977;67;D:\g\temp\130C_1ml-min_7C-min_1.D;67;0.2;75;29;
True;Cpd 30: 16.724;16.724;49857;1463560;79;D:\g\temp\130C_1ml-min_7C-min_1.D;79;0.209;67;30;
True;Cpd 31: 17.090;17.09;221240;4498997;74;D:\g\temp\130C_1ml-min_7C-min_1.D;74;0.213;54;31;
True;Cpd 32: 17.488;17.488;50185;2135672;55;D:\g\temp\130C_1ml-min_7C-min_1.D;55;0.227;113;32;
True;Cpd 33: 18.678;18.678;35708;1151894;79;D:\g\temp\130C_1ml-min_7C-min_1.D;79;0.231;66;33;

