#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.807;5.807;203885;2969976;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.466;12;1;
True;Cpd 2: 7.645;7.645;262949;4410961;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.519;16;2;
True;Cpd 3: 10.786;10.786;307093;4882534;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.458;16;3;
True;Cpd 4: 10.787;10.787;307093;4618835;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.458;16;4;
True;Cpd 5: 12.812;12.812;155303;2595186;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.375;22;5;
True;Cpd 6: 15.028;15.028;334722;5734434;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.4;22;6;
True;Cpd 7: 17.360;17.36;160296;2636810;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.412;17;7;
True;Cpd 8: 19.738;19.738;348471;6355964;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.4;27;8;
True;Cpd 9: 21.302;21.302;50759;2264127;55;D:\g\temp\100C_1ml-min_3C-min_2.D;55;0.293;52;9;
True;Cpd 10: 22.096;22.096;167643;3029542;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.387;28;10;
True;Cpd 11: 23.663;23.663;56731;2482000;55;D:\g\temp\100C_1ml-min_3C-min_2.D;55;0.33;55;11;
True;Cpd 12: 24.431;24.431;536056;9793405;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.396;27;12;
True;Cpd 13: 25.657;25.657;45175;2520900;55;D:\g\temp\100C_1ml-min_3C-min_2.D;55;0.338;56;13;
True;Cpd 14: 26.680;26.68;170688;3415381;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.4;27;14;
True;Cpd 15: 27.886;27.886;50367;3038262;55;D:\g\temp\100C_1ml-min_3C-min_2.D;55;0.396;67;15;
True;Cpd 16: 28.870;28.87;373846;6226084;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.379;21;16;
True;Cpd 17: 29.543;29.543;48802;2878829;55;D:\g\temp\100C_1ml-min_3C-min_2.D;55;0.293;62;17;
True;Cpd 18: 29.868;29.868;103859;7601402;55;D:\g\temp\100C_1ml-min_3C-min_2.D;55;0.404;80;18;
True;Cpd 19: 30.754;30.754;56810;2786812;67;D:\g\temp\100C_1ml-min_3C-min_2.D;67;0.35;58;19;
True;Cpd 20: 30.981;30.981;348058;7412970;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.383;33;20;
True;Cpd 21: 31.501;31.501;50736;1747700;81;D:\g\temp\100C_1ml-min_3C-min_2.D;81;0.284;44;21;
True;Cpd 22: 32.633;32.633;46140;2143438;79;D:\g\temp\100C_1ml-min_3C-min_2.D;79;0.35;47;22;
True;Cpd 23: 33.018;33.018;377865;9590517;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.42;37;23;
True;Cpd 24: 33.395;33.395;59378;2468781;79;D:\g\temp\100C_1ml-min_3C-min_2.D;79;0.35;52;24;
True;Cpd 25: 33.938;33.938;57820;3596539;55;D:\g\temp\100C_1ml-min_3C-min_2.D;55;0.4;67;25;
True;Cpd 26: 34.963;34.963;181085;4187820;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.363;32;26;
True;Cpd 27: 35.496;35.496;55956;2703605;81;D:\g\temp\100C_1ml-min_3C-min_2.D;81;0.396;55;27;
True;Cpd 28: 36.556;36.556;47097;2498995;79;D:\g\temp\100C_1ml-min_3C-min_2.D;79;0.289;59;28;
True;Cpd 29: 36.874;36.874;375515;9715443;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.416;34;29;
True;Cpd 30: 37.290;37.29;54302;2861554;67;D:\g\temp\100C_1ml-min_3C-min_2.D;67;0.354;35;30;
True;Cpd 31: 37.321;37.321;45653;1457196;93;D:\g\temp\100C_1ml-min_3C-min_2.D;93;0.375;31;31;
True;Cpd 32: 37.740;37.74;61457;2364037;55;D:\g\temp\100C_1ml-min_3C-min_2.D;55;0.433;41;32;
True;Cpd 33: 37.746;37.746;47723;3206638;69;D:\g\temp\100C_1ml-min_3C-min_2.D;69;0.4;77;33;
True;Cpd 34: 38.681;38.681;168151;4268586;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.425;33;34;
True;Cpd 35: 39.160;39.16;53476;2054842;79;D:\g\temp\100C_1ml-min_3C-min_2.D;79;0.42;26;35;
True;Cpd 36: 39.213;39.213;70116;3781524;67;D:\g\temp\100C_1ml-min_3C-min_2.D;67;0.379;43;36;
True;Cpd 37: 40.458;40.458;329715;3746469;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.054;13;37;
True;Cpd 38: 40.468;40.468;329715;10647083;74;D:\g\temp\100C_1ml-min_3C-min_2.D;74;0.404;42;38;
True;Cpd 39: 41.304;41.304;48796;3990737;69;D:\g\temp\100C_1ml-min_3C-min_2.D;69;0.429;75;39;
True;Cpd 40: 43.514;43.514;36764;1841498;79;D:\g\temp\100C_1ml-min_3C-min_2.D;79;0.445;49;40;

