#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.320;5.32;22856;654891;51;D:\g\temp\120C_1ml-min_2C-min_3.D;51;1.525;10;1;
True;Cpd 2: 6.168;6.168;309598;5516584;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.528;15;2;
True;Cpd 3: 8.228;8.228;313249;5760177;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.602;13;3;
True;Cpd 4: 9.772;9.772;150739;3071163;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.42;20;4;
True;Cpd 5: 11.708;11.708;313920;6495648;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.532;17;5;
True;Cpd 6: 14.000;14;157862;3543328;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.556;20;6;
True;Cpd 7: 16.600;16.6;329431;7245142;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.528;19;7;
True;Cpd 8: 18.464;18.464;49219;3174419;55;D:\g\temp\120C_1ml-min_2C-min_3.D;55;0.515;55;8;
True;Cpd 9: 19.417;19.417;156733;3697035;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.561;22;9;
True;Cpd 10: 21.399;21.399;52518;3456265;55;D:\g\temp\120C_1ml-min_2C-min_3.D;55;0.54;62;10;
True;Cpd 11: 22.397;22.397;489674;12924524;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.548;29;11;
True;Cpd 12: 24.014;24.014;40652;3217864;55;D:\g\temp\120C_1ml-min_2C-min_3.D;55;0.519;59;12;
True;Cpd 13: 25.417;25.417;152067;3920803;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.132;22;13;
True;Cpd 14: 27.051;27.051;45284;3421769;55;D:\g\temp\120C_1ml-min_2C-min_3.D;55;0.552;55;14;
True;Cpd 15: 28.471;28.471;311613;8835131;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.573;24;15;
True;Cpd 16: 29.391;29.391;41257;3720799;55;D:\g\temp\120C_1ml-min_2C-min_3.D;55;0.412;65;16;
True;Cpd 17: 29.839;29.839;87219;7513074;55;D:\g\temp\120C_1ml-min_2C-min_3.D;55;0.556;63;17;
True;Cpd 18: 31.122;31.122;46407;2883557;67;D:\g\temp\120C_1ml-min_2C-min_3.D;67;0.371;53;18;
True;Cpd 19: 31.466;31.466;292904;8539158;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.589;30;19;
True;Cpd 20: 32.136;32.136;44347;3461663;67;D:\g\temp\120C_1ml-min_2C-min_3.D;67;0.478;58;20;
True;Cpd 21: 33.734;33.734;25943;1851762;80;D:\g\temp\120C_1ml-min_2C-min_3.D;80;0.371;49;21;
True;Cpd 22: 34.428;34.428;297209;9703987;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.532;30;22;
True;Cpd 23: 34.846;34.846;45794;2541001;79;D:\g\temp\120C_1ml-min_2C-min_3.D;79;0.482;45;23;
True;Cpd 24: 35.714;35.714;45736;3279921;55;D:\g\temp\120C_1ml-min_2C-min_3.D;55;0.515;56;24;
True;Cpd 25: 37.284;37.284;135041;3529928;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.581;23;25;
True;Cpd 26: 37.284;37.284;135041;4030234;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.54;22;26;
True;Cpd 27: 37.960;37.96;43789;3557567;67;D:\g\temp\120C_1ml-min_2C-min_3.D;67;0.478;59;27;
True;Cpd 28: 39.470;39.47;33623;2661358;79;D:\g\temp\120C_1ml-min_2C-min_3.D;79;0.486;53;28;
True;Cpd 29: 40.113;40.113;275703;9743675;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.602;30;29;
True;Cpd 30: 40.561;40.561;78701;3816356;79;D:\g\temp\120C_1ml-min_2C-min_3.D;79;0.585;36;30;
True;Cpd 31: 40.574;40.574;49829;2045102;67;D:\g\temp\120C_1ml-min_2C-min_3.D;67;0.561;34;31;
True;Cpd 32: 41.341;41.341;44439;3144995;55;D:\g\temp\120C_1ml-min_2C-min_3.D;55;0.614;58;32;
True;Cpd 33: 42.797;42.797;120083;3881983;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.598;25;33;
True;Cpd 34: 43.237;43.237;26168;1565567;91;D:\g\temp\120C_1ml-min_2C-min_3.D;91;0.66;33;34;
True;Cpd 35: 43.240;43.24;32951;1298214;79;D:\g\temp\120C_1ml-min_2C-min_3.D;79;0.655;28;35;
True;Cpd 36: 43.477;43.477;43613;3208076;67;D:\g\temp\120C_1ml-min_2C-min_3.D;67;0.577;42;36;
True;Cpd 37: 45.471;45.471;233573;9267050;74;D:\g\temp\120C_1ml-min_2C-min_3.D;74;0.594;31;37;
True;Cpd 38: 46.065;46.065;20926;220427;149;D:\g\temp\120C_1ml-min_2C-min_3.D;149;0.445;4;38;
True;Cpd 39: 46.642;46.642;41798;3731318;55;D:\g\temp\120C_1ml-min_2C-min_3.D;55;0.573;52;39;
True;Cpd 40: 49.716;49.716;24471;1502585;79;D:\g\temp\120C_1ml-min_2C-min_3.D;79;0.589;38;40;

