#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.706;5.706;229185;2898848;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.429;12;1;
True;Cpd 2: 7.050;7.05;386615;4367853;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.354;15;2;
True;Cpd 3: 8.863;8.863;548104;5345221;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.268;20;3;
True;Cpd 4: 9.852;9.852;306797;2829262;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.235;23;4;
True;Cpd 5: 10.851;10.851;665891;5989786;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.214;23;5;
True;Cpd 6: 11.837;11.837;344825;3058691;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.206;23;6;
True;Cpd 7: 12.799;12.799;730522;6821415;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.21;29;7;
True;Cpd 8: 13.460;13.46;113478;3272764;55;D:\g\temp\90C_1ml-min_8C-min_2.D;55;0.206;72;8;
True;Cpd 9: 13.725;13.725;367397;3520871;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.206;32;9;
True;Cpd 10: 14.374;14.374;126648;3411496;55;D:\g\temp\90C_1ml-min_8C-min_2.D;55;0.194;73;10;
True;Cpd 11: 14.621;14.621;1106424;11422066;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.21;35;11;
True;Cpd 12: 15.137;15.137;100303;3632535;55;D:\g\temp\90C_1ml-min_8C-min_2.D;55;0.218;85;12;
True;Cpd 13: 15.475;15.475;378498;3827949;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.202;32;13;
True;Cpd 14: 15.980;15.98;114183;3848948;55;D:\g\temp\90C_1ml-min_8C-min_2.D;55;0.214;85;14;
True;Cpd 15: 16.303;16.303;760202;8451952;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.206;37;15;
True;Cpd 16: 16.580;16.58;104576;3931150;55;D:\g\temp\90C_1ml-min_8C-min_2.D;55;0.14;91;16;
True;Cpd 17: 16.726;16.726;214117;8412434;55;D:\g\temp\90C_1ml-min_8C-min_2.D;55;0.206;94;17;
True;Cpd 18: 17.042;17.042;134099;3618549;67;D:\g\temp\90C_1ml-min_8C-min_2.D;67;0.202;55;18;
True;Cpd 19: 17.089;17.089;727406;8814171;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.239;36;19;
True;Cpd 20: 17.371;17.371;125470;3553446;67;D:\g\temp\90C_1ml-min_8C-min_2.D;67;0.198;75;20;
True;Cpd 21: 17.831;17.831;111455;3120823;79;D:\g\temp\90C_1ml-min_8C-min_2.D;79;0.194;53;21;
True;Cpd 22: 17.849;17.849;769203;9679381;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.218;39;22;
True;Cpd 23: 18.114;18.114;136579;2941701;79;D:\g\temp\90C_1ml-min_8C-min_2.D;79;0.14;56;23;
True;Cpd 24: 18.244;18.244;119844;4359793;55;D:\g\temp\90C_1ml-min_8C-min_2.D;55;0.206;99;24;
True;Cpd 25: 18.572;18.572;357816;4512264;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.21;39;25;
True;Cpd 26: 18.857;18.857;124633;3770228;67;D:\g\temp\90C_1ml-min_8C-min_2.D;67;0.206;75;26;
True;Cpd 27: 19.282;19.282;703373;12934325;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.21;61;27;
True;Cpd 28: 19.552;19.552;134965;3094614;79;D:\g\temp\90C_1ml-min_8C-min_2.D;79;0.223;53;28;
True;Cpd 29: 19.611;19.611;113863;3450589;79;D:\g\temp\90C_1ml-min_8C-min_2.D;79;0.235;52;29;
True;Cpd 30: 19.655;19.655;125592;4715314;55;D:\g\temp\90C_1ml-min_8C-min_2.D;55;0.243;77;30;
True;Cpd 31: 19.950;19.95;315385;4540697;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.21;42;31;
True;Cpd 32: 20.235;20.235;118542;3778566;67;D:\g\temp\90C_1ml-min_8C-min_2.D;67;0.231;68;32;
True;Cpd 33: 20.325;20.325;105747;3000791;79;D:\g\temp\90C_1ml-min_8C-min_2.D;79;0.239;64;33;
True;Cpd 34: 20.631;20.631;572464;9333005;74;D:\g\temp\90C_1ml-min_8C-min_2.D;74;0.243;43;34;
True;Cpd 35: 21.010;21.01;99182;4511580;55;D:\g\temp\90C_1ml-min_8C-min_2.D;55;0.247;104;35;
True;Cpd 36: 21.448;21.448;48022;208191;149;D:\g\temp\90C_1ml-min_8C-min_2.D;149;0.223;7;36;
True;Cpd 37: 22.160;22.16;62205;2502233;79;D:\g\temp\90C_1ml-min_8C-min_2.D;79;0.268;80;37;

