#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 7.062;7.062;97819;1823032;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;0.54;9;1;
True;Cpd 2: 7.891;7.891;45171;773180;91;D:\g\temp\60C_1ml-min_1C-min_2.D;91;0.631;6;2;
True;Cpd 3: 10.020;10.02;21135;346468;71;D:\g\temp\60C_1ml-min_1C-min_2.D;71;0.717;4;3;
True;Cpd 4: 12.360;12.36;141586;3577718;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;0.791;13;4;
True;Cpd 5: 23.338;23.338;136979;4421011;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;0.981;15;5;
True;Cpd 6: 38.986;38.986;136952;3787772;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;1.068;14;6;
True;Cpd 7: 38.990;38.99;72224;2259612;87;D:\g\temp\60C_1ml-min_1C-min_2.D;87;0.969;12;7;
True;Cpd 8: 47.447;47.447;34176;1206780;87;D:\g\temp\60C_1ml-min_1C-min_2.D;87;0.8;15;8;
True;Cpd 9: 55.861;55.861;124528;4831260;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;1.018;16;9;
True;Cpd 10: 55.885;55.885;8117;279420;129;D:\g\temp\60C_1ml-min_1C-min_2.D;129;0.437;7;10;
True;Cpd 11: 64.045;64.045;34402;1013141;87;D:\g\temp\60C_1ml-min_1C-min_2.D;87;0.515;14;11;
True;Cpd 12: 64.071;64.071;52906;1184792;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;0.692;9;12;
True;Cpd 13: 71.940;71.94;23037;1562765;143;D:\g\temp\60C_1ml-min_1C-min_2.D;143;0.491;19;13;
True;Cpd 14: 71.974;71.974;75082;1903145;87;D:\g\temp\60C_1ml-min_1C-min_2.D;87;0.812;13;14;
True;Cpd 15: 76.458;76.458;5936;487521;83;D:\g\temp\60C_1ml-min_1C-min_2.D;83;0.767;14;15;
True;Cpd 16: 76.483;76.483;15452;1434884;55;D:\g\temp\60C_1ml-min_1C-min_2.D;55;0.911;32;16;
True;Cpd 17: 79.554;79.554;51803;1380984;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;0.589;14;17;
True;Cpd 18: 83.928;83.928;16517;1462944;55;D:\g\temp\60C_1ml-min_1C-min_2.D;55;0.47;30;18;
True;Cpd 19: 86.829;86.829;168500;4756253;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;1.026;14;19;
True;Cpd 20: 86.843;86.843;116866;3489057;87;D:\g\temp\60C_1ml-min_1C-min_2.D;87;0.833;18;20;
True;Cpd 21: 90.110;90.11;13363;1294614;55;D:\g\temp\60C_1ml-min_1C-min_2.D;55;0.556;24;21;
True;Cpd 22: 93.764;93.764;9428;573319;143;D:\g\temp\60C_1ml-min_1C-min_2.D;143;0.594;16;22;
True;Cpd 23: 93.803;93.803;9631;222008;55;D:\g\temp\60C_1ml-min_1C-min_2.D;55;0.322;5;23;
True;Cpd 24: 96.945;96.945;14180;962572;55;D:\g\temp\60C_1ml-min_1C-min_2.D;55;0.581;24;24;
True;Cpd 25: 96.978;96.978;10183;979209;69;D:\g\temp\60C_1ml-min_1C-min_2.D;69;0.503;27;25;
True;Cpd 26: 100.467;100.467;16428;1279492;298;D:\g\temp\60C_1ml-min_1C-min_2.D;298;0.907;22;26;
True;Cpd 27: 100.478;100.478;108814;4450121;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;0.915;19;27;
True;Cpd 28: 102.199;102.199;12300;1466763;55;D:\g\temp\60C_1ml-min_1C-min_2.D;55;0.528;29;28;
True;Cpd 29: 102.979;102.979;22913;2331437;69;D:\g\temp\60C_1ml-min_1C-min_2.D;69;0.866;34;29;
True;Cpd 30: 102.988;102.988;29726;2609393;55;D:\g\temp\60C_1ml-min_1C-min_2.D;55;0.878;31;30;
True;Cpd 31: 105.812;105.812;14162;1174826;67;D:\g\temp\60C_1ml-min_1C-min_2.D;67;0.486;29;31;
True;Cpd 32: 106.862;106.862;102929;3410164;74;D:\g\temp\60C_1ml-min_1C-min_2.D;74;0.993;20;32;
True;Cpd 33: 107.609;107.609;15808;1510104;67;D:\g\temp\60C_1ml-min_1C-min_2.D;67;1.002;26;33;
True;Cpd 34: 107.630;107.63;14741;1298677;81;D:\g\temp\60C_1ml-min_1C-min_2.D;81;1.002;25;34;
