#Compound List: 5149 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.658;6.658;22100;616465;84;D:\g\temp\60C_1ml-min_4C-min_2.D;84;0.783;7;1;
True;Cpd 2: 6.872;6.872;58202;731679;91;D:\g\temp\60C_1ml-min_4C-min_2.D;91;0.474;9;2;
True;Cpd 3: 8.009;8.009;28797;282255;71;D:\g\temp\60C_1ml-min_4C-min_2.D;71;0.416;5;3;
True;Cpd 4: 9.146;9.146;238355;3224694;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.466;12;4;
True;Cpd 5: 13.329;13.329;349367;4623132;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.4;12;5;
True;Cpd 6: 17.986;17.986;402206;5234375;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.387;13;6;
True;Cpd 7: 20.275;20.275;205804;2998411;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.363;23;7;
True;Cpd 8: 22.472;22.472;442472;6310085;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.326;19;8;
True;Cpd 9: 24.570;24.57;226103;3384203;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.33;24;9;
True;Cpd 10: 26.575;26.575;477155;7039506;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.338;20;10;
True;Cpd 11: 27.855;27.855;70867;2282111;55;D:\g\temp\60C_1ml-min_4C-min_2.D;55;0.317;48;11;
True;Cpd 12: 28.485;28.485;232409;3652123;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.313;30;12;
True;Cpd 13: 29.726;29.726;43574;2207282;69;D:\g\temp\60C_1ml-min_4C-min_2.D;69;0.28;56;13;
True;Cpd 14: 30.318;30.318;735826;12732447;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.322;34;14;
True;Cpd 15: 31.284;31.284;61704;3459628;55;D:\g\temp\60C_1ml-min_4C-min_2.D;55;0.293;70;15;
True;Cpd 16: 32.050;32.05;238136;4005359;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.334;30;16;
True;Cpd 17: 32.995;32.995;70177;3577843;55;D:\g\temp\60C_1ml-min_4C-min_2.D;55;0.284;73;17;
True;Cpd 18: 33.730;33.73;503093;9301043;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.322;35;18;
True;Cpd 19: 34.247;34.247;67744;3971340;55;D:\g\temp\60C_1ml-min_4C-min_2.D;55;0.256;78;19;
True;Cpd 20: 34.505;34.505;141940;9047900;55;D:\g\temp\60C_1ml-min_4C-min_2.D;55;0.354;86;20;
True;Cpd 21: 35.171;35.171;81427;3401464;67;D:\g\temp\60C_1ml-min_4C-min_2.D;67;0.35;61;21;
True;Cpd 22: 35.321;35.321;483562;9483383;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.322;37;22;
True;Cpd 23: 35.760;35.76;78352;3139260;67;D:\g\temp\60C_1ml-min_4C-min_2.D;67;0.313;52;23;
True;Cpd 24: 36.636;36.636;54136;2247896;67;D:\g\temp\60C_1ml-min_4C-min_2.D;67;0.223;54;24;
True;Cpd 25: 36.860;36.86;504142;10372112;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.338;37;25;
True;Cpd 26: 37.210;37.21;80832;3081068;79;D:\g\temp\60C_1ml-min_4C-min_2.D;79;0.301;56;26;
True;Cpd 27: 37.583;37.583;77267;4673610;55;D:\g\temp\60C_1ml-min_4C-min_2.D;55;0.309;90;27;
True;Cpd 28: 38.321;38.321;234852;4610476;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.334;32;28;
True;Cpd 29: 38.768;38.768;78762;3254461;67;D:\g\temp\60C_1ml-min_4C-min_2.D;67;0.326;53;29;
True;Cpd 30: 39.590;39.59;64664;3237590;79;D:\g\temp\60C_1ml-min_4C-min_2.D;79;0.35;63;30;
True;Cpd 31: 39.756;39.756;474352;11308966;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.371;40;31;
True;Cpd 32: 40.134;40.134;61324;2481365;95;D:\g\temp\60C_1ml-min_4C-min_2.D;95;0.317;30;32;
True;Cpd 33: 40.179;40.179;92401;3140798;79;D:\g\temp\60C_1ml-min_4C-min_2.D;79;0.429;27;33;
True;Cpd 34: 40.186;40.186;28171;1521490;105;D:\g\temp\60C_1ml-min_4C-min_2.D;105;0.313;54;34;
True;Cpd 35: 40.438;40.438;77415;4085106;55;D:\g\temp\60C_1ml-min_4C-min_2.D;55;0.317;84;35;
True;Cpd 36: 41.109;41.109;214778;5146129;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.058;40;36;
True;Cpd 37: 41.562;41.562;110146;6054032;67;D:\g\temp\60C_1ml-min_4C-min_2.D;67;0.379;68;37;
True;Cpd 38: 42.450;42.45;410960;11198296;74;D:\g\temp\60C_1ml-min_4C-min_2.D;74;0.35;42;38;
True;Cpd 39: 43.080;43.08;12795;217631;54;D:\g\temp\60C_1ml-min_4C-min_2.D;54;0.016;12;39;
True;Cpd 40: 43.097;43.097;73199;5022314;55;D:\g\temp\60C_1ml-min_4C-min_2.D;55;0.408;93;40;
True;Cpd 41: 43.304;43.304;35406;229533;149;D:\g\temp\60C_1ml-min_4C-min_2.D;149;0.354;6;41;
True;Cpd 42: 44.854;44.854;50318;2547795;79;D:\g\temp\60C_1ml-min_4C-min_2.D;79;0.379;64;42;

