#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 5.378;5.378;222157;3869857;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.453;13;1;
True;Cpd 2: 5.470;5.47;17697;411120;84;D:\g\temp\110C_1ml-min_3C-min_3.D;84;0.379;11;2;
True;Cpd 3: 6.698;6.698;321227;5318642;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.561;15;3;
True;Cpd 4: 9.075;9.075;371807;6431038;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.511;15;4;
True;Cpd 5: 10.709;10.709;195299;3676587;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.491;22;5;
True;Cpd 6: 12.582;12.582;418718;7471093;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.437;18;6;
True;Cpd 7: 14.641;14.641;212435;3511256;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.433;15;7;
True;Cpd 8: 16.816;16.816;452716;8621923;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.412;25;8;
True;Cpd 9: 18.304;18.304;69093;3551272;55;D:\g\temp\110C_1ml-min_3C-min_3.D;55;0.412;51;9;
True;Cpd 10: 19.034;19.034;220106;4452859;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.416;27;10;
True;Cpd 11: 20.545;20.545;75248;3503760;55;D:\g\temp\110C_1ml-min_3C-min_3.D;55;0.42;50;11;
True;Cpd 12: 21.267;21.267;676868;14494408;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.408;29;12;
True;Cpd 13: 22.464;22.464;58371;2908094;55;D:\g\temp\110C_1ml-min_3C-min_3.D;55;0.404;49;13;
True;Cpd 14: 23.444;23.444;212643;4135545;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.42;27;14;
True;Cpd 15: 24.640;24.64;64040;4201654;55;D:\g\temp\110C_1ml-min_3C-min_3.D;55;0.408;69;15;
True;Cpd 16: 25.597;25.597;424087;9632879;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.441;29;16;
True;Cpd 17: 26.267;26.267;55658;3593005;55;D:\g\temp\110C_1ml-min_3C-min_3.D;55;0.317;65;17;
True;Cpd 18: 26.268;26.268;36454;1425668;97;D:\g\temp\110C_1ml-min_3C-min_3.D;97;0.309;38;18;
True;Cpd 19: 26.590;26.59;114432;9321759;55;D:\g\temp\110C_1ml-min_3C-min_3.D;55;0.433;79;19;
True;Cpd 20: 27.464;27.464;69853;3056641;67;D:\g\temp\110C_1ml-min_3C-min_3.D;67;0.235;45;20;
True;Cpd 21: 27.680;27.68;394377;9581282;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.396;35;21;
True;Cpd 22: 28.203;28.203;65026;3393983;67;D:\g\temp\110C_1ml-min_3C-min_3.D;67;0.359;55;22;
True;Cpd 23: 29.331;29.331;53823;3070107;79;D:\g\temp\110C_1ml-min_3C-min_3.D;79;0.313;63;23;
True;Cpd 24: 29.697;29.697;405062;10563817;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.433;37;24;
True;Cpd 25: 30.088;30.088;67618;2615035;79;D:\g\temp\110C_1ml-min_3C-min_3.D;79;0.387;41;25;
True;Cpd 26: 30.616;30.616;62713;2197127;55;D:\g\temp\110C_1ml-min_3C-min_3.D;55;0.445;41;26;
True;Cpd 27: 30.620;30.62;62713;3776502;55;D:\g\temp\110C_1ml-min_3C-min_3.D;55;0.425;65;27;
True;Cpd 28: 31.630;31.63;191293;4962883;74;D:\g\temp\110C_1ml-min_3C-min_3.D;74;0.433;34;28;
True;Cpd 29: 32.171;32.171;64592;3169385;67;D:\g\temp\110C_1ml-min_3C-min_3.D;67;0.4;50;29;
True;Cpd 30: 33.226;33.226;50444;2730301;79;D:\g\temp\110C_1ml-min_3C-min_3.D;79;0.284;54;30;
