#Compound List: 7225 found
#
Show/Hide;Label;RT;Height;Area;Base Peak;File;Precursor;Width;Ions;Cpd
True;Cpd 1: 6.287;6.287;25794;340549;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.235;15;1;
True;Cpd 2: 8.050;8.05;119046;1768698;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.297;26;2;
True;Cpd 3: 9.178;9.178;74361;1047201;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.231;25;3;
True;Cpd 4: 10.440;10.44;179642;2470525;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.239;27;4;
True;Cpd 5: 11.773;11.773;99854;1295939;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.206;25;5;
True;Cpd 6: 13.149;13.149;227760;3030297;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.251;30;6;
True;Cpd 7: 14.107;14.107;42542;1329115;55;D:\g\temp\110C_1ml-min_5C-min_1.D;55;0.21;59;7;
True;Cpd 8: 14.526;14.526;112631;1440684;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.231;30;8;
True;Cpd 9: 15.489;15.489;48274;1346623;55;D:\g\temp\110C_1ml-min_5C-min_1.D;55;0.214;59;9;
True;Cpd 10: 15.898;15.898;357478;5176472;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.256;37;10;
True;Cpd 11: 16.666;16.666;38325;1502941;55;D:\g\temp\110C_1ml-min_5C-min_1.D;55;0.218;76;11;
True;Cpd 12: 17.221;17.221;118592;1682232;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.235;34;12;
True;Cpd 13: 17.986;17.986;43521;1668979;55;D:\g\temp\110C_1ml-min_5C-min_1.D;55;0.218;77;13;
True;Cpd 14: 18.529;18.529;245619;3895771;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.231;37;14;
True;Cpd 15: 18.949;18.949;41424;1713166;55;D:\g\temp\110C_1ml-min_5C-min_1.D;55;0.185;78;15;
True;Cpd 16: 19.165;19.165;82730;3615837;55;D:\g\temp\110C_1ml-min_5C-min_1.D;55;0.251;86;16;
True;Cpd 17: 19.678;19.678;49041;1657987;67;D:\g\temp\110C_1ml-min_5C-min_1.D;67;0.223;66;17;
True;Cpd 18: 20.163;20.163;44541;1601573;67;D:\g\temp\110C_1ml-min_5C-min_1.D;67;0.227;68;18;
True;Cpd 19: 20.870;20.87;39143;1091141;79;D:\g\temp\110C_1ml-min_5C-min_1.D;79;0.231;50;19;
True;Cpd 20: 20.998;20.998;246428;4456851;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.256;43;20;
True;Cpd 21: 21.321;21.321;47354;1326708;79;D:\g\temp\110C_1ml-min_5C-min_1.D;79;0.185;54;21;
True;Cpd 22: 21.588;21.588;48440;1919054;55;D:\g\temp\110C_1ml-min_5C-min_1.D;55;0.264;87;22;
True;Cpd 23: 22.153;22.153;123824;2089487;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.251;36;23;
True;Cpd 24: 22.545;22.545;46776;1727492;67;D:\g\temp\110C_1ml-min_5C-min_1.D;67;0.243;69;24;
True;Cpd 25: 23.208;23.208;42963;1486991;79;D:\g\temp\110C_1ml-min_5C-min_1.D;79;0.26;54;25;
True;Cpd 26: 23.301;23.301;237364;4843229;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.268;46;26;
True;Cpd 27: 23.633;23.633;53012;1688852;79;D:\g\temp\110C_1ml-min_5C-min_1.D;79;0.227;43;27;
True;Cpd 28: 23.698;23.698;43923;1195759;79;D:\g\temp\110C_1ml-min_5C-min_1.D;79;0.322;48;28;
True;Cpd 29: 23.847;23.847;35038;851271;69;D:\g\temp\110C_1ml-min_5C-min_1.D;69;0.103;48;29;
True;Cpd 30: 23.856;23.856;48123;2040855;55;D:\g\temp\110C_1ml-min_5C-min_1.D;55;0.256;89;30;
True;Cpd 31: 24.374;24.374;114963;2340176;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.251;48;31;
True;Cpd 32: 24.759;24.759;48627;1861323;67;D:\g\temp\110C_1ml-min_5C-min_1.D;67;0.26;46;32;
True;Cpd 33: 24.810;24.81;44342;1299370;79;D:\g\temp\110C_1ml-min_5C-min_1.D;79;0.26;41;33;
True;Cpd 34: 25.448;25.448;210878;4844911;74;D:\g\temp\110C_1ml-min_5C-min_1.D;74;0.28;48;34;
True;Cpd 35: 25.978;25.978;48334;2277715;55;D:\g\temp\110C_1ml-min_5C-min_1.D;55;0.239;101;35;
True;Cpd 36: 27.426;27.426;36821;1306819;79;D:\g\temp\110C_1ml-min_5C-min_1.D;79;0.272;68;36;

