#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.183;758276;3544661;74.1;0.286;;Cpd 1: 6.183;
2;7.85;1399228;5505566;74.1;0.289;;Cpd 2: 7.850;
3;9.905;2114891;6837386;74.1;0.243;;Cpd 3: 9.905;
4;10.972;1198054;3681963;74.1;0.208;;Cpd 4: 10.972;
5;12.02;2816901;8151926;74.1;0.21;;Cpd 5: 12.020;
6;13.038;1562052;4426832;74.1;0.202;;Cpd 6: 13.038;
7;14.019;3473065;9802605;74.1;0.21;;Cpd 7: 14.019;
8;14.691;1595659;4543813;55.1;0.189;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 14.691";
9;14.961;1848716;5034285;74.1;0.184;;Cpd 9: 14.961;
10;15.61;1757349;4830963;55.1;0.205;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.610";
11;15.866;5910789;16193040;74.1;0.189;;Cpd 11: 15.866;
12;16.382;1833509;5112996;55.1;0.209;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.382";
13;16.719;2059011;5603285;74.1;0.206;;Cpd 13: 16.719;
14;17.226;1966503;5380953;55.1;0.206;C18 H34 O2;"Cpd 14: Methyl 8-heptadecenoate; C18 H34 O2; 17.226";
15;17.554;4349920;11961087;74.1;0.194;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 17.554";
16;17.828;2033324;5556559;55.1;0.14;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.828";
17;17.976;4183595;11561716;55.1;0.181;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.976";
18;18.293;1901345;3624725;67.1;0.061;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 18.293";
19;18.339;4431634;13121980;74.1;0.185;;Cpd 19: 18.339;
20;18.624;1777904;5016065;67.1;0.206;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 18.624";
21;19.097;5144280;16690773;74.1;0.221;;Cpd 21: 19.097;
22;19.365;1546971;4234151;79.1;0.136;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.365";
23;19.496;1996804;5678063;55.1;0.177;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 19.496";
24;19.823;2011065;5562267;74.1;0.197;;Cpd 24: 19.823;
25;20.11;1720722;4896286;67.1;0.181;C19 H34 O2;"Cpd 25: Methyl 10,11-octadecadienoate; C19 H34 O2; 20.110";
26;20.536;5440017;15834783;74.1;0.214;;Cpd 26: 20.536;
27;20.804;1554762;3750407;79.1;0.078;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 20.804";
28;20.861;1658981;3638549;79.1;0.045;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 20.861";
29;20.903;2074817;6768916;55.1;0.202;;Cpd 29: 20.903;
30;21.199;1764166;5282860;74.1;0.205;;Cpd 30: 21.199;
31;21.484;1482183;4084816;67.1;0.099;C19 H34 O2;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 21.484";
32;21.577;1340786;4417984;79.1;0.194;C13 H20 N2;"Cpd 32: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 21.577";
33;21.88;3197734;10269505;74.1;0.209;;Cpd 33: 21.880;
34;22.263;1366704;4856461;55.1;0.231;;Cpd 34: 22.263;
35;22.7;82958;264212;149;0.134;;Cpd 35: 22.700;
36;23.413;726020;3056829;79.1;0.272;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 23.413";

