#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.123;516715;2344074;74.09;0.256;;Cpd 1: 6.123;
2;6.655;350054;1391211;74.09;0.203;;Cpd 2: 6.655;
3;7.248;922252;3173295;74.1;0.218;;Cpd 3: 7.248;
4;7.879;573445;1712093;74.1;0.227;;Cpd 4: 7.879;
5;8.536;1412955;3665031;74.1;0.194;;Cpd 5: 8.536;
6;9.029;686666;1727783;55.1;0.169;C15 H28 O2;"Cpd 6: Methyl myristoleate; C15 H28 O2; 9.029";
7;9.198;777384;1866733;74.09;0.177;;Cpd 7: 9.198;
8;9.697;780067;1826883;55.1;0.164;C16 H30 O2;"Cpd 8: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 9.697";
9;9.861;2652172;5903010;74.1;0.161;;Cpd 9: 9.861;
10;10.265;812663;1847231;55.1;0.174;C17 H32 O2;"Cpd 10: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 10.265";
11;10.509;908213;2004933;74.1;0.144;;Cpd 11: 10.509;
12;10.908;889620;1954019;55.1;0.164;C18 H34 O2;"Cpd 12: Methyl 8-heptadecenoate; C18 H34 O2; 10.908";
13;11.143;1974065;4353995;74.1;0.177;C37 H77 N O2;"Cpd 13: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 11.143";
14;11.366;929517;2038129;55.1;0.12;C19 H36 O2;"Cpd 14: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 11.366";
15;11.49;1870504;4126338;55.1;0.153;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 11.490";
16;11.729;882078;1927682;67.1;0.169;C19 H34 O2;"Cpd 16: Methyl 9,10-octadecadienoate; C19 H34 O2; 11.729";
17;12.001;844183;1842276;67.1;0.139;C19 H34 O2;"Cpd 17: Methyl 8,9-octadecadienoate; C19 H34 O2; 12.001";
18;12.359;2812394;6447660;74.1;0.181;;Cpd 18: 12.359;
19;12.59;764697;1606449;79.1;0.097;C19 H34 O2;"Cpd 19: Methyl 8,9-octadecadienoate; C19 H34 O2; 12.590";
20;12.677;989454;2237125;55.1;0.161;C21 H40 O2;"Cpd 20: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 12.677";
21;12.928;1093894;2347781;74.1;0.139;;Cpd 21: 12.928;
22;13.167;871251;1941769;67.1;0.165;C15 H26 O2;"Cpd 22: Methyl 12,13-tetradecadienoate; C15 H26 O2; 13.167";
23;13.509;2323206;6930248;74.1;0.214;;Cpd 23: 13.509;
24;13.748;728001;1564583;79.1;0.069;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 13.748";
25;13.819;1374171;4104647;55.1;0.169;;Cpd 25: 13.819;
26;14.07;1017500;2537456;74.1;0.173;;Cpd 26: 14.070;
27;14.334;792568;1956850;67.1;0.113;C19 H34 O2;"Cpd 27: Methyl 9,10-octadecadienoate; C19 H34 O2; 14.334";
28;14.433;552924;1409835;79.1;0.14;C13 H20 N2;"Cpd 28: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 14.433";
29;14.672;1830580;5159494;74.09;0.185;C25 H50 O2;"Cpd 29: Tetracosanoic acid, methyl ester; C25 H50 O2; 14.672";
30;15.018;836728;2477146;55.1;0.19;;Cpd 30: 15.018;
31;16.09;417543;1421739;79.1;0.227;C13 H18 O;"Cpd 31: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 16.090";

