#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.649;118317;689919;84;0.218;;Cpd 1: 6.649;
2;7.646;52583;452012;71.1;0.379;;Cpd 2: 7.646;
3;8.611;668681;3660578;74.1;0.354;;Cpd 3: 8.611;
4;12.077;1167902;5686835;74.1;0.313;;Cpd 4: 12.077;
5;15.849;1564262;7184837;74.1;0.317;;Cpd 5: 15.849;
6;17.683;864376;3787678;74.1;0.288;;Cpd 6: 17.683;
7;19.444;1927174;8116072;74.1;0.284;;Cpd 7: 19.444;
8;21.123;1014457;4201115;74.1;0.28;;Cpd 8: 21.123;
9;22.728;2213618;8934520;74.1;0.284;;Cpd 9: 22.728;
10;23.767;1021416;4128498;55.1;0.283;C15 H28 O2;"Cpd 10: Methyl myristoleate; C15 H28 O2; 23.767";
11;24.254;1135945;4503703;74.1;0.26;;Cpd 11: 24.254;
12;25.266;1051390;4280389;55.1;0.251;C16 H30 O2;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 25.266";
13;25.713;3627243;14453000;74.1;0.268;;Cpd 13: 25.713;
14;26.507;1084082;4438682;55.1;0.284;C17 H32 O2;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 26.507";
15;27.1;1223625;4886555;74.1;0.251;;Cpd 15: 27.100;
16;27.873;1158168;4835409;55.1;0.301;C18 H34 O2;"Cpd 16: Methyl 8-heptadecenoate; C18 H34 O2; 27.873";
17;28.442;2753321;10852245;74.1;0.26;C19 H38 O2;"Cpd 17: Methyl stearate; C19 H38 O2; 28.442";
18;28.862;1244192;4986832;55.1;0.214;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 28.862";
19;29.08;2577911;10517767;55.1;0.28;C19 H36 O2;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 29.080";
20;29.604;1126939;3906837;67.1;0.124;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 29.604";
21;29.711;2805460;11512552;74.1;0.231;;Cpd 21: 29.711;
22;30.095;1066395;4237992;67.1;0.258;C19 H34 O2;"Cpd 22: Methyl 9,10-octadecadienoate; C19 H34 O2; 30.095";
23;30.808;941452;3579126;79.1;0.144;C19 H34 O2;"Cpd 23: Methyl 8,9-octadecadienoate; C19 H34 O2; 30.808";
24;30.939;3032841;12445168;74.1;0.247;;Cpd 24: 30.939;
25;31.265;915517;3640333;79.1;0.232;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 31.265";
26;31.535;1312778;5405421;55.1;0.269;C21 H40 O2;"Cpd 26: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 31.535";
27;32.105;1461985;6105186;74.1;0.28;;Cpd 27: 32.105;
28;32.498;1135164;4784250;67.1;0.28;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 32.498";
29;33.165;1003386;3263349;79.1;0.107;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 33.165";
30;33.248;3166058;13988892;74.1;0.256;C23 H46 O2;"Cpd 30: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 33.248";
31;33.59;1025486;3193256;79.1;0.086;C19 H34 O2;"Cpd 31: Methyl 8,9-octadecadienoate; C19 H34 O2; 33.590";
32;33.648;1124834;4648816;79.1;0.128;C19 H34 O2;"Cpd 32: Methyl 7,8-octadecadienoate; C19 H34 O2; 33.648";
33;33.812;1379720;5870978;55.1;0.251;;Cpd 33: 33.812;
34;34.328;1445229;6291474;74.1;0.284;;Cpd 34: 34.328;
35;34.723;1245878;3429152;67.1;0.086;C19 H34 O2;"Cpd 35: Methyl 9,10-octadecadienoate; C19 H34 O2; 34.723";
36;34.765;1252047;5561292;79.1;0.268;C19 H34 O2;"Cpd 36: Methyl 7,8-octadecadienoate; C19 H34 O2; 34.765";
37;35.395;2867030;12833660;74.1;0.28;;Cpd 37: 35.395;
38;35.935;1261353;5855447;55.1;0.27;;Cpd 38: 35.935;
39;36.24;73592;361747;149;0.198;;Cpd 39: 36.240;
40;37.39;705240;3349290;79.1;0.313;C13 H18 O;"Cpd 40: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 37.390";

