#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.072;259212;2049964;91.1;0.42;;Cpd 1: 6.072;
2;8.133;68581;524665;74.07;0.371;;Cpd 2: 8.133;
3;12.102;308148;2379702;74.09;0.544;;Cpd 3: 12.102;
4;14.798;187118;1377364;74.08;0.416;;Cpd 4: 14.798;
5;17.881;446606;3236154;74.09;0.469;;Cpd 5: 17.881;
6;21.191;233811;1646397;74.09;0.412;;Cpd 6: 21.191;
7;24.625;522660;3716801;74.09;0.462;;Cpd 7: 24.625;
8;26.846;233081;1642151;55.1;0.391;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 26.846";
9;28.083;263611;1876306;74.08;0.482;C16 H32 O2;"Cpd 9: Methyl 13-methyltetradecanoate; C16 H32 O2; 28.083";
10;30.317;249644;1793588;55.1;0.486;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 30.317";
11;31.541;858020;6235179;74.1;0.486;;Cpd 11: 31.541;
12;33.277;258025;1851776;55.1;0.466;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 33.277";
13;34.876;293073;2043798;74.09;0.453;;Cpd 13: 34.876;
14;36.591;276229;2001873;55.1;0.491;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 36.591";
15;38.165;638965;4642742;74.1;0.466;C19 H38 O2;"Cpd 15: Methyl stearate; C19 H38 O2; 38.165";
16;39.105;283695;2075739;55.1;0.414;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 39.105";
17;39.559;584490;4204162;55.1;0.449;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 39.559";
18;40.906;268704;1938966;67.1;0.477;C19 H34 O2;"Cpd 18: Methyl 11,12-octadecadienoate; C19 H34 O2; 40.906";
19;41.937;256207;1825948;67.1;0.42;C19 H34 O2;"Cpd 19: Methyl 10,11-octadecadienoate; C19 H34 O2; 41.937";
20;43.573;222933;1670872;79.09;0.52;C15 H26 O2;"Cpd 20: Methyl 10,11-tetradecadienoate; C15 H26 O2; 43.573";
21;44.381;671981;4814952;74.1;0.382;;Cpd 21: 44.381;
22;44.719;207469;1382329;79.1;0.307;C12 H20;"Cpd 22: Cyclododecyne; C12 H20; 44.719";
23;45.663;314092;2297078;55.1;0.458;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 45.663";
24;47.296;356449;2585913;74.08;0.45;;Cpd 24: 47.296;
25;47.93;267843;2007028;67.1;0.523;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 47.930";
26;49.46;242530;1811306;79.1;0.497;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 49.460";
27;50.177;722582;5583319;74.09;0.428;;Cpd 27: 50.177;
28;50.56;453778;3333230;79.1;0.428;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 50.560";
29;51.38;334536;2549439;55.1;0.503;;Cpd 29: 51.380;
30;52.877;373192;2807584;74.08;0.404;;Cpd 30: 52.877;
31;53.252;204999;1553170;79.09;0.284;C13 H20 N2;"Cpd 31: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 53.252";
32;53.528;293073;2301662;67.1;0.449;C15 H26 O2;"Cpd 32: Methyl 12,13-tetradecadienoate; C15 H26 O2; 53.528";
33;55.589;722904;6001147;74.1;0.499;;Cpd 33: 55.589;
34;56.739;353994;2752839;55.1;0.481;;Cpd 34: 56.739;
35;59.785;189147;1489487;79.09;0.502;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 59.785";

