#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;7.329;211333;725659;74.09;0.219;;Cpd 1: 7.329;
2;9.001;1159589;3125549;74.1;0.178;;Cpd 2: 9.001;
3;9.856;753330;1887400;74.1;0.181;;Cpd 3: 9.856;
4;10.701;1778013;4225182;74.1;0.16;;Cpd 4: 10.701;
5;11.513;982611;2235576;74.1;0.145;;Cpd 5: 11.513;
6;12.296;2133628;4775183;74.1;0.177;;Cpd 6: 12.296;
7;12.836;986480;2246916;55.1;0.169;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 12.836";
8;13.046;1084719;2368026;74.1;0.152;;Cpd 8: 13.046;
9;13.574;1059858;2317510;55.1;0.169;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 13.574";
10;13.772;3357140;7416019;74.1;0.159;;Cpd 10: 13.772;
11;14.188;1062337;2369191;55.1;0.176;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 14.188";
12;14.452;1145313;2504030;74.1;0.152;;Cpd 12: 14.452;
13;14.864;1118353;2475926;55.1;0.153;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 14.864";
14;15.12;2419581;5445223;74.1;0.16;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 15.120";
15;15.338;1137892;2567563;55.1;0.123;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.338";
16;15.462;2300747;5125046;55.1;0.148;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.462";
17;15.709;1090330;2348664;67.1;0.145;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 15.709";
18;15.981;1028673;2262399;67.1;0.148;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 15.981";
19;16.352;3529915;7865575;74.1;0.156;;Cpd 19: 16.352;
20;16.575;900188;1957460;79.1;0.097;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 16.575";
21;16.669;1194510;2681873;55.1;0.165;C21 H40 O2;"Cpd 21: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 16.669";
22;16.925;1311945;2872122;74.09;0.172;;Cpd 22: 16.925;
23;17.167;1030110;2308670;67.1;0.138;C15 H26 O2;"Cpd 23: Methyl 12,13-tetradecadienoate; C15 H26 O2; 17.167";
24;17.51;2938293;8308249;74.1;0.206;;Cpd 24: 17.510;
25;17.745;882161;1936613;79.1;0.078;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.745";
26;17.817;1528802;5058193;55.1;0.206;;Cpd 26: 17.817;
27;18.071;1145706;2937450;74.1;0.199;;Cpd 27: 18.071;
28;18.335;932554;2295585;67.1;0.105;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.335";
29;18.434;684948;1899643;79.1;0.179;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 18.434";
30;18.677;2070389;5989665;74.1;0.214;C25 H50 O2;"Cpd 30: Tetracosanoic acid, methyl ester; C25 H50 O2; 18.677";
31;19.023;953812;2846125;55.1;0.184;;Cpd 31: 19.023;
32;20.099;480149;1698918;79.1;0.246;C13 H18 O;"Cpd 32: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 20.099";

