#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.499;950108;5928796;74.09;0.301;;Cpd 1: 5.499;
2;5.932;531323;3105945;74.08;0.287;;Cpd 2: 5.932;
3;6.459;1249048;6670133;74.09;0.3;;Cpd 3: 6.459;
4;7.069;721774;3439005;74.09;0.231;;Cpd 4: 7.069;
5;7.758;1689869;7253055;74.1;0.26;;Cpd 5: 7.758;
6;8.318;853273;3435825;55.1;0.198;C15 H28 O2;"Cpd 6: Methyl myristoleate; C15 H28 O2; 8.318";
7;8.5;966236;3762955;74.1;0.28;;Cpd 7: 8.500;
8;9.097;983496;3561610;55.1;0.193;C16 H30 O2;"Cpd 8: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 9.097";
9;9.289;3436384;11759792;74.1;0.243;;Cpd 9: 9.289;
10;9.801;1032446;3591173;55.1;0.23;C17 H32 O2;"Cpd 10: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 9.801";
11;10.095;1212743;3912002;74.1;0.239;;Cpd 11: 10.095;
12;10.618;1202164;3840094;55.1;0.239;C18 H34 O2;"Cpd 12: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 10.618";
13;10.919;2793604;8634972;74.1;0.23;C37 H77 N O2;"Cpd 13: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 10.919";
14;11.22;1307072;3985051;55.1;0.15;C19 H36 O2;"Cpd 14: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 11.220";
15;11.377;2672935;8308687;55.1;0.214;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 11.377";
16;11.74;3267070;12450499;74.1;0.243;;Cpd 16: 11.740;
17;12.066;1168356;3577280;67.1;0.206;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 12.066";
18;12.556;4237838;12860056;74.1;0.217;;Cpd 18: 12.556;
19;12.865;1025320;3020357;79.1;0.134;C19 H34 O2;"Cpd 19: Methyl 8,9-octadecadienoate; C19 H34 O2; 12.865";
20;12.993;1440374;4486389;55.1;0.227;C21 H40 O2;"Cpd 20: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 12.993";
21;13.347;1564048;4870364;74.09;0.214;;Cpd 21: 13.347;
22;13.669;1265604;3957768;67.1;0.235;C15 H26 O2;"Cpd 22: Methyl 12,13-tetradecadienoate; C15 H26 O2; 13.669";
23;14.139;4165150;13979480;74.1;0.223;;Cpd 23: 14.139;
24;14.439;1135188;2961284;79.1;0.077;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 14.439";
25;14.51;1156738;2795979;79.1;0.049;C19 H34 O2;"Cpd 25: Methyl 7,8-octadecadienoate; C19 H34 O2; 14.510";
26;14.551;1660461;5960235;55.1;0.206;;Cpd 26: 14.551;
27;14.887;1499994;5031806;74.09;0.214;;Cpd 27: 14.887;
28;15.202;1301760;3740985;67.1;0.106;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 15.202";
29;15.297;992377;3313710;79.1;0.19;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 15.297";
30;15.635;3047520;10278942;74.1;0.222;;Cpd 30: 15.635;
31;16.041;1337676;4886966;55.1;0.227;;Cpd 31: 16.041;
32;16.468;60482;198594;149;0.123;;Cpd 32: 16.468;
33;17.238;693404;2840291;79.1;0.238;C13 H18 O;"Cpd 33: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 17.238";

