#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.616;515029;2727815;74.08;0.293;;Cpd 1: 5.616;
2;6.845;975065;4427870;74.1;0.313;;Cpd 2: 6.845;
3;8.473;1660888;5576866;74.1;0.237;;Cpd 3: 8.473;
4;9.357;990759;2954658;74.09;0.21;;Cpd 4: 9.357;
5;10.245;2302479;6340872;74.1;0.21;;Cpd 5: 10.245;
6;11.123;1268718;3332455;74.1;0.206;;Cpd 6: 11.123;
7;11.976;2795559;7179361;74.1;0.202;;Cpd 7: 11.976;
8;12.569;1295252;3377581;55.1;0.194;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 12.569";
9;12.8;1497287;3667239;74.1;0.166;;Cpd 9: 12.800;
10;13.381;1404799;3522861;55.1;0.182;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 13.381";
11;13.596;4925451;11991261;74.1;0.18;;Cpd 11: 13.596;
12;14.06;1476240;3773564;55.1;0.181;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 14.060";
13;14.354;1708301;4138296;74.09;0.174;;Cpd 13: 14.354;
14;14.808;1627359;4080942;55.1;0.185;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 14.808";
15;15.088;3763577;9313097;74.1;0.185;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 15.088";
16;15.335;1719705;4299276;55.1;0.132;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.335";
17;15.467;3515506;8960311;55.1;0.177;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.467";
18;15.785;4046686;13400746;74.1;0.213;;Cpd 18: 15.785;
19;16.044;1519960;3786299;67.1;0.178;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.044";
20;16.456;5436466;13980543;74.1;0.206;;Cpd 20: 16.456;
21;16.708;1333803;3221041;79.1;0.111;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 16.708";
22;16.815;1884118;4889627;55.1;0.173;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 16.815";
23;17.099;2143681;5428646;74.1;0.177;;Cpd 23: 17.099;
24;17.363;1637882;4233981;67.1;0.178;C19 H34 O2;"Cpd 24: Methyl 10,11-octadecadienoate; C19 H34 O2; 17.363";
25;17.734;5203273;15460422;74.1;0.214;;Cpd 25: 17.734;
26;17.982;1447054;3261412;79.1;0.074;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.982";
27;18.064;2445633;9720195;55.1;0.206;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.064";
28;18.336;2022098;5789858;74.1;0.21;;Cpd 28: 18.336;
29;18.612;1568261;4233886;67.1;0.1;C15 H26 O2;"Cpd 29: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.612";
30;18.707;1162976;3728654;79.1;0.194;C13 H20 N2;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 18.707";
31;18.971;3788913;11795720;74.1;0.214;;Cpd 31: 18.971;
32;19.334;1643644;5517982;55.1;0.219;;Cpd 32: 19.334;
33;19.799;66372;209840;149;0.133;;Cpd 33: 19.799;
34;20.447;752447;3002220;79.1;0.238;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 20.447";

