#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.221;772780;4363686;74.1;0.259;;Cpd 1: 5.221;
2;6.124;1079588;6271709;74.1;0.346;;Cpd 2: 6.124;
3;6.755;615864;3430313;74.1;0.411;;Cpd 3: 6.755;
4;7.5;1407791;7358364;74.1;0.365;;Cpd 4: 7.500;
5;8.337;813220;3862721;74.1;0.371;;Cpd 5: 8.337;
6;9.264;1926869;8263518;74.1;0.3;;Cpd 6: 9.264;
7;9.974;937174;3777715;55.1;0.237;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 9.974";
8;10.238;1107991;4192796;74.1;0.26;C16 H32 O2;"Cpd 8: Methyl 13-methyltetradecanoate; C16 H32 O2; 10.238";
9;10.98;1062907;3995865;55.1;0.249;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 10.980";
10;11.248;3834738;14021837;74.1;0.255;;Cpd 10: 11.248;
11;11.862;1155242;4341806;55.1;0.26;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 11.862";
12;12.257;1371581;4905244;74.1;0.268;;Cpd 12: 12.257;
13;12.884;1294788;4625935;55.1;0.247;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 12.884";
14;13.276;3093207;10791771;74.1;0.247;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 13.276";
15;13.626;1429256;4908640;55.1;0.175;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.626";
16;13.81;2881727;10365285;55.1;0.227;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.810";
17;14.269;3322204;15504715;74.1;0.297;;Cpd 17: 14.269;
18;14.628;1221849;4390594;67.1;0.239;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 14.628";
19;15.25;3791589;16213968;74.1;0.287;;Cpd 19: 15.250;
20;15.58;998595;3221635;79.1;0.149;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.580";
21;15.759;1507251;5271753;55.1;0.234;C21 H40 O2;"Cpd 21: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 15.759";
22;16.194;1723015;6090759;74.1;0.243;;Cpd 22: 16.194;
23;16.552;1307642;4676278;67.1;0.235;C15 H26 O2;"Cpd 23: Methyl 12,13-tetradecadienoate; C15 H26 O2; 16.552";
24;17.125;4321306;17119368;74.1;0.26;;Cpd 24: 17.125;
25;17.455;1174273;3469747;79.1;0.092;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.455";
26;17.521;1216238;4140073;79.1;0.078;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 17.521";
27;17.608;1681852;6632749;55.1;0.235;;Cpd 27: 17.608;
28;18.012;1707587;6300017;74.1;0.264;;Cpd 28: 18.012;
29;18.367;1333034;4132931;67.1;0.102;C15 H26 O2;"Cpd 29: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.367";
30;18.449;956264;3543354;79.1;0.173;C13 H20 N2;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 18.449";
31;18.898;3350003;12670392;74.1;0.251;;Cpd 31: 18.898;
32;19.355;1521764;5886721;55.1;0.242;;Cpd 32: 19.355;
33;19.739;66273;227072;149;0.139;;Cpd 33: 19.739;
34;20.629;739139;3165179;79.1;0.272;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 20.629";

