#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.716;82992;558885;74.08;0.298;;Cpd 1: 6.716;
2;9.103;387619;2466285;74.08;0.389;;Cpd 2: 9.103;
3;10.735;250022;1506281;74.09;0.433;;Cpd 3: 10.735;
4;12.623;604681;3412773;74.1;0.408;;Cpd 4: 12.623;
5;14.688;334255;1791017;74.1;0.369;;Cpd 5: 14.688;
6;16.873;748535;3914499;74.1;0.342;;Cpd 6: 16.873;
7;18.357;344150;1795129;55.1;0.33;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 18.357";
8;19.086;383934;1992413;74.09;0.371;C16 H32 O2;"Cpd 8: Methyl 13-methyltetradecanoate; C16 H32 O2; 19.086";
9;20.599;364102;1898093;55.1;0.361;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 20.599";
10;21.329;1252783;6494546;74.1;0.359;;Cpd 10: 21.329;
11;22.524;374122;1976736;55.1;0.37;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 22.524";
12;23.513;440592;2187706;74.09;0.319;;Cpd 12: 23.513;
13;24.704;420945;2162944;55.1;0.35;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 24.705";
14;25.677;950404;5034152;74.1;0.346;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 25.677";
15;26.333;445466;2272075;55.1;0.295;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 26.333";
16;26.658;880941;4578739;55.1;0.349;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 26.658";
17;27.532;418644;2166156;67.1;0.345;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 27.532";
18;28.274;385876;2040549;67.1;0.342;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 28.274";
19;29.399;347868;1820634;79.1;0.303;C19 H32 O2;"Cpd 19: Methyl .gamma.-linolenate; C19 H32 O2; 29.399";
20;29.784;1040566;5635457;74.1;0.367;;Cpd 20: 29.784;
21;30.154;339141;1787352;79.1;0.35;C12 H20;"Cpd 21: Cyclododecyne; C12 H20; 30.154";
22;30.698;481098;2569540;55.1;0.363;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 30.698";
23;31.716;567658;2898395;74.1;0.321;;Cpd 23: 31.716;
24;32.244;425069;2277986;67.1;0.383;C19 H34 O2;"Cpd 24: Methyl 11,12-octadecadienoate; C19 H34 O2; 32.244";
25;33.299;383468;1937533;79.1;0.264;C19 H34 O2;"Cpd 25: Methyl 7,8-octadecadienoate; C19 H34 O2; 33.299";
26;33.635;1073227;6073937;74.1;0.349;C23 H46 O2;"Cpd 26: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 33.635";
27;34.049;525695;3927885;79.1;0.404;C20 H34;"Cpd 27: Icosa-9,11-diyne; C20 H34; 34.049";
28;34.49;516946;2824712;55.1;0.367;;Cpd 28: 34.490;
29;35.43;583927;3125637;74.09;0.33;;Cpd 29: 35.430;
30;35.949;541982;4328704;67.1;0.431;C19 H34 O2;"Cpd 30: Methyl 8,9-octadecadienoate; C19 H34 O2; 35.949";
31;37.231;1098246;6589952;74.1;0.362;C25 H50 O2;"Cpd 31: Tetracosanoic acid, methyl ester; C25 H50 O2; 37.231";
32;38.043;554541;3098768;55.1;0.366;;Cpd 32: 38.043;
33;40.244;311138;1745766;79.1;0.342;C22 H34 O2;"Cpd 33: Heneicosapentaenoic Acid methyl ester; C22 H34 O2; 40.244";

