#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.024;54460;397124;84;0.251;;Cpd 1: 6.024;
2;6.448;813726;3752382;74.1;0.271;;Cpd 2: 6.448;
3;8.077;1642179;5494558;74.1;0.234;;Cpd 3: 8.077;
4;9.89;2467778;7004810;74.1;0.214;;Cpd 4: 9.890;
5;10.785;1388324;3717907;74.1;0.18;;Cpd 5: 10.785;
6;11.65;3077350;8006267;74.1;0.185;;Cpd 6: 11.650;
7;12.475;1684344;4204154;74.1;0.177;;Cpd 7: 12.475;
8;13.266;3715404;9015677;74.1;0.181;;Cpd 8: 13.266;
9;13.81;1690902;4209931;55.1;0.177;C15 H28 O2;"Cpd 9: Methyl myristoleate; C15 H28 O2; 13.810";
10;14.02;1946028;4655790;74.1;0.176;C16 H32 O2;"Cpd 10: Methyl 13-methyltetradecanoate; C16 H32 O2; 14.020";
11;14.551;1767261;4333617;55.1;0.148;C16 H30 O2;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.551";
12;14.742;6269586;15135803;74.1;0.177;;Cpd 12: 14.742;
13;15.162;1894390;4715027;55.1;0.173;C17 H32 O2;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.162";
14;15.426;2243833;5397119;74.1;0.177;;Cpd 14: 15.426;
15;15.838;2107665;5155523;55.1;0.177;C18 H34 O2;"Cpd 15: Methyl 8-heptadecenoate; C18 H34 O2; 15.838";
16;16.09;4952191;12064933;74.1;0.176;C37 H77 N O2;"Cpd 16: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.090";
17;16.316;2273394;5457034;55.1;0.118;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.316";
18;16.436;4670309;11505103;55.1;0.177;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.436";
19;16.716;5531303;17433256;74.1;0.209;;Cpd 19: 16.716;
20;16.959;1965732;4963801;67.1;0.177;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.959";
21;17.326;7343176;18243992;74.1;0.184;;Cpd 21: 17.326;
22;17.553;1712788;4101150;79.1;0.103;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.553";
23;17.648;2562992;6617561;55.1;0.165;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.648";
24;17.899;2891383;7150294;74.1;0.173;;Cpd 24: 17.899;
25;18.142;2127174;5534489;67.1;0.181;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.142";
26;18.482;6043934;19985411;74.1;0.239;;Cpd 26: 18.482;
27;18.724;1761917;4016922;79.1;0.074;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.724";
28;18.79;3715897;12379860;55.1;0.194;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.790";
29;19.041;2569461;7314408;74.1;0.202;;Cpd 29: 19.041;
30;19.309;1934087;5408928;67.1;0.111;C15 H26 O2;"Cpd 30: Methyl 12,13-tetradecadienoate; C15 H26 O2; 19.309";
31;19.411;1373393;4418800;79.1;0.194;C13 H20 N2;"Cpd 31: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 19.411";
32;19.639;4625610;15059229;74.1;0.239;;Cpd 32: 19.639;
33;19.985;1997184;6945026;55.1;0.229;;Cpd 33: 19.985;
34;20.471;72811;225774;149;0.116;;Cpd 34: 20.471;
35;21.069;846568;3635472;79.1;0.267;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 21.069";

