#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.105;950863;4568872;74.1;0.279;;Cpd 1: 6.105;
2;7.369;1559159;5759857;74.1;0.253;;Cpd 2: 7.369;
3;8.09;954873;3058669;74.1;0.231;;Cpd 3: 8.090;
4;8.839;2300782;6547518;74.1;0.19;;Cpd 4: 8.839;
5;9.59;1332736;3443956;74.1;0.185;;Cpd 5: 9.590;
6;10.336;2945771;7368715;74.1;0.183;;Cpd 6: 10.336;
7;10.864;1368640;3454651;55.1;0.176;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 10.864";
8;11.057;1583155;3880130;74.1;0.173;;Cpd 8: 11.057;
9;11.581;1488197;3600912;55.1;0.164;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 11.581";
10;11.762;5223452;12557906;74.1;0.177;;Cpd 10: 11.762;
11;12.183;1564580;3869640;55.1;0.169;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 12.183";
12;12.438;1877192;4443996;74.1;0.181;;Cpd 12: 12.438;
13;12.85;1740248;4257725;55.1;0.184;C18 H34 O2;"Cpd 13: Methyl 8-heptadecenoate; C18 H34 O2; 12.850";
14;13.094;4178568;9999378;74.1;0.176;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 13.094";
15;13.32;1893448;4552180;55.1;0.124;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.320";
16;13.44;3894331;9535313;55.1;0.177;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.440";
17;13.716;4690337;14335135;74.1;0.204;;Cpd 17: 13.716;
18;13.959;1644394;4002169;67.1;0.177;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 13.959";
19;14.325;5913424;14962871;74.1;0.154;;Cpd 19: 14.325;
20;14.557;1430581;3342148;79.1;0.1;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 14.557";
21;14.643;2187658;5470484;55.1;0.157;C21 H40 O2;"Cpd 21: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 14.643";
22;14.895;2483727;6036888;74.1;0.173;;Cpd 22: 14.895;
23;15.138;1787829;4582551;67.1;0.193;C15 H26 O2;"Cpd 23: Methyl 12,13-tetradecadienoate; C15 H26 O2; 15.138";
24;15.472;5248741;17572346;74.1;0.247;;Cpd 24: 15.472;
25;15.719;1497813;3489853;79.1;0.078;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.719";
26;15.785;3239306;10496323;55.1;0.214;C15 H26 O2;"Cpd 26: Methyl 12,13-tetradecadienoate; C15 H26 O2; 15.785";
27;16.037;2283567;6429708;74.1;0.178;;Cpd 27: 16.037;
28;16.3;1659736;4676021;67.1;0.11;C19 H34 O2;"Cpd 28: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.301";
29;16.408;1141221;3686690;79.1;0.186;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 16.408";
30;16.634;4208806;13343510;74.1;0.214;;Cpd 30: 16.634;
31;16.983;1780095;6187622;55.1;0.209;;Cpd 31: 16.983;
32;17.467;64401;214354;149;0.13;;Cpd 32: 17.467;
33;18.061;734127;3133495;79.1;0.284;C13 H18 O;"Cpd 33: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 18.061";

