#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.224;910276;6401640;74.08;0.291;;Cpd 1: 5.224;
2;6.131;1153333;7280775;74.09;0.309;;Cpd 2: 6.131;
3;6.757;633564;3665475;74.1;0.329;;Cpd 3: 6.757;
4;7.499;1462020;7649711;74.1;0.408;;Cpd 4: 7.499;
5;8.344;822330;3776269;74.09;0.247;;Cpd 5: 8.344;
6;9.269;1935120;8056270;74.1;0.286;;Cpd 6: 9.269;
7;9.977;940194;3778313;55.1;0.243;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 9.977";
8;10.244;1069957;4080987;74.09;0.276;;Cpd 8: 10.244;
9;10.986;1052367;3842114;55.1;0.247;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 10.986";
10;11.254;3631583;12707411;74.1;0.249;;Cpd 10: 11.254;
11;11.873;1118723;4029907;55.1;0.25;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 11.873";
12;12.264;1267877;4293497;74.09;0.237;;Cpd 12: 12.264;
13;12.891;1232841;4203357;55.1;0.246;C18 H34 O2;"Cpd 13: Methyl 8-heptadecenoate; C18 H34 O2; 12.891";
14;13.282;2789959;9470006;74.1;0.243;C19 H38 O2;"Cpd 14: Methyl stearate; C19 H38 O2; 13.282";
15;13.633;1312481;4408667;55.1;0.177;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.633";
16;13.818;2700321;9233244;55.1;0.223;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.818";
17;14.226;1253123;2796485;67.1;0.082;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 14.226";
18;14.28;3013351;10905520;74.09;0.218;;Cpd 18: 14.280;
19;14.638;1157688;3890160;67.1;0.231;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 14.638";
20;15.257;3429916;14294858;74.1;0.277;;Cpd 20: 15.257;
21;15.587;1017476;3386876;79.1;0.181;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.587";
22;15.768;1406964;4899969;55.1;0.239;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 15.768";
23;16.207;1589699;5403098;74.09;0.235;;Cpd 23: 16.207;
24;16.561;1226164;4316800;67.1;0.222;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 16.561";
25;17.136;4031627;15485937;74.1;0.26;;Cpd 25: 17.136;
26;17.468;1125900;3164889;79.1;0.085;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.468";
27;17.528;1157619;3974676;79.1;0.082;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 17.528";
28;17.619;1543426;5820157;55.1;0.243;;Cpd 28: 17.619;
29;18.027;1574412;5655727;74.1;0.246;;Cpd 29: 18.027;
30;18.377;1290061;3909629;67.1;0.107;C19 H34 O2;"Cpd 30: Methyl 11,12-octadecadienoate; C19 H34 O2; 18.377";
31;18.455;1021291;3788949;79.1;0.206;C13 H20 N2;"Cpd 31: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 18.455";
32;18.909;3058315;11391712;74.1;0.251;;Cpd 32: 18.909;
33;19.366;1396620;5382230;55.1;0.247;;Cpd 33: 19.366;
34;19.746;62892;205246;149;0.12;;Cpd 34: 19.746;
35;20.636;751566;3106587;79.1;0.292;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 20.636";

