#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;10.767;759295;6606955;91.1;0.618;C8 H10;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 10.767";
2;17.98;205322;1741560;74.1;0.589;;Cpd 2: 17.980;
3;26.747;906136;7567780;74.1;0.552;;Cpd 3: 26.747;
4;31.195;568417;4620564;74.1;0.544;;Cpd 4: 31.195;
5;35.535;1399233;11039792;74.1;0.507;;Cpd 5: 35.535;
6;39.703;785264;6077502;74.1;0.498;;Cpd 6: 39.703;
7;43.709;1801039;13763245;74.1;0.503;;Cpd 7: 43.709;
8;46.1;754271;5927179;55.1;0.527;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 46.100";
9;47.522;940380;7136858;74.1;0.495;;Cpd 9: 47.522;
10;49.851;822833;6396293;55.1;0.523;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 49.851";
11;51.207;3029950;23921518;74.1;0.519;;Cpd 11: 51.207;
12;52.967;866366;6582061;55.1;0.507;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 52.967";
13;54.661;1062842;7717724;74.1;0.46;;Cpd 13: 54.661;
14;56.405;937964;7194841;55.1;0.499;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 56.405";
15;58.05;2230737;17400178;74.1;0.503;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 58.050";
16;58.981;963794;7337734;55.1;0.426;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 58.981";
17;59.439;1982429;15188097;55.1;0.493;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 59.439";
18;60.807;764285;5908328;67.1;0.515;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 60.807";
19;61.838;723854;5669160;67.1;0.519;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 61.838";
20;62.576;39223;275370;74.05;0.247;;Cpd 20: 62.576;
21;63.487;568767;4499588;79.1;0.528;C19 H34 O2;"Cpd 21: Methyl 7,8-octadecadienoate; C19 H34 O2; 63.487";
22;64.332;2164466;16556052;74.1;0.366;;Cpd 22: 64.332;
23;64.645;520571;3712994;79.1;0.322;C19 H34 O2;"Cpd 23: Methyl 8,9-octadecadienoate; C19 H34 O2; 64.645";
24;65.609;947855;7429239;55.1;0.519;C21 H40 O2;"Cpd 24: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 65.609";
25;67.256;1052341;8132288;74.1;0.482;;Cpd 25: 67.256;
26;67.889;685004;5482665;67.1;0.527;C15 H26 O2;"Cpd 26: Methyl 12,13-tetradecadienoate; C15 H26 O2; 67.889";
27;69.414;527121;4487599;79.1;0.479;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 69.414";
28;70.152;2096770;17036266;74.1;0.42;C23 H46 O2;"Cpd 28: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 70.152";
29;70.523;1023898;7995902;79.1;0.474;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 70.523";
30;71.36;911269;7355984;55.1;0.523;C23 H44 O2;"Cpd 30: Methyl 11-docosenoate; C23 H44 O2; 71.360";
31;72.86;1000808;7395152;74.1;0.374;;Cpd 31: 72.860;
32;73.214;325299;2157515;79.1;0.247;C13 H20 N2;"Cpd 32: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 73.214";
33;73.503;626391;4508955;67.1;0.316;C19 H34 O2;"Cpd 33: Methyl 9,10-octadecadienoate; C19 H34 O2; 73.503";
34;75.572;1986723;18033019;74.1;0.544;;Cpd 34: 75.572;
35;76.718;918966;7788493;55.1;0.544;;Cpd 35: 76.718;
36;79.768;234861;2055359;79.1;0.552;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 79.768";
37;81.388;44901;331266;73.07;0.486;;Cpd 37: 81.388;

