#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.81;562026;3046001;74.09;0.262;;Cpd 1: 5.810;
2;7.298;1050373;5057206;74.1;0.329;;Cpd 2: 7.298;
3;9.334;1673325;6383255;74.1;0.275;;Cpd 3: 9.334;
4;10.455;976762;3379564;74.09;0.243;;Cpd 4: 10.455;
5;11.593;2236377;7234428;74.1;0.243;;Cpd 5: 11.593;
6;12.714;1197016;3744847;74.1;0.239;;Cpd 6: 12.714;
7;13.814;2595110;7870777;74.1;0.214;;Cpd 7: 13.814;
8;14.565;1198890;3710249;55.1;0.218;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 14.565";
9;14.876;1342496;4003704;74.1;0.188;;Cpd 9: 14.876;
10;15.607;1265775;3836109;55.1;0.235;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.607";
11;15.9;4319573;12871150;74.1;0.21;;Cpd 11: 15.900;
12;16.481;1324219;4038211;55.1;0.23;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.481";
13;16.879;1477847;4407431;74.1;0.181;;Cpd 13: 16.879;
14;17.45;1425828;4194930;55.1;0.211;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 17.450";
15;17.825;3323962;9777557;74.1;0.214;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 17.825";
16;18.14;1515926;4486227;55.1;0.154;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 18.140";
17;18.303;3083668;9441677;55.1;0.214;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 18.303";
18;18.666;1400908;3171144;67.1;0.082;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 18.666";
19;18.728;3413295;10883935;74.1;0.169;;Cpd 19: 18.728;
20;19.038;1335181;3925218;67.1;0.194;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.038";
21;19.598;3898604;14769765;74.1;0.251;;Cpd 21: 19.598;
22;19.882;1147995;3419205;79.1;0.155;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.882";
23;20.043;1649966;5084137;55.1;0.21;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 20.043";
24;20.426;1854336;5657405;74.1;0.213;;Cpd 24: 20.426;
25;20.739;1434246;4412479;67.1;0.205;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 20.739";
26;21.238;4928484;15976830;74.1;0.218;;Cpd 26: 21.238;
27;21.531;1313391;3426847;79.1;0.084;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 21.531";
28;21.588;1333987;3748496;79.1;0.062;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 21.588";
29;21.658;1848017;6347492;55.1;0.19;;Cpd 29: 21.659;
30;22.005;1841988;5850210;74.1;0.21;;Cpd 30: 22.005;
31;22.314;1483788;4108240;67.1;0.091;C19 H34 O2;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 22.314";
32;22.396;1190858;4087388;79.1;0.208;C13 H20 N2;"Cpd 32: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 22.396";
33;22.766;3594485;11775509;74.1;0.198;;Cpd 33: 22.766;
34;23.167;1597166;5634493;55.1;0.226;;Cpd 34: 23.167;
35;23.563;67343;233172;149;0.143;;Cpd 35: 23.563;
36;24.363;784437;3182515;79.1;0.254;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 24.363";

