#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.221;420399;3054187;74.1;0.352;;Cpd 1: 6.221;
2;8.368;700689;4560496;74.1;0.458;;Cpd 2: 8.368;
3;11.583;992868;5591965;74.1;0.39;;Cpd 3: 11.583;
4;13.446;550584;2926737;74.1;0.337;;Cpd 4: 13.446;
5;15.371;1229721;6295744;74.1;0.338;;Cpd 5: 15.371;
6;17.3;644976;3218099;74.1;0.342;;Cpd 6: 17.300;
7;19.205;1394900;6883076;74.1;0.342;;Cpd 7: 19.205;
8;20.454;615685;3111742;55.1;0.342;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 20.454";
9;21.056;705651;3459440;74.1;0.313;;Cpd 9: 21.056;
10;22.28;641809;3257912;55.1;0.366;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 22.280";
11;22.849;2353595;11400443;74.1;0.322;;Cpd 11: 22.849;
12;23.809;674753;3398523;55.1;0.338;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 23.809";
13;24.559;791106;3835881;74.1;0.334;;Cpd 13: 24.559;
14;25.507;709382;3326117;55.1;0.237;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 25.507";
15;26.225;1803340;8800954;74.1;0.322;C19 H38 O2;"Cpd 15: Methyl stearate; C19 H38 O2; 26.225";
16;26.744;797170;3955593;55.1;0.247;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 26.744";
17;26.999;1663095;8535006;55.1;0.35;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 26.999";
18;27.667;692024;3068952;67.1;0.159;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 27.667";
19;27.811;1867336;9545797;74.1;0.301;;Cpd 19: 27.811;
20;28.253;650947;3131632;67.1;0.248;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 28.253";
21;29.131;585389;2940796;79.1;0.227;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 29.131";
22;29.344;2060196;10220235;74.1;0.317;;Cpd 22: 29.344;
23;29.704;557407;2775082;79.1;0.313;C19 H34 O2;"Cpd 23: Methyl 8,9-octadecadienoate; C19 H34 O2; 29.704";
24;30.066;887228;4610943;55.1;0.363;C21 H40 O2;"Cpd 24: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 30.066";
25;30.804;1033652;5200463;74.1;0.341;;Cpd 25: 30.804;
26;31.257;741369;3851492;67.1;0.338;C15 H26 O2;"Cpd 26: Methyl 12,13-tetradecadienoate; C15 H26 O2; 31.257";
27;32.074;632594;2961125;79.1;0.17;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 32.074";
28;32.234;2242893;11692030;74.1;0.33;C23 H46 O2;"Cpd 28: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 32.234";
29;32.663;822923;6305969;79.1;0.29;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 32.663";
30;32.923;967842;5068378;55.1;0.334;C23 H44 O2;"Cpd 30: Methyl 11-docosenoate; C23 H44 O2; 32.923";
31;33.586;1039068;5537403;74.1;0.337;;Cpd 31: 33.586;
32;34.048;1293750;7443141;67.1;0.371;C19 H34 O2;"Cpd 32: Methyl 8,9-octadecadienoate; C19 H34 O2; 34.048";
33;34.925;2150566;11583831;74.1;0.326;;Cpd 33: 34.925;
34;35.573;930992;5095775;55.1;0.254;;Cpd 34: 35.573;
35;35.775;83607;556415;149;0.28;;Cpd 35: 35.775;
36;37.337;436660;2588239;79.1;0.386;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 37.337";

