#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.967;970706;5284957;74.1;0.269;;Cpd 1: 5.967;
2;7.352;1436522;6983421;74.1;0.362;;Cpd 2: 7.352;
3;8.209;859140;3708724;74.1;0.338;;Cpd 3: 8.209;
4;9.149;2089939;8043965;74.1;0.295;;Cpd 4: 9.149;
5;10.13;1194639;4229112;74.1;0.272;;Cpd 5: 10.130;
6;11.132;2707512;8997632;74.1;0.223;;Cpd 6: 11.132;
7;11.844;1257736;4181057;55.1;0.214;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 11.844";
8;12.125;1440631;4569227;74.1;0.206;;Cpd 8: 12.125;
9;12.838;1368388;4362288;55.1;0.214;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 12.838";
10;13.106;4899878;14945746;74.1;0.218;;Cpd 10: 13.106;
11;13.68;1451828;4657692;55.1;0.218;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 13.680";
12;14.054;1701663;5211661;74.1;0.214;;Cpd 12: 14.054;
13;14.619;1571850;4941703;55.1;0.235;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 14.619";
14;14.986;3689256;11507617;74.1;0.217;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 14.986";
15;15.3;1705550;5306352;55.1;0.168;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.300";
16;15.46;3481176;11163683;55.1;0.235;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.460";
17;15.823;1572516;3557764;67.1;0.078;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 15.823";
18;15.876;3995518;13020944;74.1;0.19;;Cpd 18: 15.876;
19;16.19;1462836;4677129;67.1;0.231;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.190";
20;16.742;4523539;17352436;74.1;0.247;;Cpd 20: 16.742;
21;17.03;1241868;3862395;79.1;0.155;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.031";
22;17.183;1772634;5212976;55.1;0.174;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.183";
23;17.562;2077242;6664513;74.1;0.235;;Cpd 23: 17.562;
24;17.88;1601888;5063402;67.1;0.204;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 17.880";
25;18.374;5549503;18468704;74.1;0.223;;Cpd 25: 18.374;
26;18.667;1422234;3846505;79.1;0.081;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.667";
27;18.729;1466614;4008798;79.1;0.058;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 18.729";
28;18.795;2107810;7567060;55.1;0.206;;Cpd 28: 18.795;
29;19.141;2078561;6814746;74.1;0.217;;Cpd 29: 19.141;
30;19.453;1637019;4871187;67.1;0.106;C19 H34 O2;"Cpd 30: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.453";
31;19.537;1270220;4648256;79.1;0.206;C13 H20 N2;"Cpd 31: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 19.537";
32;19.899;4034577;13575618;74.1;0.223;;Cpd 32: 19.899;
33;20.299;1794852;6336270;55.1;0.23;;Cpd 33: 20.299;
34;20.707;74024;245553;149;0.146;;Cpd 34: 20.707;
35;21.499;816382;3468191;79.1;0.259;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 21.499";

