#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.131;1211187;8048619;74.08;0.3;;Cpd 1: 5.131;
2;5.456;636522;4060357;74.07;0.28;;Cpd 2: 5.456;
3;5.86;1423659;8921603;74.1;0.322;;Cpd 3: 5.860;
4;6.342;795854;4693185;74.09;0.338;;Cpd 4: 6.342;
5;6.903;1827913;9942032;74.1;0.272;;Cpd 5: 6.903;
6;7.385;913427;4476788;55.1;0.153;C15 H28 O2;"Cpd 6: Methyl myristoleate; C15 H28 O2; 7.385";
7;7.533;1038232;5314432;74.1;0.235;;Cpd 7: 7.533;
8;8.057;1075996;4831375;55.1;0.159;C16 H30 O2;"Cpd 8: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 8.057";
9;8.214;3698408;16679655;74.1;0.313;;Cpd 9: 8.214;
10;8.68;1200263;5062109;55.1;0.244;C17 H32 O2;"Cpd 10: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 8.680";
11;8.939;1364500;5576533;74.09;0.267;;Cpd 11: 8.939;
12;9.422;1416458;5461560;55.1;0.249;C18 H34 O2;"Cpd 12: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 9.422";
13;9.691;3248930;12021112;74.1;0.263;C37 H77 N O2;"Cpd 13: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 9.691";
14;9.975;1591496;5552948;55.1;0.151;C19 H36 O2;"Cpd 14: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 9.975";
15;10.125;3305393;11623172;55.1;0.231;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 10.125";
16;10.452;4448162;16823529;74.1;0.246;;Cpd 16: 10.452;
17;10.782;1503969;5043084;67.1;0.22;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 10.782";
18;11.233;4465593;17161589;74.1;0.247;;Cpd 18: 11.233;
19;11.544;1344463;4236261;79.1;0.121;C19 H34 O2;"Cpd 19: Methyl 8,9-octadecadienoate; C19 H34 O2; 11.544";
20;11.659;1792291;5993135;55.1;0.202;C21 H40 O2;"Cpd 20: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 11.659";
21;11.99;1830928;6031690;74.09;0.238;;Cpd 21: 11.990;
22;12.316;1573742;5205523;67.1;0.23;C15 H26 O2;"Cpd 22: Methyl 12,13-tetradecadienoate; C15 H26 O2; 12.316";
23;12.763;3918266;16960674;74.1;0.286;;Cpd 23: 12.763;
24;13.069;1437688;3935881;79.1;0.084;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 13.069";
25;13.168;2173421;10924632;55.1;0.243;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 13.168";
26;13.49;1601455;5584386;74.09;0.235;;Cpd 26: 13.490;
27;13.807;1453610;4394977;67.1;0.111;C19 H34 O2;"Cpd 27: Methyl 9,10-octadecadienoate; C19 H34 O2; 13.807";
28;13.91;1325947;4748921;79.1;0.21;C13 H20 N2;"Cpd 28: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 13.910";
29;14.228;3122208;10961595;74.1;0.235;;Cpd 29: 14.228;
30;14.632;1312176;5138527;55.1;0.258;;Cpd 30: 14.632;
31;15.081;83460;278781;149;0.136;;Cpd 31: 15.081;
32;15.827;801571;3403858;79.1;0.287;C13 H18 O;"Cpd 32: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 15.827";

