#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.039;1241165;9018666;74.1;0.329;;Cpd 1: 5.039;
2;5.859;1172257;8837931;74.1;0.403;;Cpd 2: 5.859;
3;6.453;641769;4660417;74.1;0.385;;Cpd 3: 6.453;
4;7.199;1451990;10046510;74.1;0.441;;Cpd 4: 7.199;
5;8.097;809895;5228367;74.1;0.419;;Cpd 5: 8.097;
6;9.14;1867244;11273759;74.1;0.433;;Cpd 6: 9.140;
7;9.989;904540;5122781;55.1;0.318;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 9.989";
8;10.314;1013142;5537714;74.1;0.358;;Cpd 8: 10.314;
9;11.241;993854;5277818;55.1;0.311;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 11.241";
10;11.589;3455226;17579303;74.1;0.34;;Cpd 10: 11.589;
11;12.392;1064618;5587873;55.1;0.354;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 12.392";
12;12.924;1220342;6040552;74.1;0.338;;Cpd 12: 12.924;
13;13.757;1171168;5769007;55.1;0.297;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 13.757";
14;14.309;2702016;12973494;74.1;0.317;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 14.309";
15;14.787;1239504;5970181;55.1;0.243;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 14.787";
16;15.035;2573327;12606706;55.1;0.338;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.035";
17;15.616;1149511;4180811;67.1;0.124;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 15.616";
18;15.706;2819125;14150491;74.1;0.284;;Cpd 18: 15.706;
19;16.176;1072519;5254617;67.1;0.313;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.176";
20;16.988;953073;3828904;79.1;0.132;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 16.988";
21;17.104;3027882;14999088;74.1;0.297;;Cpd 21: 17.104;
22;17.516;911704;4380060;79.1;0.292;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.516";
23;17.813;1296677;6246065;55.1;0.338;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.813";
24;18.48;1439332;6950309;74.1;0.317;;Cpd 24: 18.480;
25;18.949;1112327;5521118;67.1;0.309;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.949";
26;19.742;983757;3776411;79.1;0.132;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 19.742";
27;19.849;2981330;15759695;74.1;0.297;;Cpd 27: 19.849;
28;20.257;1005541;3519206;79.1;0.097;C19 H34 O2;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 20.257";
29;20.323;1106690;5537437;79.1;0.165;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 20.323";
30;20.529;1319414;6574035;55.1;0.297;;Cpd 30: 20.529;
31;21.16;1405861;7065306;74.1;0.322;;Cpd 31: 21.160;
32;21.645;1452841;10375069;67.1;0.461;C19 H34 O2;"Cpd 32: Methyl 9,10-octadecadienoate; C19 H34 O2; 21.645";
33;22.475;2697796;14232899;74.1;0.334;;Cpd 33: 22.475;
34;23.126;1233769;6154620;55.1;0.293;;Cpd 34: 23.126;
35;24.874;665900;3706977;79.1;0.374;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 24.874";

