#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.741;934298;7716348;74.1;0.34;;Cpd 1: 5.741;
2;6.372;475813;4202667;74.1;0.412;;Cpd 2: 6.372;
3;7.221;991503;9166155;74.1;0.517;;Cpd 3: 7.221;
4;8.363;497397;4632497;74.1;0.457;;Cpd 4: 8.363;
5;9.842;1022228;10207861;74.1;0.767;;Cpd 5: 9.842;
6;11.174;446037;4556091;55.1;0.503;C15 H28 O2;"Cpd 6: Methyl myristoleate; C15 H28 O2; 11.174";
7;11.751;485716;4947124;74.1;0.614;;Cpd 7: 11.751;
8;13.387;446499;4705731;55.1;0.618;C16 H30 O2;"Cpd 8: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 13.387";
9;14.117;1518117;16017946;74.1;0.713;;Cpd 9: 14.117;
10;15.7;437461;4804217;55.1;0.704;C17 H32 O2;"Cpd 10: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.700";
11;16.969;474793;5219163;74.1;0.705;;Cpd 11: 16.969;
12;18.804;435919;5134870;55.1;0.767;C18 H34 O2;"Cpd 12: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 18.804";
13;20.308;1002846;11617440;74.1;0.746;;Cpd 13: 20.308;
14;21.471;428451;4780519;55.1;0.5;C19 H36 O2;"Cpd 14: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 21.471";
15;22.044;909417;10676151;55.1;0.767;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 22.044";
16;23.684;312700;2893292;67.1;0.316;C19 H34 O2;"Cpd 16: Methyl 9,10-octadecadienoate; C19 H34 O2; 23.684";
17;24.08;894092;9971137;74.1;0.581;;Cpd 17: 24.080;
18;25.057;358840;4510021;67.1;0.819;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 25.057";
19;27.283;283263;3100609;79.1;0.421;C16 H28;"Cpd 19: 4-Hexadecen-6-yne, (Z)-; C16 H28; 27.283";
20;28.226;965785;11771125;74.1;0.653;;Cpd 20: 28.226;
21;28.878;267636;3148343;79.1;0.505;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 28.878";
22;30.172;421510;5557547;55.1;0.824;;Cpd 22: 30.172;
23;32.612;460565;6046881;74.1;0.844;;Cpd 23: 32.612;
24;33.643;317470;3980614;67.1;0.523;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 33.643";
25;36.062;281803;3895686;79.1;0.864;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 36.062";
26;37.249;905559;11707658;74.1;0.622;;Cpd 26: 37.249;
27;37.847;534541;6779008;79.1;0.506;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 37.847";
28;39.294;400505;5911049;55.1;0.935;;Cpd 28: 39.294;
29;41.916;412010;5084921;74.1;0.426;;Cpd 29: 41.916;
30;42.299;143990;1523099;79.1;0.367;C13 H20 N2;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 42.299";
31;42.954;312015;4090850;67.1;0.545;C15 H26 O2;"Cpd 31: Methyl 12,13-tetradecadienoate; C15 H26 O2; 42.954";
32;46.759;842385;13280451;74.1;0.936;;Cpd 32: 46.759;
33;48.77;365714;5866059;55.1;1.063;;Cpd 33: 48.770;
34;54.014;164743;2523086;79.1;0.791;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 54.014";

