#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.273;892877;5363269;74.09;0.314;;Cpd 1: 6.273;
2;8.033;1262781;6960942;74.1;0.383;;Cpd 2: 8.033;
3;9.162;743413;3719020;74.1;0.358;;Cpd 3: 9.162;
4;10.416;1788939;8090915;74.1;0.305;;Cpd 4: 10.416;
5;11.747;1027636;4286676;74.1;0.276;;Cpd 5: 11.747;
6;13.119;2353205;9244235;74.1;0.276;;Cpd 6: 13.119;
7;14.076;1077213;4410091;55.1;0.301;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 14.076";
8;14.495;1239789;4845937;74.1;0.256;;Cpd 8: 14.495;
9;15.456;1162517;4631834;55.1;0.276;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.456";
10;15.86;4043306;15595976;74.1;0.26;;Cpd 10: 15.860;
11;16.633;1199013;4809140;55.1;0.251;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.633";
12;17.186;1404935;5348670;74.1;0.255;;Cpd 12: 17.186;
13;17.949;1318456;5252344;55.1;0.28;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 17.949";
14;18.486;3002491;11662194;74.1;0.276;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 18.486";
15;18.911;1392269;5413681;55.1;0.218;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 18.911";
16;19.125;2823714;11304750;55.1;0.276;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 19.125";
17;19.641;1266697;4160587;67.1;0.115;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.641";
18;19.739;2962730;12070242;74.1;0.235;;Cpd 18: 19.739;
19;20.128;1205512;4747412;67.1;0.27;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 20.128";
20;20.832;1062727;3876410;79.1;0.136;C12 H18 O;"Cpd 20: 1-Methyl-6-(3-methylbuta-1,3-dienyl)-7-oxabicyclo[4.1.0]heptane; C12 H18 O; 20.832";
21;20.951;3087941;12364658;74.1;0.239;;Cpd 21: 20.951;
22;21.285;1022344;3881844;79.1;0.205;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 21.285";
23;21.545;1350067;5241141;55.1;0.238;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 21.545";
24;22.109;1417317;5620187;74.09;0.251;;Cpd 24: 22.109;
25;22.503;1177725;4818772;67.1;0.276;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 22.503";
26;23.169;1064573;3196728;79.1;0.107;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 23.169";
27;23.247;2902989;12571633;74.1;0.231;;Cpd 27: 23.247;
28;23.593;1076034;3355205;79.1;0.092;C19 H34 O2;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 23.593";
29;23.655;1181733;4841227;79.1;0.128;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 23.655";
30;23.812;1271145;5397837;55.1;0.26;;Cpd 30: 23.812;
31;24.323;1258208;5333967;74.09;0.276;;Cpd 31: 24.323;
32;24.714;1118790;3048133;67.1;0.09;C19 H34 O2;"Cpd 32: Methyl 9,10-octadecadienoate; C19 H34 O2; 24.714";
33;24.764;1215118;5615180;79.1;0.28;C19 H34 O2;"Cpd 33: Methyl 7,8-octadecadienoate; C19 H34 O2; 24.764";
34;25.386;2467982;10633200;74.09;0.28;;Cpd 34: 25.386;
35;25.926;1099188;4874505;55.1;0.279;;Cpd 35: 25.926;
36;26.244;58901;211811;149;0.128;;Cpd 36: 26.244;
37;27.385;673676;3051105;79.1;0.288;C13 H18 O;"Cpd 37: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 27.385";

