#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.843;743048;5244199;74.1;0.34;;Cpd 1: 5.843;
2;7.364;981260;6694017;74.1;0.501;;Cpd 2: 7.364;
3;8.419;547508;3530614;74.1;0.453;;Cpd 3: 8.419;
4;9.66;1283728;7529485;74.1;0.408;;Cpd 4: 9.660;
5;11.053;713577;3855630;74.1;0.367;;Cpd 5: 11.053;
6;12.554;1623370;8211084;74.1;0.342;;Cpd 6: 12.554;
7;13.638;746416;3816429;55.1;0.367;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 13.638";
8;14.116;854004;4203320;74.1;0.338;;Cpd 8: 14.116;
9;15.233;800925;3930058;55.1;0.329;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.233";
10;15.711;2855880;13612714;74.1;0.322;;Cpd 10: 15.711;
11;16.622;835074;4102929;55.1;0.333;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.622";
12;17.294;965488;4639908;74.1;0.338;;Cpd 12: 17.294;
13;18.205;904263;4529818;55.1;0.363;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 18.205";
14;18.869;2158896;10338552;74.1;0.322;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 18.869";
15;19.384;944851;4432571;55.1;0.243;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 19.384";
16;19.637;1963206;9449060;55.1;0.329;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 19.637";
17;20.274;861657;3485342;67.1;0.139;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 20.274";
18;20.402;2219083;11170928;74.1;0.301;;Cpd 18: 20.402;
19;20.86;813464;3964617;67.1;0.301;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 20.860";
20;21.713;719146;3427258;79.1;0.19;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 21.713";
21;21.896;2405666;11817575;74.1;0.309;;Cpd 21: 21.896;
22;22.273;682784;3286073;79.1;0.258;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 22.273";
23;22.62;1024345;5056842;55.1;0.324;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 22.620";
24;23.333;1173661;5855653;74.1;0.337;;Cpd 24: 23.333;
25;23.794;881654;4507680;67.1;0.334;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 23.794";
26;24.606;766217;3394982;79.1;0.157;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 24.606";
27;24.752;2498547;13037635;74.1;0.33;C23 H46 O2;"Cpd 27: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 24.752";
28;25.196;918439;7204285;79.1;0.279;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 25.196";
29;25.438;1083450;5341741;55.1;0.3;;Cpd 29: 25.438;
30;26.094;1166262;6048974;74.1;0.346;;Cpd 30: 26.094;
31;26.56;1442170;8468774;67.1;0.395;C19 H34 O2;"Cpd 31: Methyl 8,9-octadecadienoate; C19 H34 O2; 26.560";
32;27.426;2346756;12471381;74.1;0.35;;Cpd 32: 27.426;
33;28.08;1033913;5588880;55.1;0.276;;Cpd 33: 28.080;
34;28.3;82246;565396;149;0.288;;Cpd 34: 28.300;
35;29.837;513136;2917824;79.1;0.351;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 29.837";

