#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.169;439731;2753699;91.1;0.37;C8 H10;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 6.169";
2;7.946;134966;690438;74.09;0.264;;Cpd 2: 7.946;
3;10.654;711635;3066193;74.1;0.297;;Cpd 3: 10.654;
4;12.187;462598;1839038;74.1;0.272;;Cpd 4: 12.187;
5;13.754;1123796;4279648;74.1;0.272;;Cpd 5: 13.754;
6;15.316;632645;2322114;74.1;0.276;;Cpd 6: 15.316;
7;16.853;1412301;5071060;74.1;0.256;;Cpd 7: 16.853;
8;17.867;652818;2368900;55.1;0.267;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 17.867";
9;18.337;718067;2581063;74.1;0.251;;Cpd 9: 18.337;
10;19.335;691180;2493170;55.1;0.251;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 19.335";
11;19.784;2268145;8183612;74.1;0.235;;Cpd 11: 19.784;
12;20.563;697542;2526806;55.1;0.247;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 20.563";
13;21.148;785174;2768476;74.1;0.251;;Cpd 13: 21.148;
14;21.919;749564;2757336;55.1;0.247;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 21.919";
15;22.488;1629497;5987458;74.1;0.251;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 22.488";
16;22.908;772100;2813989;55.1;0.213;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 22.908";
17;23.123;1551724;5676184;55.1;0.256;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 23.123";
18;23.646;724588;2613800;67.1;0.251;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 23.646";
19;24.133;686091;2462307;67.1;0.239;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 24.133";
20;24.842;607652;2182767;79.1;0.148;C19 H34 O2;"Cpd 20: Methyl 7,8-octadecadienoate; C19 H34 O2; 24.842";
21;24.982;1725175;6444844;74.1;0.247;;Cpd 21: 24.982;
22;25.299;589190;2082585;79.1;0.228;C12 H20;"Cpd 22: Cyclododecyne; C12 H20; 25.299";
23;25.571;797288;2872274;55.1;0.25;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 25.571";
24;26.144;886115;3174276;74.1;0.251;;Cpd 24: 26.144;
25;26.532;690977;2551617;67.1;0.247;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 26.532";
26;27.195;634608;2101230;79.1;0.115;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 27.195";
27;27.298;1758176;6863973;74.1;0.239;;Cpd 27: 27.298;
28;27.624;629875;1929988;79.1;0.091;C19 H34 O2;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 27.624";
29;27.682;636598;2368993;79.1;0.128;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 27.682";
30;27.851;811615;3078084;55.1;0.247;C23 H44 O2;"Cpd 30: Methyl 11-docosenoate; C23 H44 O2; 27.851";
31;28.37;866826;3250942;74.1;0.251;;Cpd 31: 28.370;
32;28.762;771274;4738688;67.1;0.412;C19 H34 O2;"Cpd 32: Methyl 9,10-octadecadienoate; C19 H34 O2; 28.762";
33;29.45;1587113;6464192;74.1;0.251;C25 H50 O2;"Cpd 33: Tetracosanoic acid, methyl ester; C25 H50 O2; 29.450";
34;29.974;793754;3111490;55.1;0.26;;Cpd 34: 29.974;
35;31.42;474587;1864092;79.1;0.276;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 31.420";

