#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.742;1122063;5881030;74.1;0.294;;Cpd 1: 5.742;
2;6.882;1690807;7578615;74.1;0.317;;Cpd 2: 6.882;
3;7.574;1055920;4014634;74.1;0.226;;Cpd 3: 7.574;
4;8.316;2604724;8782011;74.1;0.254;;Cpd 4: 8.316;
5;9.092;1554970;4608868;74.1;0.198;;Cpd 5: 9.092;
6;9.875;3499307;9755353;74.1;0.202;;Cpd 6: 9.875;
7;10.443;1639271;4548297;55.1;0.196;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 10.443";
8;10.649;1870082;4947262;74.1;0.201;;Cpd 8: 10.649;
9;11.218;1780458;4696897;55.1;0.181;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 11.218";
10;11.416;6131245;15780251;74.1;0.185;;Cpd 10: 11.416;
11;11.873;1850344;4902315;55.1;0.175;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 11.873";
12;12.154;2121801;5355381;74.1;0.172;;Cpd 12: 12.154;
13;12.603;1998608;5229341;55.1;0.201;C18 H34 O2;"Cpd 13: Methyl 8-heptadecenoate; C18 H34 O2; 12.603";
14;12.875;4611637;11839856;74.1;0.185;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 12.875";
15;13.123;2097447;5366978;55.1;0.127;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.123";
16;13.255;4267859;11261051;55.1;0.198;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.255";
17;13.564;4869567;16676041;74.1;0.229;;Cpd 17: 13.564;
18;13.83;1811049;4825417;67.1;0.19;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 13.830";
19;14.236;6578243;17210186;74.1;0.186;;Cpd 19: 14.236;
20;14.487;1550762;3935712;79.1;0.12;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 14.487";
21;14.59;2182705;5581065;55.1;0.165;C21 H40 O2;"Cpd 21: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 14.590";
22;14.874;2499685;6528552;74.1;0.179;;Cpd 22: 14.874;
23;15.138;1918672;5098693;67.1;0.17;C15 H26 O2;"Cpd 23: Methyl 12,13-tetradecadienoate; C15 H26 O2; 15.138";
24;15.505;5851819;18299759;74.1;0.239;;Cpd 24: 15.505;
25;15.757;1663324;3875756;79.1;0.078;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.757";
26;15.835;2947387;11478639;55.1;0.227;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.835";
27;16.107;2297045;6614192;74.1;0.179;;Cpd 27: 16.107;
28;16.383;1789393;4858774;67.1;0.103;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 16.383";
29;16.478;1235855;3753280;79.1;0.157;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 16.478";
30;16.742;4189875;13341861;74.1;0.218;;Cpd 30: 16.742;
31;17.1;1780009;5978271;55.1;0.22;;Cpd 31: 17.100;
32;17.574;78836;248665;149;0.146;;Cpd 32: 17.574;
33;18.213;798309;3396680;79.1;0.268;C13 H18 O;"Cpd 33: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 18.213";

