#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.257;1295060;6834296;74.1;0.252;;Cpd 1: 5.257;
2;5.595;751765;3695213;74.1;0.255;;Cpd 2: 5.595;
3;5.995;1799914;8136028;74.1;0.287;;Cpd 3: 5.995;
4;6.453;1043248;4339918;74.1;0.301;;Cpd 4: 6.453;
5;6.963;2466120;9057583;74.1;0.23;;Cpd 5: 6.963;
6;7.382;1232101;4133794;55.1;0.136;C15 H28 O2;"Cpd 6: Methyl myristoleate; C15 H28 O2; 7.382";
7;7.504;1446111;4830112;74.1;0.223;;Cpd 7: 7.504;
8;7.941;1458858;4379715;55.1;0.132;C16 H30 O2;"Cpd 8: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 7.941";
9;8.069;5104140;15096576;74.1;0.206;;Cpd 9: 8.069;
10;8.444;1603015;4577089;55.1;0.196;C17 H32 O2;"Cpd 10: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 8.444";
11;8.646;1879032;5196290;74.1;0.206;;Cpd 11: 8.646;
12;9.029;1808832;5011175;55.1;0.196;C18 H34 O2;"Cpd 12: Methyl 8-heptadecenoate; C18 H34 O2; 9.029";
13;9.227;4315919;11445078;74.1;0.206;C37 H77 N O2;"Cpd 13: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 9.227";
14;9.445;2086100;5357357;55.1;0.115;C19 H36 O2;"Cpd 14: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 9.445";
15;9.561;4220330;11123917;55.1;0.198;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 9.561";
16;9.804;5822198;15906291;74.1;0.19;;Cpd 16: 9.804;
17;10.055;1788417;4533677;67.1;0.185;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 10.055";
18;10.377;5160993;16744978;74.1;0.251;;Cpd 18: 10.377;
19;10.628;1593676;3650523;79.1;0.084;C19 H34 O2;"Cpd 19: Methyl 8,9-octadecadienoate; C19 H34 O2; 10.628";
20;10.698;2347821;5991208;55.1;0.157;C21 H40 O2;"Cpd 20: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 10.698";
21;10.933;2562401;6263405;74.1;0.172;;Cpd 21: 10.933;
22;11.181;1938732;4977388;67.1;0.177;C15 H26 O2;"Cpd 22: Methyl 12,13-tetradecadienoate; C15 H26 O2; 11.181";
23;11.494;5043047;17888655;74.1;0.21;;Cpd 23: 11.494;
24;11.75;1643273;3694850;79.1;0.074;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 11.750";
25;11.811;3830556;11101100;55.1;0.185;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 11.811";
26;12.05;2253439;6422147;74.1;0.185;;Cpd 26: 12.050;
27;12.318;1749634;4869141;67.1;0.115;C19 H34 O2;"Cpd 27: Methyl 9,10-octadecadienoate; C19 H34 O2; 12.318";
28;12.434;1266156;3973869;79.1;0.19;C13 H20 N2;"Cpd 28: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 12.434";
29;12.64;4133078;13154766;74.1;0.214;;Cpd 29: 12.640;
30;12.99;1783776;6138571;55.1;0.237;;Cpd 30: 12.990;
31;13.497;76808;259284;149;0.154;;Cpd 31: 13.497;
32;14.07;778352;3235533;79.1;0.268;C13 H18 O;"Cpd 32: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 14.070";

