#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.754;1127898;6236724;74.1;0.375;;Cpd 1: 6.754;
2;8.687;1681205;7852573;74.1;0.346;;Cpd 2: 8.687;
3;9.839;973602;4161356;74.1;0.273;;Cpd 3: 9.839;
4;11.049;2296302;8952508;74.1;0.276;;Cpd 4: 11.049;
5;12.284;1268458;4679369;74.1;0.251;;Cpd 5: 12.284;
6;13.514;2830432;10140711;74.1;0.239;;Cpd 6: 13.514;
7;14.359;1282051;4735676;55.1;0.271;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 14.359";
8;14.721;1493775;5175352;74.1;0.236;;Cpd 8: 14.721;
9;15.558;1396575;4961340;55.1;0.246;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.558";
10;15.9;4856414;17001172;74.1;0.251;;Cpd 10: 15.900;
11;16.565;1449781;5246776;55.1;0.247;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.565";
12;17.026;1645291;5829760;74.1;0.247;;Cpd 12: 17.026;
13;17.681;1559739;5475847;55.1;0.202;C18 H34 O2;"Cpd 13: Methyl 8-heptadecenoate; C18 H34 O2; 17.681";
14;18.13;3619485;12651336;74.1;0.227;C19 H38 O2;"Cpd 14: Methyl stearate; C19 H38 O2; 18.130";
15;18.489;1642554;5806458;55.1;0.18;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 18.489";
16;18.676;3412940;12297607;55.1;0.243;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 18.676";
17;19.103;1486799;4247366;67.1;0.095;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.103";
18;19.177;3718025;13678171;74.1;0.223;;Cpd 18: 19.177;
19;19.524;1406035;4999134;67.1;0.233;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.524";
20;20.121;1238941;3445402;79.1;0.095;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 20.121";
21;20.196;3942401;14908711;74.1;0.227;;Cpd 21: 20.196;
22;20.502;1181448;4029566;79.1;0.176;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 20.502";
23;20.703;1687964;5977151;55.1;0.224;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 20.703";
24;21.16;1887692;6802777;74.1;0.243;;Cpd 24: 21.160;
25;21.51;1478131;5428914;67.1;0.247;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 21.510";
26;22.112;4207754;18936072;74.1;0.263;;Cpd 26: 22.112;
27;22.426;1300292;3814819;79.1;0.093;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 22.426";
28;22.487;1275473;4415107;79.1;0.087;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 22.487";
29;22.59;1719597;6503759;55.1;0.227;;Cpd 29: 22.590;
30;23.003;1749095;6598302;74.1;0.243;;Cpd 30: 23.003;
31;23.349;1431289;4509660;67.1;0.102;C19 H34 O2;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 23.349";
32;23.423;1244450;5212894;79.1;0.235;C15 H24;"Cpd 32: Bicyclo[5.2.0]nonane, 4-methylene-2,8,8-trimethyl-2-vinyl-; C15 H24; 23.423";
33;23.893;3333389;12923292;74.1;0.251;;Cpd 33: 23.893;
34;24.346;1506299;6106269;55.1;0.263;;Cpd 34: 24.346;
35;24.709;88245;385814;149;0.227;;Cpd 35: 24.709;
36;25.62;775721;3478374;79.1;0.297;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 25.620";

