#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.052;724926;3764577;74.1;0.301;;Cpd 1: 6.052;
2;7.56;1448484;5719661;74.1;0.289;;Cpd 2: 7.560;
3;9.403;2315514;7174429;74.1;0.206;;Cpd 3: 9.403;
4;10.351;1321402;3860149;74.1;0.209;;Cpd 4: 10.351;
5;11.286;2950016;8246840;74.1;0.214;;Cpd 5: 11.287;
6;12.189;1585759;4318862;74.1;0.206;;Cpd 6: 12.189;
7;13.063;3492189;9200398;74.1;0.185;;Cpd 7: 13.063;
8;13.661;1580022;4291710;55.1;0.177;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 13.661";
9;13.896;1820404;4709538;74.1;0.179;;Cpd 9: 13.896;
10;14.477;1687576;4466114;55.1;0.201;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.477";
11;14.695;5822704;15221993;74.1;0.206;;Cpd 11: 14.695;
12;15.161;1774448;4751074;55.1;0.179;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.161";
13;15.458;2077068;5338025;74.1;0.181;;Cpd 13: 15.458;
14;15.911;1935360;5104612;55.1;0.173;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 15.911";
15;16.196;4508273;11808970;74.1;0.19;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.196";
16;16.443;2084874;5370238;55.1;0.129;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.443";
17;16.575;4244688;11176426;55.1;0.181;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.575";
18;16.892;4897206;16895990;74.1;0.213;;Cpd 18: 16.892;
19;17.152;1773107;4531885;67.1;0.178;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.152";
20;17.568;6493332;17609705;74.1;0.186;;Cpd 20: 17.568;
21;17.816;1429450;3366383;79.1;0.096;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.816";
22;17.923;2252745;5798773;55.1;0.173;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.923";
23;18.207;2575319;6845328;74.1;0.198;;Cpd 23: 18.207;
24;18.471;1952652;5323176;67.1;0.181;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.471";
25;18.842;6412613;19185338;74.1;0.235;;Cpd 25: 18.842;
26;19.094;1662232;3752227;79.1;0.068;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.094";
27;19.176;2958080;11715943;55.1;0.205;C15 H26 O2;"Cpd 27: Methyl 12,13-tetradecadienoate; C15 H26 O2; 19.176";
28;19.444;2437007;7133599;74.1;0.203;;Cpd 28: 19.444;
29;19.72;1856714;5147205;67.1;0.105;C19 H34 O2;"Cpd 29: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.720";
30;19.818;1323062;4528345;79.1;0.198;C13 H20 N2;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 19.818";
31;20.083;4452960;14449764;74.1;0.218;;Cpd 31: 20.083;
32;20.444;1891917;6623806;55.1;0.21;;Cpd 32: 20.444;
33;20.907;69518;232666;149;0.122;;Cpd 33: 20.907;
34;21.554;827451;3584409;79.1;0.262;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 21.554";

