#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;8.227;541835;2843973;91.1;0.322;C8 H10;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 8.227";
2;11.154;179618;736615;74.09;0.256;;Cpd 2: 11.154;
3;14.32;882880;3250919;74.1;0.276;;Cpd 3: 14.320;
4;15.853;544572;1933323;74.1;0.242;;Cpd 4: 15.853;
5;17.323;1283353;4385808;74.1;0.227;;Cpd 5: 17.323;
6;18.722;706578;2354577;74.1;0.243;;Cpd 6: 18.722;
7;20.061;1562436;5023500;74.1;0.223;;Cpd 7: 20.061;
8;20.935;705435;2346724;55.1;0.242;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 20.935";
9;21.327;795640;2534394;74.1;0.231;;Cpd 9: 21.327;
10;22.184;748593;2454668;55.1;0.23;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 22.184";
11;22.555;2547849;8123075;74.1;0.227;;Cpd 11: 22.555;
12;23.219;776469;2483127;55.1;0.19;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 23.219";
13;23.701;883727;2773320;74.1;0.223;;Cpd 13: 23.701;
14;24.357;845607;2653472;55.1;0.165;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 24.357";
15;24.484;36091;150865;74.07;0.181;;Cpd 15: 24.484;
16;24.826;1890339;6104583;74.1;0.227;C19 H38 O2;"Cpd 16: Methyl stearate; C19 H38 O2; 24.826";
17;25.181;881729;2829370;55.1;0.177;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 25.181";
18;25.366;1736692;5696632;55.1;0.223;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 25.366";
19;25.795;814070;2601568;67.1;0.239;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 25.795";
20;26.216;766306;2432055;67.1;0.213;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 26.216";
21;26.813;660292;1961240;79.1;0.107;C13 H18 O2;"Cpd 21: Aureonitol; C13 H18 O2; 26.813";
22;26.908;2062652;7056917;74.1;0.21;;Cpd 22: 26.908;
23;27.197;638787;1989495;79.1;0.185;C12 H20;"Cpd 23: Cyclododecyne; C12 H20; 27.197";
24;27.407;940495;3043083;55.1;0.223;C21 H40 O2;"Cpd 24: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 27.407";
25;27.868;1081316;3365134;74.1;0.212;;Cpd 25: 27.868;
26;28.215;798991;2626076;67.1;0.218;C15 H26 O2;"Cpd 26: Methyl 12,13-tetradecadienoate; C15 H26 O2; 28.215";
27;28.833;2219996;9786316;74.1;0.272;;Cpd 27: 28.833;
28;29.13;725381;1990420;79.1;0.089;C19 H34 O2;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 29.130";
29;29.192;650696;2109885;79.1;0.091;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 29.192";
30;29.303;981632;3250080;55.1;0.205;C23 H44 O2;"Cpd 30: Methyl 11-docosenoate; C23 H44 O2; 29.303";
31;29.719;1101817;3709575;74.1;0.241;;Cpd 31: 29.719;
32;30.061;846257;2521564;67.1;0.099;C19 H34 O2;"Cpd 32: Methyl 9,10-octadecadienoate; C19 H34 O2; 30.061";
33;30.127;596207;1884033;79.1;0.158;C13 H20 N2;"Cpd 33: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 30.127";
34;30.622;2122653;7579948;74.1;0.239;C25 H50 O2;"Cpd 34: Tetracosanoic acid, methyl ester; C25 H50 O2; 30.622";
35;31.067;1019580;3557932;55.1;0.223;;Cpd 35: 31.067;
36;32.333;480323;1823075;79.1;0.254;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 32.333";

