#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.522;232517;1727765;84;0.293;;Cpd 1: 6.522;
2;7.128;58735;376065;84;0.232;;Cpd 2: 7.128;
3;8.513;20851;236540;84;0.437;;Cpd 3: 8.513;
4;9.857;376309;2933493;74.1;0.406;;Cpd 4: 9.857;
5;15.125;468955;3528300;74.1;0.474;;Cpd 5: 15.125;
6;21.201;620813;4459610;74.1;0.462;;Cpd 6: 21.201;
7;24.218;334776;2346840;74.1;0.466;;Cpd 7: 24.218;
8;27.128;781555;5281875;74.1;0.458;;Cpd 8: 27.128;
9;29.923;409057;2690667;74.1;0.449;;Cpd 9: 29.923;
10;32.598;960918;6135881;74.1;0.416;;Cpd 10: 32.598;
11;34.259;418510;2737878;55.1;0.437;C15 H28 O2;"Cpd 11: Methyl myristoleate; C15 H28 O2; 34.259";
12;35.137;506024;3226201;74.1;0.458;;Cpd 12: 35.137;
13;36.765;452643;2932040;55.1;0.407;C16 H30 O2;"Cpd 13: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 36.765";
14;37.581;1722145;10890347;74.1;0.412;;Cpd 14: 37.581;
15;38.826;482584;3161972;55.1;0.449;C17 H32 O2;"Cpd 15: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 38.826";
16;39.898;574236;3574501;74.1;0.395;;Cpd 16: 39.898;
17;41.118;526260;3419875;55.1;0.433;C18 H34 O2;"Cpd 17: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 41.118";
18;42.136;1325992;8323217;74.1;0.387;C19 H38 O2;"Cpd 18: Methyl stearate; C19 H38 O2; 42.136";
19;42.804;570063;3438334;55.1;0.302;C19 H36 O2;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 42.804";
20;43.131;1197143;7595987;55.1;0.424;C19 H36 O2;"Cpd 20: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 43.131";
21;44.041;442771;2320036;67.1;0.197;C19 H34 O2;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 44.041";
22;44.263;1285062;7413872;74.1;0.296;;Cpd 22: 44.263;
23;44.778;480870;3149366;67.1;0.433;C19 H34 O2;"Cpd 23: Methyl 9,10-octadecadienoate; C19 H34 O2; 44.778";
24;45.92;395423;2540591;79.1;0.356;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 45.920";
25;46.308;1444655;8867791;74.1;0.367;;Cpd 25: 46.308;
26;46.687;390090;2321098;79.1;0.272;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 46.687";
27;47.239;619294;4164855;55.1;0.42;C21 H40 O2;"Cpd 27: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 47.239";
28;48.262;700235;4637034;74.1;0.441;;Cpd 28: 48.262;
29;48.801;510701;3453684;67.1;0.428;C15 H26 O2;"Cpd 29: Methyl 12,13-tetradecadienoate; C15 H26 O2; 48.801";
30;49.865;402846;2473699;79.1;0.272;C19 H34 O2;"Cpd 30: Methyl 7,8-octadecadienoate; C19 H34 O2; 49.865";
31;50.178;1520041;9769655;74.1;0.408;C23 H46 O2;"Cpd 31: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 50.178";
32;50.619;714221;5852852;79.1;0.4;C19 H34 O2;"Cpd 32: Methyl 7,8-octadecadienoate; C19 H34 O2; 50.619";
33;51.06;641432;4491921;55.1;0.428;C23 H44 O2;"Cpd 33: Methyl 11-docosenoate; C23 H44 O2; 51.060";
34;51.988;682247;4695568;74.1;0.456;;Cpd 34: 51.988;
35;52.515;717087;6112796;67.1;0.448;C19 H34 O2;"Cpd 35: Methyl 8,9-octadecadienoate; C19 H34 O2; 52.515";
36;53.773;1415766;10113588;74.1;0.437;;Cpd 36: 53.773;
37;54.609;619111;4805440;55.1;0.495;;Cpd 37: 54.609;
38;56.843;264259;2084379;79.1;0.462;C13 H18 O;"Cpd 38: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 56.843";

