#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;7.053;1037193;5080138;74.1;0.328;;Cpd 1: 7.053;
2;8.857;1743741;6456460;74.1;0.272;;Cpd 2: 8.857;
3;9.846;1032533;3460409;74.1;0.231;;Cpd 3: 9.846;
4;10.848;2404461;7444654;74.1;0.214;;Cpd 4: 10.848;
5;11.834;1332742;3945888;74.1;0.213;;Cpd 5: 11.834;
6;12.794;2972153;8528585;74.1;0.21;;Cpd 6: 12.794;
7;13.458;1342228;3968429;55.1;0.21;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 13.458";
8;13.721;1551305;4404085;74.1;0.21;;Cpd 8: 13.721;
9;14.372;1432413;4133950;55.1;0.206;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.372";
10;14.619;5036486;13941307;74.1;0.185;;Cpd 10: 14.619;
11;15.135;1520929;4365875;55.1;0.184;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.135";
12;15.469;1737963;4882995;74.1;0.209;;Cpd 12: 15.469;
13;15.978;1593197;4644121;55.1;0.189;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 15.978";
14;16.297;3769621;10629091;74.1;0.21;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.297";
15;16.577;1707745;4840580;55.1;0.142;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.577";
16;16.722;3492036;10168936;55.1;0.206;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.722";
17;17.085;3995090;15087047;74.1;0.225;;Cpd 17: 17.085;
18;17.369;1474018;4087916;67.1;0.178;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.369";
19;17.843;5009494;15803813;74.1;0.223;;Cpd 19: 17.843;
20;18.112;1271110;3478868;79.1;0.126;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.112";
21;18.239;1873912;5369362;55.1;0.19;C21 H40 O2;"Cpd 21: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 18.239";
22;18.564;2087712;5990002;74.1;0.199;;Cpd 22: 18.564;
23;18.853;1600027;4694498;67.1;0.206;C15 H26 O2;"Cpd 23: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.853";
24;19.278;5713590;17166045;74.1;0.214;;Cpd 24: 19.278;
25;19.55;1405659;3375137;79.1;0.077;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.550";
26;19.607;1406019;3059742;79.1;0.045;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 19.607";
27;19.648;2230460;7097248;55.1;0.181;;Cpd 27: 19.648;
28;19.945;2140837;6384662;74.1;0.21;;Cpd 28: 19.945;
29;20.23;1641137;4454743;67.1;0.096;C19 H34 O2;"Cpd 29: Methyl 9,10-octadecadienoate; C19 H34 O2; 20.230";
30;20.32;1185293;4077029;79.1;0.21;C13 H20 N2;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 20.320";
31;20.625;3999327;12950846;74.1;0.218;;Cpd 31: 20.625;
32;21.005;1731666;5954245;55.1;0.225;;Cpd 32: 21.005;
33;21.446;67040;226634;149;0.135;;Cpd 33: 21.446;
34;22.155;740143;3170143;79.1;0.268;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 22.155";

