#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.531;53553;376888;84;0.271;;Cpd 1: 6.531;
2;7.067;930539;4666440;74.1;0.274;;Cpd 2: 7.067;
3;8.917;1698762;5277717;74.1;0.217;;Cpd 3: 8.917;
4;10.834;2197045;6092319;74.1;0.201;;Cpd 4: 10.834;
5;11.753;1148087;3083039;74.1;0.205;;Cpd 5: 11.753;
6;12.632;2457359;6337979;74.1;0.184;;Cpd 6: 12.632;
7;13.467;1287498;3274354;74.1;0.183;;Cpd 7: 13.467;
8;14.26;2834060;6980447;74.1;0.177;;Cpd 8: 14.260;
9;14.804;1284624;3238849;55.1;0.194;C15 H28 O2;"Cpd 9: Methyl myristoleate; C15 H28 O2; 14.804";
10;15.014;1467891;3560353;74.1;0.173;;Cpd 10: 15.014;
11;15.546;1353444;3322648;55.1;0.177;C16 H30 O2;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.546";
12;15.739;4690288;11243873;74.1;0.177;;Cpd 12: 15.739;
13;16.16;1414994;3493227;55.1;0.177;C17 H32 O2;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.160";
14;16.424;1618258;3854700;74.1;0.175;;Cpd 14: 16.424;
15;16.838;1457409;3723551;55.1;0.159;C18 H34 O2;"Cpd 15: Methyl 8-heptadecenoate; C18 H34 O2; 16.838";
16;17.087;3564909;8593669;74.1;0.155;C37 H77 N O2;"Cpd 16: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 17.087";
17;17.31;1599792;3837725;55.1;0.115;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.310";
18;17.434;3291437;8209312;55.1;0.177;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.434";
19;17.71;3942733;12243182;74.1;0.215;;Cpd 19: 17.710;
20;17.957;1370021;3368219;67.1;0.166;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.957";
21;18.32;5102944;12894051;74.1;0.177;;Cpd 21: 18.320;
22;18.555;1174952;2798531;79.1;0.096;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.555";
23;18.641;1713477;4382901;55.1;0.161;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 18.641";
24;18.897;1887652;4852005;74.1;0.172;;Cpd 24: 18.897;
25;19.14;1435552;3714640;67.1;0.167;C19 H34 O2;"Cpd 25: Methyl 10,11-octadecadienoate; C19 H34 O2; 19.140";
26;19.47;4037898;13836642;74.1;0.245;;Cpd 26: 19.470;
27;19.721;1172677;2659618;79.1;0.074;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.721";
28;19.787;2539683;8582849;55.1;0.194;C19 H34 O2;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.787";
29;20.039;1641571;4995162;74.1;0.199;;Cpd 29: 20.039;
30;20.308;1244703;3580968;67.1;0.115;C15 H26 O2;"Cpd 30: Methyl 12,13-tetradecadienoate; C15 H26 O2; 20.308";
31;20.41;806281;2236324;79.1;0.133;C13 H20 N2;"Cpd 31: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 20.410";
32;20.635;3012282;9940061;74.1;0.193;;Cpd 32: 20.635;
33;20.983;1275610;4777893;55.1;0.237;;Cpd 33: 20.983;
34;21.469;55626;179003;149;0.124;;Cpd 34: 21.469;
35;22.063;527601;2409626;79.1;0.309;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 22.063";

