#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.334;399629;2676404;91.1;0.375;C8 H10;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 6.334";
2;8.391;115848;648327;74.09;0.257;;Cpd 2: 8.391;
3;11.61;582327;2929086;74.1;0.358;;Cpd 3: 11.610;
4;13.477;375378;1751322;74.09;0.305;;Cpd 4: 13.477;
5;15.411;891755;3951286;74.1;0.296;;Cpd 5: 15.411;
6;17.34;481148;2092356;74.09;0.305;;Cpd 6: 17.340;
7;19.252;1061140;4510320;74.1;0.297;;Cpd 7: 19.252;
8;20.497;486329;2096859;55.1;0.284;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 20.497";
9;21.099;542001;2261201;74.09;0.276;C16 H32 O2;"Cpd 9: Methyl 13-methyltetradecanoate; C16 H32 O2; 21.099";
10;22.327;508627;2171961;55.1;0.284;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 22.327";
11;22.904;1694132;7175697;74.1;0.301;;Cpd 11: 22.904;
12;23.857;514453;2201128;55.1;0.309;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 23.857";
13;24.611;573574;2416061;74.1;0.297;;Cpd 13: 24.611;
14;25.551;544221;2253188;55.1;0.247;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 25.551";
15;26.289;1244107;5277860;74.1;0.301;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 26.289";
16;26.8;567450;2392962;55.1;0.244;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 26.800";
17;27.063;1138042;4799772;55.1;0.262;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 27.063";
18;27.719;529952;2243567;67.1;0.276;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 27.719";
19;28.304;508222;2162621;67.1;0.28;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 28.304";
20;29.174;449600;1864040;79.1;0.218;C19 H32 O2;"Cpd 20: Methyl .gamma.-linolenate; C19 H32 O2; 29.174";
21;29.413;1281637;5557288;74.1;0.289;;Cpd 21: 29.413;
22;29.747;429196;1795245;79.1;0.246;C12 H20;"Cpd 22: Cyclododecyne; C12 H20; 29.747";
23;30.126;596397;2590678;55.1;0.289;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 30.126";
24;30.864;692742;2911017;74.1;0.276;;Cpd 24: 30.864;
25;31.309;529764;2279258;67.1;0.305;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 31.309";
26;32.125;489992;1990474;79.1;0.177;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 32.125";
27;32.311;1370367;6202321;74.1;0.272;C23 H46 O2;"Cpd 27: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 32.311";
28;32.665;504463;1732380;79.1;0.106;C19 H34 O2;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 32.665";
29;32.719;519494;2125237;79.1;0.19;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 32.719";
30;32.983;618384;2567355;55.1;0.232;C23 H44 O2;"Cpd 30: Methyl 11-docosenoate; C23 H44 O2; 32.983";
31;33.654;701655;3090880;74.1;0.293;;Cpd 31: 33.655;
32;34.1;938505;4255003;67.1;0.309;C19 H34 O2;"Cpd 32: Methyl 9,10-octadecadienoate; C19 H34 O2; 34.100";
33;35.006;1338980;6365098;74.1;0.295;C25 H50 O2;"Cpd 33: Tetracosanoic acid, methyl ester; C25 H50 O2; 35.007";
34;35.641;642706;3013674;55.1;0.317;;Cpd 34: 35.641;
35;37.381;357822;1686718;79.1;0.338;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 37.381";

