#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;7.325;566800;3074244;91.1;0.358;C8 H10;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 7.325";
2;9.798;190943;793800;74.08;0.264;;Cpd 2: 9.798;
3;12.766;968250;3522911;74.1;0.247;;Cpd 3: 12.766;
4;14.25;613617;2145014;74.1;0.239;;Cpd 4: 14.250;
5;15.693;1455680;4908073;74.1;0.247;;Cpd 5: 15.693;
6;17.078;802506;2626754;74.09;0.233;;Cpd 6: 17.078;
7;18.409;1769305;5765789;74.1;0.223;;Cpd 7: 18.409;
8;19.283;814859;2679907;55.1;0.214;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 19.283";
9;19.67;928493;2950180;74.1;0.235;;Cpd 9: 19.670;
10;20.524;881916;2825224;55.1;0.238;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 20.524";
11;20.899;2918062;9490375;74.1;0.235;;Cpd 11: 20.899;
12;21.558;901979;2948103;55.1;0.239;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 21.558";
13;22.04;1028858;3258160;74.1;0.243;;Cpd 13: 22.041;
14;22.696;995032;3119570;55.1;0.177;C18 H34 O2;"Cpd 14: Methyl 8-heptadecenoate; C18 H34 O2; 22.696";
15;22.824;37260;128416;55.06;0.157;C10 H18 O3;"Cpd 15: Nonanoic acid, 9-oxo-, methyl ester; C10 H18 O3; 22.824";
16;23.166;2158720;6996400;74.1;0.218;C19 H38 O2;"Cpd 16: Methyl stearate; C19 H38 O2; 23.166";
17;23.52;1005852;3283511;55.1;0.185;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 23.520";
18;23.71;2009114;6529234;55.1;0.202;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 23.710";
19;24.134;943651;3019411;67.1;0.243;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 24.134";
20;24.555;884366;2835965;67.1;0.214;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 24.555";
21;25.153;778771;2301860;79.1;0.107;C19 H34 O2;"Cpd 21: Methyl 7,8-octadecadienoate; C19 H34 O2; 25.153";
22;25.247;2218197;7601257;74.1;0.21;;Cpd 22: 25.247;
23;25.532;747460;2349470;79.1;0.194;C12 H20;"Cpd 23: Cyclododecyne; C12 H20; 25.532";
24;25.742;1026732;3271844;55.1;0.231;C21 H40 O2;"Cpd 24: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 25.742";
25;26.209;1097462;3581564;74.1;0.218;;Cpd 25: 26.209;
26;26.554;879921;2844983;67.1;0.213;C19 H34 O2;"Cpd 26: Methyl 10,11-octadecadienoate; C19 H34 O2; 26.554";
27;27.168;2187788;9874384;74.1;0.28;;Cpd 27: 27.168;
28;27.469;810936;2235028;79.1;0.092;C19 H34 O2;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 27.469";
29;27.527;739315;2377637;79.1;0.091;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 27.527";
30;27.638;985292;3243058;55.1;0.212;;Cpd 30: 27.638;
31;28.059;1041582;3469886;74.1;0.223;;Cpd 31: 28.059;
32;28.397;844601;2450745;67.1;0.089;C19 H34 O2;"Cpd 32: Methyl 9,10-octadecadienoate; C19 H34 O2; 28.397";
33;28.463;703866;2452352;79.1;0.202;C13 H20 N2;"Cpd 33: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 28.463";
34;28.957;1931064;6803150;74.1;0.239;C25 H50 O2;"Cpd 34: Tetracosanoic acid, methyl ester; C25 H50 O2; 28.957";
35;29.402;935172;3218168;55.1;0.24;;Cpd 35: 29.402;
36;30.668;512554;1890553;79.1;0.246;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 30.668";

