#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;7.049;80213;383049;84;0.142;;Cpd 1: 7.049;
2;7.869;45103;351701;84;0.251;;Cpd 2: 7.869;
3;9.988;20333;282028;84;0.556;;Cpd 3: 9.988;
4;12.136;64324;572669;91.1;0.243;;Cpd 4: 12.136;
5;12.358;201090;2503455;74.1;0.593;;Cpd 5: 12.358;
6;23.331;226235;3525122;74.1;1.035;;Cpd 6: 23.331;
7;38.998;265196;4576423;74.1;1.054;;Cpd 7: 38.998;
8;47.473;124131;1824993;74.1;0.584;;Cpd 8: 47.473;
9;55.845;314388;5291112;74.1;1.063;;Cpd 9: 55.845;
10;64.039;160825;2619060;74.1;1.03;;Cpd 10: 64.039;
11;71.949;385220;6287318;74.1;1.059;;Cpd 11: 71.949;
12;76.467;159423;2458798;55.1;0.743;;Cpd 12: 76.467;
13;79.534;194714;3129397;74.1;0.997;;Cpd 13: 79.534;
14;83.916;175252;2866691;55.1;1.055;C16 H30 O2;"Cpd 14: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 83.916";
15;86.826;709572;11395822;74.1;1.01;;Cpd 15: 86.826;
16;90.098;189227;3038720;55.1;1.059;C17 H32 O2;"Cpd 16: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 90.098";
17;93.755;224068;3470897;74.1;1.022;;Cpd 17: 93.755;
18;96.953;205759;3266466;55.1;1.008;C18 H34 O2;"Cpd 18: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 96.953";
19;100.461;542073;8447696;74.1;0.997;;Cpd 19: 100.461;
20;102.188;208523;2725267;55.1;0.468;C19 H36 O2;"Cpd 20: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 102.188";
21;102.98;493186;7925228;55.1;1.014;C19 H36 O2;"Cpd 21: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 102.980";
22;105.803;187913;2952833;67.1;0.872;C19 H34 O2;"Cpd 22: Methyl 11,12-octadecadienoate; C19 H34 O2; 105.803";
23;106.858;540139;8025929;74.1;0.758;;Cpd 23: 106.858;
24;107.609;181613;2580448;67.1;0.582;C19 H34 O2;"Cpd 24: Methyl 11,12-octadecadienoate; C19 H34 O2; 107.609";
25;110.758;150671;2488219;79.1;1.024;;Cpd 25: 110.758;
26;113.025;762186;12704286;74.1;1.113;;Cpd 26: 113.025;
27;115.337;247546;4010961;55.1;1.024;;Cpd 27: 115.337;
28;118.903;279586;4191764;74.1;0.783;;Cpd 28: 118.903;
29;119.731;196717;3132316;67.1;0.867;C15 H26 O2;"Cpd 29: Methyl 12,13-tetradecadienoate; C15 H26 O2; 119.731";
30;122.613;159481;2670304;79.1;1.059;C15 H26 O2;"Cpd 30: Methyl 12,13-tetradecadienoate; C15 H26 O2; 122.613";
31;124.653;857910;17537657;74.1;1.521;;Cpd 31: 124.653;
32;126.838;259873;4404125;55.1;1.15;;Cpd 32: 126.838;
33;130.106;314073;5663417;74.1;0.723;;Cpd 33: 130.106;
34;130.964;202789;3222566;67.1;0.709;C15 H26 O2;"Cpd 34: Methyl 12,13-tetradecadienoate; C15 H26 O2; 130.964";
35;135.498;568181;8446949;74.1;0.647;;Cpd 35: 135.498;
36;137.584;247415;4283311;55.1;1.121;;Cpd 36: 137.584;
37;142.938;95205;1654326;79.09;0.952;C13 H18 O;"Cpd 37: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 142.938";

